russ_meyer;hasgender;male;robert_bly;hasgender;male;0.18350144463135182
russ_meyer;hasgender;male;frédéric_roux;hasgender;male;0.9564460112411163
russ_meyer;hasgender;male;vladimir_fock;hasgender;male;-0.505361682846494
russ_meyer;hasgender;male;dylan_hughes;hasgender;male;0.7177705648029928
russ_meyer;hasgender;male;albert_duro;hasgender;male;-1.1093363390013427
russ_meyer;hasgender;male;rui_fernando_nascimento_borges;hasgender;male;1.5471273640905174
russ_meyer;hasgender;male;petit;hasgender;male;0.2503833444243362
russ_meyer;hasgender;male;nick_barmby;hasgender;male;1.0457112990053783
russ_meyer;hasgender;male;gilbert_dean;hasgender;male;0.04664537257249457
russ_meyer;hasgender;male;jimmy_lawlor;hasgender;male;-1.98378144035246
russ_meyer;hasgender;male;louis_bimpson;hasgender;male;-0.3484565005936348
russ_meyer;hasgender;male;kevin_reynolds_(director);hasgender;male;-0.7960343980151987
russ_meyer;hasgender;male;bo_storm;hasgender;male;-0.029604768305443174
russ_meyer;hasgender;male;donald_rumsfeld;hasgender;male;0.7562818629890075
russ_meyer;hasgender;male;jaba_mujiri;hasgender;male;0.3745114597602694
russ_meyer;hasgender;male;nikola_milojević;hasgender;male;0.04270046979661218
russ_meyer;hasgender;male;ray_parlour;hasgender;male;-0.0665251021862373
russ_meyer;hasgender;male;newsboys;hasgender;male;-0.00782180362079064
russ_meyer;hasgender;male;jérôme_bonnissel;hasgender;male;0.15612650475621492
russ_meyer;hasgender;male;umut_bulut;hasgender;male;0.1557193504276701
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;leon_jessen;isaffiliatedto;denmark_national_under-21_football_team;0.334530832030543
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;ivan_nielsen;isaffiliatedto;denmark_national_under-21_football_team;-1.9033942600692666
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;dennis_sørensen;isaffiliatedto;denmark_national_under-21_football_team;4.888414209473593
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;allan_arenfeldt_olesen;isaffiliatedto;denmark_national_under-21_football_team;-0.8544061820162334
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;tobias_mikkelsen;isaffiliatedto;denmark_national_under-21_football_team;-0.551465772603881
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;patrick_mtiliga;playsfor;denmark_national_under-21_football_team;-4.8024141770062485
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;kim_christofte;isaffiliatedto;denmark_national_under-21_football_team;0.8995392962030926
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;jan_kristiansen;playsfor;denmark_national_under-21_football_team;-7.639016066099944
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;bjørn_kristensen;isaffiliatedto;denmark_national_under-21_football_team;0.24279720705139068
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;christian_poulsen;isaffiliatedto;denmark_national_under-21_football_team;-2.412270949567608
