/m/0pz7h	/people/person/profession	/m/09jwl
/m/01rlz4	/sports/sports_team/roster./sports/sports_team_roster/position	/m/02sdk9v
/m/043n1r5	/film/film/produced_by	/m/03f2_rc
/m/0fhpv4	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0h03fhx
/m/09w1n	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0d05w3
/m/011ypx	/film/film/estimated_budget./measurement_unit/dated_money_value/currency	/m/09nqf
/m/02gr81	/education/educational_institution/students_graduates./education/education/degree	/m/0g26h
/m/06jk5_	/business/business_operation/assets./measurement_unit/dated_money_value/currency	/m/09nqf
/m/01whg97	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05q8pss
/m/0g60z	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/05l4yg
/m/0bynt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/07ww5
/m/0ggq0m	/music/genre/subgenre	/m/04b675
/m/01j_cy	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/0193x
/m/02508x	/people/person/nationality	/m/02jx1
/m/05qm9f	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/06kbb6
/m/015dcj	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/033p3_
/m/02chhq	/media_common/netflix_title/netflix_genres	/m/07s9rl0
/m/0gxb2	/medicine/symptom/symptom_of	/m/024c2
/m/01vh3r	/people/person/gender	/m/05zppz
/m/06bss	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/027t8fw	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02qy3py	/people/person/ethnicity	/m/04mvp8
/m/01v0fn1	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02qmncd
/m/0b7t3p	/people/person/ethnicity	/m/02ctzb
/m/0h1q6	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/0xn7q	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/m/0n5fz
/m/02x8m	/music/genre/artists	/m/01vxlbm
/m/026wlnm	/base/marchmadness/ncaa_basketball_team/ncaa_tournament_seeds./base/marchmadness/ncaa_tournament_seed/tournament	/m/0b_734
/m/0j298t8	/award/award_category/nominees./award/award_nomination/award_nominee	/m/02r5w9
/m/0fvzg	/location/location/containedby	/m/05mph
/m/09qs08	/award/award_category/category_of	/m/0gcf2r
/m/02p65p	/film/actor/film./film/performance/film	/m/05sy_5
/m/0262yt	/award/award_category/nominees./award/award_nomination/award_nominee	/m/03hpr
/m/02rmfm	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0311wg
/m/081k8	/media_common/netflix_genre/titles	/m/0prh7
/m/04zx3q1	/education/educational_degree/people_with_this_degree./education/education/major_field_of_study	/m/04x_3
/m/014l6_	/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium	/m/02nxhr
/m/01jgkj2	/award/award_nominee/award_nominations./award/award_nomination/award	/m/054ks3
/m/094tsh6	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0drnwh
/m/0nz_b	/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source	/m/0jbk9
/m/04fyhv	/award/award_winner/awards_won./award/award_honor/honored_for	/m/06bd5j
/m/01wyzyl	/film/actor/film./film/performance/film	/m/016kv6
/m/08xwck	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/017f3m
/m/0hl3d	/award/award_winner/awards_won./award/award_honor/ceremony	/m/01mh_q
/m/04yywz	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0q9sg
/m/02jr26	/film/actor/film./film/performance/film	/m/06lpmt
/m/06btq	/government/political_district/representatives./government/government_position_held/legislative_sessions	/m/07p__7
/m/05nlx4	/film/film/distributors./film/film_film_distributor_relationship/distributor	/m/01795t
/m/02vntj	/award/award_winner/awards_won./award/award_honor/award	/m/099cng
/m/0bjkpt	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/062cg6
