01702154	_derivationally_related_form	09784564
05296253	_part_of	05461816
08731606	_has_part	08716738
06394865	_instance_hyponym	06436939
06820425	_hypernym	06818970
01925469	_member_meronym	01926090
02872529	_part_of	03077958
02761834	_derivationally_related_form	01042725
01631072	_hyponym	00164072
01762525	_hyponym	02192388
05785508	_hyponym	05784242
00687295	_derivationally_related_form	09779124
11567411	_hyponym	12751554
10099093	_instance_hyponym	11020721
02344060	_hypernym	02199590
05461179	_has_part	05238282
00065070	_derivationally_related_form	14322699
00032981	_hypernym	00034288
11648617	_hypernym	11554175
14094068	_hypernym	14058563
05225090	_hyponym	05559908
10388440	_hyponym	10085736
00528339	_hypernym	00387310
02677718	_hyponym	03928589
13423615	_derivationally_related_form	01254013
01985128	_hypernym	01976146
01758019	_member_holonym	01753721
10020890	_hyponym	10632576
05794403	_hypernym	05793000
13478525	_derivationally_related_form	00229280
01216522	_hyponym	01424456
12079737	_hypernym	11556857
09475292	_instance_hyponym	09232165
01110274	_derivationally_related_form	02244956
10707233	_hyponym	10489944
04179385	_hyponym	03428805
12646397	_hypernym	12638556
12992022	_member_holonym	12991488
14548343	_hyponym	14548913
06043075	_member_of_domain_topic	10026058
10461424	_hyponym	10226556
00430099	_hypernym	00429060
10360747	_hyponym	10580772
08293982	_hypernym	08008335
09163192	_has_part	09163584
00283568	_hyponym	00290579
11449907	_member_of_domain_topic	03462747
07083441	_derivationally_related_form	00863579
08921850	_instance_hypernym	08700255
08814333	_instance_hypernym	08524735
12934479	_member_holonym	12934368
08524735	_instance_hyponym	09058841
12445848	_member_meronym	12446519
12902887	_member_holonym	12892226
12509476	_member_holonym	12509297
10213429	_synset_domain_topic_of	06136258
13100677	_hyponym	12668517
01449974	_hyponym	02077656
02529515	_member_meronym	02531820
00173338	_hyponym	00176137
13258362	_hyponym	13259797
00809465	_derivationally_related_form	10389398
00109081	_derivationally_related_form	01870275
03683708	_part_of	02752311
01418037	_synset_domain_topic_of	00243918
00351963	_derivationally_related_form	07291312
01249724	_hyponym	01250474
02289295	_hyponym	02278830
11573660	_hyponym	11847841
02642814	_derivationally_related_form	01066881
09615807	_instance_hyponym	11128394
08441203	_member_of_domain_topic	01257701
01883513	_hyponym	01885498
10060352	_derivationally_related_form	00796886
01918803	_hypernym	01904930
02040505	_hypernym	02021795
11747468	_hyponym	11748501
00582145	_derivationally_related_form	04631700
04635482	_derivationally_related_form	00808191
08955626	_has_part	08956140
00671351	_member_of_domain_topic	01443871
03029133	_derivationally_related_form	10851599
01771535	_hyponym	01830042
11768816	_hypernym	13112664
13631687	_has_part	13631037
04294426	_hypernym	02688443
11692952	_member_meronym	11739530
10299700	_derivationally_related_form	00855674
10351874	_derivationally_related_form	00761713
02021050	_also_see	01960656
00888796	_hypernym	00887081
12522188	_hypernym	13104059
07296428	_hyponym	07337390
00015388	_hyponym	01315213
05421997	_hypernym	05418717
01785831	_member_holonym	01784427
06598445	_hypernym	05808794
15068436	_hypernym	14818238
02338901	_hypernym	02329401
08755852	_part_of	08747054
