00464513;_also_see;01430111;01430111;_also_see;00464513;;;;;;;;;;9.611472;1;10.525589;1;9.482827;1;5.8325;1;0.7393825461411105
00583239;_also_see;00346991;00583239;_also_see;02290998;;;;;;;;;;9.626781;1;10.425682;1;10.338069;2;9.624287;2;1.521889276291378
00644372;_also_see;01688271;00644372;_also_see;01866535;;;;;;;;;;10.076051;1;11.067246;1;11.411561;2;10.358657;1;1.4147617973563296
01896478;_also_see;00921014;00921014;_also_see;01896478;;;;;;;;;;9.71363;1;10.601362;1;8.84786;1;0.36295706;4246;0.8523939487397463
02397637;_derivationally_related_form;00373544;02397637;_derivationally_related_form;13940456;;;;;;;;;;9.241483;1;9.994724;1;9.856744;2;9.38937;1;1.5344404910276246
01158872;_derivationally_related_form;00949134;01158872;_derivationally_related_form;00947128;;;;;;;;;;9.161072;1;9.592187;1;9.576304;2;9.405382;2;1.5039705395514822
06880664;_derivationally_related_form;00135285;06880664;_derivationally_related_form;00624263;;;;;;;;;;9.834572;1;11.062627;1;11.007534;2;9.95413;2;1.5137697202305285
06183899;_derivationally_related_form;10705615;10705615;_derivationally_related_form;06183899;;;;;;;;;;8.956772;1;9.547944;1;7.688336;2;3.4366896;17;1.8652512709275957
01057034;_derivationally_related_form;01253379;01253379;_derivationally_related_form;01057034;;;;;;;;;;10.796273;1;11.494677;1;7.249954;4;-0.07448763;8306;3.9858630061393434
01602318;_derivationally_related_form;14002279;01602318;_derivationally_related_form;02152212;;;;;;;;;;9.942369;1;11.11268;1;11.230528;2;10.015508;2;1.4705721892972494
03472232;_derivationally_related_form;00099721;03472232;_derivationally_related_form;00100551;;;;;;;;;;9.993755;1;10.758484;1;10.803226;2;10.004638;1;1.488816219613709
01822724;_derivationally_related_form;13811900;01822724;_derivationally_related_form;10686073;;;;;;;;;;10.322003;1;11.249796;1;11.264979;2;10.746463;1;1.4962042107243703
07270179;_derivationally_related_form;00508032;07270179;_derivationally_related_form;01588493;;;;;;;;;;9.288733;1;9.958533;1;10.036319;2;9.222928;2;1.4805634262425214
05148699;_derivationally_related_form;02495922;02495922;_derivationally_related_form;05148699;;;;;;;;;;9.436147;1;9.780209;1;8.508812;1;3.852428;18;0.7809817353841189
01754105;_derivationally_related_form;00113113;01754105;_derivationally_related_form;03999992;;;;;;;;;;9.097688;1;10.26058;1;10.662494;2;9.409085;2;1.4008526535747161
01417451;_derivationally_related_form;00182406;00182406;_derivationally_related_form;01417451;;;;;;;;;;9.400386;1;10.31823;1;6.0655785;12;1.873458;174;11.985973086957065
04096848;_derivationally_related_form;01127075;04096848;_derivationally_related_form;01127215;;;;;;;;;;9.830212;1;11.318295;1;11.188891;2;9.950133;1;1.5323057107818667
01628197;_derivationally_related_form;03433877;01628197;_derivationally_related_form;00922144;;;;;;;;;;9.991577;1;10.546576;1;10.665281;2;10.056639;1;1.4703583612804387
01031256;_derivationally_related_form;00318186;01031256;_derivationally_related_form;06796119;;;;;;;;;;9.45727;1;10.151467;1;10.139898;2;9.415227;1;1.5028922235246664
01687569;_derivationally_related_form;05844105;01687569;_derivationally_related_form;05750163;;;;;;;;;;9.40819;1;10.21009;1;10.206618;2;9.570845;1;1.5008678427564393
01432474;_derivationally_related_form;05301908;01432474;_derivationally_related_form;05302499;;;;;;;;;;9.727443;1;10.964928;1;11.1621065;2;10.1059475;1;1.4508643841060747
09790482;_derivationally_related_form;00644583;00644583;_derivationally_related_form;09790482;;;;;;;;;;9.472303;1;10.729796;1;7.8789444;2;5.487418;2;1.945362707693363
11447851;_derivationally_related_form;01874875;11447851;_derivationally_related_form;01902783;;;;;;;;;;9.849253;1;10.632593;1;10.720616;2;10.257595;1;1.4780084011254067
00093327;_derivationally_related_form;00068617;00068617;_derivationally_related_form;00093327;;;;;;;;;;9.900591;1;10.947697;1;9.061449;1;6.509662;3;0.8683270959732944
03008207;_derivationally_related_form;14855724;14855724;_derivationally_related_form;03008207;;;;;;;;;;10.316532;1;12.007498;1;0.00075550075;13279;-3.1447628;28437;13278.999993897112
06203758;_derivationally_related_form;10502950;10502950;_derivationally_related_form;06203758;;;;;;;;;;10.4260235;1;11.288791;1;11.552488;1;3.2192922;6;0.4344549684902636
01134781;_derivationally_related_form;00122954;01134781;_derivationally_related_form;10593115;;;;;;;;;;9.763125;1;10.753355;1;10.723849;2;9.897037;2;1.507375897312562
01024190;_derivationally_related_form;06763681;01024190;_derivationally_related_form;06613056;;;;;;;;;;8.875248;1;9.532995;1;9.380803;2;8.951216;2;1.5379747582214844
00007328;_derivationally_related_form;10803193;10803193;_derivationally_related_form;00007328;;;;;;;;;;10.309782;1;11.084996;1;9.47353;1;-0.27004486;18407;0.8336148783300229
10724699;_derivationally_related_form;01855155;10724699;_derivationally_related_form;02012344;;;;;;;;;;9.483912;1;10.198405;1;10.233877;2;9.476745;1;1.4911329506829403
03800933;_derivationally_related_form;01707925;01707925;_derivationally_related_form;03800933;;;;;;;;;;9.332572;1;9.832313;1;8.833179;1;1.0377893;617;0.7308881035844392
02704349;_derivationally_related_form;03735637;02704349;_derivationally_related_form;00996969;;;;;;;;;;9.186432;1;10.356896;1;10.362748;2;9.3803;2;1.4985370677732206
00339085;_derivationally_related_form;00358089;00358089;_derivationally_related_form;00339085;;;;;;;;;;9.511613;1;11.2106905;1;9.734973;1;6.835648;3;0.8139248695454692
07411350;_derivationally_related_form;02033295;02033295;_derivationally_related_form;07411350;;;;;;;;;;9.809332;1;11.796752;1;7.0394397;2;4.8808656;13;1.9914844747989968
01097500;_derivationally_related_form;15293590;01097500;_derivationally_related_form;10028765;;;;;;;;;;9.379541;1;10.1302;1;10.186505;2;9.360196;1;1.4859274846705843
09797113;_derivationally_related_form;00720808;00720808;_derivationally_related_form;09797113;;;;;;;;;;10.242715;1;11.2841215;1;8.742941;1;0.6287209;2138;0.9269787813699257
00754873;_derivationally_related_form;04665813;00754873;_derivationally_related_form;00616153;;;;;;;;;;9.370621;1;10.270538;1;10.541432;2;9.346513;2;1.4326876200958378
07185870;_derivationally_related_form;01824339;07185870;_derivationally_related_form;01824532;;;;;;;;;;9.84606;1;10.881699;1;10.764208;2;9.8369665;2;1.5293389501008559
01721556;_derivationally_related_form;10201535;10201535;_derivationally_related_form;01721556;;;;;;;;;;8.9547205;1;10.038574;1;7.6036825;1;3.8726597;8;0.919449566381083
00521562;_derivationally_related_form;01711445;01711445;_derivationally_related_form;00521562;;;;;;;;;;8.585854;1;9.412306;1;7.557448;4;2.0584264;120;3.8646964703497466
02625016;_derivationally_related_form;00050693;00050693;_derivationally_related_form;02625016;;;;;;;;;;9.180766;1;10.445759;1;7.494767;2;3.7190316;28;1.9503103347485702
02072673;_derivationally_related_form;04055180;04055180;_derivationally_related_form;02072673;;;;;;;;;;11.273957;1;12.077001;1;-0.0026253168;39708;-1.2645891;11494;39707.999994326085
05747582;_derivationally_related_form;00682592;05747582;_derivationally_related_form;00682781;;;;;;;;;;10.052553;1;10.519753;1;10.518587;2;9.751663;2;1.500291585889186
01045419;_derivationally_related_form;10776339;10776339;_derivationally_related_form;01045419;;;;;;;;;;9.096172;1;10.769064;1;7.1890526;4;2.1759067;416;3.9728805827273104
02038791;_derivationally_related_form;05068080;05068080;_derivationally_related_form;02038791;;;;;;;;;;9.846738;1;11.701654;1;8.351475;2;5.7930145;6;1.9661107189459983
00650353;_derivationally_related_form;04748836;00650353;_derivationally_related_form;05748285;;;;;;;;;;8.919286;1;9.692194;1;9.593266;2;8.833185;2;1.5247119618395315
01052853;_derivationally_related_form;01494310;01494310;_derivationally_related_form;01052853;;;;;;;;;;8.745885;1;9.693566;1;7.964287;2;6.0104485;5;1.8493202395236827
01128193;_derivationally_related_form;04014297;01128193;_derivationally_related_form;00817680;;;;;;;;;;8.610218;1;8.757416;1;8.799172;2;8.544334;2;1.4895623590732359
00824292;_derivationally_related_form;06713187;00824292;_derivationally_related_form;06712833;;;;;;;;;;9.834282;1;10.709777;1;10.732276;2;9.765531;2;1.4943754661455464
04754440;_derivationally_related_form;00684480;04754440;_derivationally_related_form;00550282;;;;;;;;;;9.84281;1;10.5925255;1;11.05652;2;10.113292;1;1.3860385325456595
02618877;_derivationally_related_form;13534608;02618877;_derivationally_related_form;11553240;;;;;;;;;;10.245079;1;10.954438;1;11.1752;2;10.750818;1;1.445032496902485
01194483;_derivationally_related_form;04663763;01194483;_derivationally_related_form;04662951;;;;;;;;;;9.692805;1;10.402095;1;10.478661;2;9.728512;2;1.4808679099886315
04768657;_derivationally_related_form;00404642;00404642;_derivationally_related_form;04768657;;;;;;;;;;9.301975;1;11.060165;1;10.077368;1;8.024995;1;0.7276629729978734
02431320;_derivationally_related_form;07331400;02431320;_derivationally_related_form;07313814;;;;;;;;;;8.860586;1;9.368125;1;9.357042;2;8.99263;2;1.502770633949178
01336587;_derivationally_related_form;10667187;10667187;_derivationally_related_form;01336587;;;;;;;;;;10.14356;1;10.958499;1;9.338636;1;5.839703;2;0.8347761737929328
00318816;_derivationally_related_form;03281935;00318816;_derivationally_related_form;00366521;;;;;;;;;;10.588356;1;11.168286;1;11.386502;2;10.642805;2;1.4456614687129314
