02581957;_has_part;07778938;07778938;_part_of;02581957;09078231;_member_of_domain_region;02581957;02554730;_hyponym;02581957;3.6838005;1;3.6072779;1;4.4929953;1;0.7080056026261384
02581957;_has_part;07778938;07778938;_part_of;02581957;09078231;_member_of_domain_region;02581957;02581957;_synset_domain_region_of;09078231;3.6838005;1;3.6072779;1;5.6084323;89;88.8809182316898
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03511786;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.6816726;3;2.585971488044343
03446268;_has_part;04444345;03446268;_has_part;03511786;03511786;_part_of;03446268;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.5524955;3;2.5543245128839214
03446268;_has_part;04444345;03446268;_has_part;03511786;03446268;_has_part;03313873;03313873;_part_of;03446268;3.2898703;1;3.3343363;1;3.5530508;2;1.554461689253297
03446268;_has_part;04444345;03446268;_has_part;03511786;03446268;_has_part;03313873;03446268;_has_part;04258982;3.2898703;1;3.3343363;1;3.8054209;2;1.6156404332703098
03446268;_has_part;04444345;03446268;_has_part;03511786;03446268;_has_part;03313873;04258982;_part_of;03446268;3.2898703;1;3.3343363;1;3.34142;2;1.50177090619586
03446268;_has_part;04444345;00464894;_member_of_domain_topic;03446268;03446268;_has_part;03511786;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.7374754;3;2.5994416318808806
03446268;_has_part;04444345;03446268;_has_part;03511786;03446268;_part_of;03446070;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.4448943;2;1.5276113892932783
03446268;_has_part;04444345;03446268;_synset_domain_topic_of;00464894;03446268;_has_part;03511786;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.4774883;3;2.5357270091622732
03446268;_has_part;04444345;03446268;_has_part;03511786;03446070;_has_part;03446268;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.4215827;3;2.5217977793092685
03446268;_has_part;04444345;03446268;_has_part;03511786;03446268;_has_part;03313873;03501614;_hyponym;03446268;3.2898703;1;3.3343363;1;3.2954192;3;2.4902719615925784
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03511786;03511786;_part_of;03446268;3.2898703;1;3.3343363;1;3.6119828;2;1.568969148070809
03446268;_has_part;04444345;04444345;_part_of;03446268;03511786;_part_of;03446268;03446268;_has_part;03313873;3.2898703;1;3.3343363;1;3.5608265;2;1.5563817487906229
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03511786;03313873;_part_of;03446268;3.2898703;1;3.3343363;1;3.5277164;2;1.5481949319295103
03446268;_has_part;04444345;03446268;_has_part;03511786;03511786;_part_of;03446268;03313873;_part_of;03446268;3.2898703;1;3.3343363;1;3.393291;2;1.5147344115308194
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03313873;03313873;_part_of;03446268;3.2898703;1;3.3343363;1;3.5754485;1;0.5599877231797333
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03511786;03446268;_has_part;04258982;3.2898703;1;3.3343363;1;3.580011;3;2.561111590285393
03446268;_has_part;04444345;03511786;_part_of;03446268;03446268;_has_part;03313873;03313873;_part_of;03446268;3.2898703;1;3.3343363;1;3.1932085;1;0.4647764868174256
03446268;_has_part;04444345;03446268;_has_part;03511786;03511786;_part_of;03446268;03446268;_has_part;04258982;3.2898703;1;3.3343363;1;3.4522686;3;2.529448956400303
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03313873;03446268;_has_part;04258982;3.2898703;1;3.3343363;1;3.7078202;3;2.5923005415922886
03446268;_has_part;04444345;04444345;_part_of;03446268;03446268;_has_part;03511786;04258982;_part_of;03446268;3.2898703;1;3.3343363;1;3.5350442;2;1.5500092111861303
03446268;_has_part;04444345;04444345;_part_of;03446268;00464894;_member_of_domain_topic;03446268;03446268;_has_part;03511786;3.2898703;1;3.3343363;1;3.6342337;2;1.5744174431001237
02658670;_hypernym;01432517;01432517;_hyponym;02658670;02657805;_member_meronym;02658670;02658670;_member_holonym;02657805;2.240818;1;2.6158893;1;9.981853;5760;5759.99936798359
00057486;_hypernym;00053913;00053913;_hyponym;00057486;00057486;_derivationally_related_form;01113806;01113806;_derivationally_related_form;00057486;3.3600311;1;3.2726688;1;4.964072;6;5.84440863003437
00057486;_hypernym;00053913;00053913;_hyponym;00057486;00057486;_derivationally_related_form;01994442;01113806;_derivationally_related_form;00057486;3.3600311;1;3.2726688;1;4.720258;3;2.809627162643728
00057486;_hypernym;00053913;00053913;_hyponym;00057486;00057486;_derivationally_related_form;01994442;00057486;_derivationally_related_form;01113806;3.3600311;1;3.2726688;1;5.021932;5;4.851859856781395
