/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/023wyl;/sports/sports_position/players./american_football/football_roster_position/team;/m/06rny;3.6041594;1;3.51486;3.5198398;0.004979848861694336
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/american_football/football_team/historical_roster./sports/sports_team_roster/position;/m/023wyl;3.6041594;1;3.532835;3.537035;0.004199981689453125
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s;/m/023wyl;3.6041594;1;3.6143064;3.6183264;0.004019975662231445
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./american_football/football_historical_roster_position/position_s;/m/023wyl;3.6041594;1;3.595543;3.599412;0.0038690567016601562
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/023wyl;/sports/sports_position/players./american_football/football_historical_roster_position/team;/m/06rny;3.6041594;1;3.274618;3.2792978;0.00467991828918457
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./sports/sports_team_roster/position;/m/023wyl;3.6041594;1;4.8730555;4.8765354;0.0034799575805664062
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./american_football/football_roster_position/position;/m/023wyl;3.6041594;1;3.4618363;3.4666963;0.00485992431640625
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./sports/sports_team_roster/position;/m/01r3hr;3.6041594;1;4.933378;4.9355383;0.0021600723266601562
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/05b3ts;/sports/sports_position/players./american_football/football_historical_roster_position/team;/m/06rny;3.6041594;1;3.3108528;3.3137927;0.002939939498901367
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/01r3hr;/sports/sports_position/players./american_football/football_historical_roster_position/team;/m/06rny;3.6041594;1;3.389883;3.3926435;0.0027604103088378906
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./american_football/football_roster_position/position;/m/02g_6x;3.6041594;1;3.4151666;3.4180465;0.0028798580169677734
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./sports/sports_team_roster/player;/m/03n69x;3.6041594;1;5.1414814;5.1423817;0.0009002685546875
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/american_football/football_team/current_roster./sports/sports_team_roster/position;/m/05b3ts;3.6041594;1;3.4343338;3.4373338;0.003000020980834961
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/american_football/football_team/historical_roster./sports/sports_team_roster/position;/m/06b1q;3.6041594;1;3.673297;3.6759367;0.0026397705078125
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/user/szaijan/fantasy_football/player/nfl_team;/m/06rny;3.6041594;1;0.19937344;0.19979319;0.00041975080966949463
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/02g_6x;/sports/sports_position/players./american_football/football_roster_position/team;/m/06rny;3.6041594;1;3.5105033;3.5133233;0.0028200149536132812
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/01_9c1;/sports/sports_position/players./american_football/football_roster_position/team;/m/06rny;3.6041594;1;3.572856;3.5759158;0.003059864044189453
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/american_football/football_team/historical_roster./sports/sports_team_roster/position;/m/01_9c1;3.6041594;1;3.440648;3.4435282;0.002880096435546875
/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player;/m/03n69x;3.6041594;1;4.2711134;4.272433;0.0013194084167480469
