05395690;_has_part;05508943;04449966;_has_part;05508943;05508943;_part_of;05395690;6.19872;1154;5.8585563;5.8493567;0.00919961929321289;0.009052133560180664
05395690;_has_part;05508943;08168978;_has_part;05508943;05508943;_part_of;05395690;5.6043005;509;5.269168;5.2603683;0.008799552917480469;0.009052133560180664
05395690;_has_part;05508943;02265330;_has_part;05508943;05508943;_part_of;05395690;6.085871;828;5.570523;5.562123;0.00839996337890625;0.009052133560180664
05395690;_has_part;05508943;09999135;_has_part;05508943;05508943;_part_of;05395690;6.0658083;237;6.178423;6.169223;0.009200096130371094;0.009052133560180664
05395690;_has_part;05508943;04846533;_has_part;05508943;05508943;_part_of;05395690;6.4313316;848;6.099982;6.0915813;0.008400440216064453;0.009052133560180664
05395690;_has_part;05508943;10526096;_has_part;05508943;05508943;_part_of;05395690;6.9187937;2237;6.2150064;6.2058063;0.009200096130371094;0.009052133560180664
05395690;_has_part;05508943;02539752;_has_part;05508943;05508943;_part_of;05395690;6.0450525;1022;5.7601776;5.750977;0.009200572967529297;0.009052133560180664
05395690;_has_part;05508943;02197048;_has_part;05508943;05508943;_part_of;05395690;6.046322;1257;6.102781;6.0934606;0.009320259094238281;0.009052133560180664
05395690;_has_part;05508943;08849753;_has_part;05508943;05508943;_part_of;05395690;6.537795;8662;6.7220173;6.7124176;0.009599685668945312;0.009052133560180664
05395690;_has_part;05508943;10915025;_has_part;05508943;05508943;_part_of;05395690;8.653533;9199;8.094511;8.08531;0.0092010498046875;0.009052133560180664
05395690;_has_part;05508943;04449966;_has_part;05508943;05395690;_hyponym;02399942;6.19872;1154;7.298316;7.2951155;0.003200531005859375;0.004119968414306641
05395690;_has_part;05508943;08168978;_has_part;05508943;05395690;_hyponym;02399942;5.6043005;509;6.6579695;6.65437;0.0035996437072753906;0.004119968414306641
05395690;_has_part;05508943;02265330;_has_part;05508943;05395690;_hyponym;02399942;6.085871;828;6.644355;6.6407547;0.0036001205444335938;0.004119968414306641
05395690;_has_part;05508943;09999135;_has_part;05508943;05395690;_hyponym;02399942;6.0658083;237;6.0603614;6.0547614;0.0055999755859375;0.004119968414306641
05395690;_has_part;05508943;04846533;_has_part;05508943;05395690;_hyponym;02399942;6.4313316;848;8.115726;8.110926;0.0048007965087890625;0.004119968414306641
05395690;_has_part;05508943;10526096;_has_part;05508943;05395690;_hyponym;02399942;6.9187937;2237;6.278646;6.275446;0.003200054168701172;0.004119968414306641
05395690;_has_part;05508943;02539752;_has_part;05508943;05395690;_hyponym;02399942;6.0450525;1022;5.889874;5.885474;0.004399776458740234;0.004119968414306641
