12130759;_member_holonym;12100538;12100538;_member_meronym;12130759;12130759;_hypernym;11556857;11556857;_hyponym;12130759;10.921164;1;14.3668785;1;6.444365;1;0.999637641284265;0.26520347595214844
12130759;_member_holonym;12100538;12100538;_member_meronym;12130759;11556857;_hyponym;12130759;12130759;_member_meronym;12130937;10.921164;1;14.3668785;1;12.589016;1;0.855432733279978;0.2634084224700928
12130759;_member_holonym;12100538;12100538;_member_meronym;12130759;12130759;_hypernym;11556857;12130759;_member_meronym;12130937;10.921164;1;14.3668785;1;12.604488;1;0.8535087552943138;0.264110803604126
12130759;_member_holonym;12100538;12100538;_member_meronym;12130759;11556857;_hyponym;12130759;12130937;_member_holonym;12130759;10.921164;1;14.3668785;1;12.6119175;1;0.8525774388704627;0.2648622989654541
12130759;_member_holonym;12100538;12100538;_member_meronym;12130759;12130759;_hypernym;11556857;12130937;_member_holonym;12130759;10.921164;1;14.3668785;1;12.627691;1;0.850583800495311;0.26607251167297363
12130759;_member_holonym;12100538;12100538;_member_meronym;12130759;12130937;_member_holonym;12130759;12130759;_member_meronym;12130937;10.921164;1;14.3668785;1;12.903819;2;1.812000159986836;0.2633082866668701
12130759;_member_holonym;12100538;12130759;_hypernym;11556857;11556857;_hyponym;12130759;12130759;_member_meronym;12130937;10.921164;1;14.3668785;1;14.13193;1;0.5584683292662855;0.2629568576812744
12130759;_member_holonym;12100538;12130759;_hypernym;11556857;11556857;_hyponym;12130759;12130937;_member_holonym;12130759;10.921164;1;14.3668785;1;14.14632;1;0.5549170975880526;0.262523889541626
12130759;_member_holonym;12100538;11556857;_hyponym;12130759;12130937;_member_holonym;12130759;12130759;_member_meronym;12130937;10.921164;1;14.3668785;1;15.7942505;1;0.19350849067191353;0.2629055976867676
12130759;_member_holonym;12100538;12130759;_hypernym;11556857;12130937;_member_holonym;12130759;12130759;_member_meronym;12130937;10.921164;1;14.3668785;1;15.795964;1;0.19324117782631375;0.26303529739379883
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00502415;_hyponym;00506207;00502415;_hyponym;00504975;10.337388;1;11.025498;1;11.30281;4;3.431113063420697;0.2566087245941162
00502415;_hyponym;00502952;00502952;_hypernym;00502415;00502415;_hyponym;00503237;00502415;_hyponym;00506207;10.337388;1;11.025498;1;9.868271;3;2.7608285751343535;0.25720667839050293
00502415;_hyponym;00502952;00502952;_hypernym;00502415;00502415;_hyponym;00503237;00502415;_hyponym;00504975;10.337388;1;11.025498;1;10.041603;3;2.727880445233139;0.2573065757751465
00502415;_hyponym;00502952;00502952;_hypernym;00502415;00502415;_hyponym;00506207;00502415;_hyponym;00504975;10.337388;1;11.025498;1;10.176874;3;2.7002784635893082;0.2566354274749756
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00503237;_hypernym;00502415;00502415;_hyponym;00506207;10.337388;1;11.025498;1;10.845576;2;1.5448595751682566;0.2560725212097168
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00502415;_hyponym;00506207;00506207;_hypernym;00502415;10.337388;1;11.025498;1;11.139742;3;2.47147014637577;0.25629162788391113
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00503237;_hypernym;00502415;00502415;_hyponym;00504975;10.337388;1;11.025498;1;10.974096;2;1.5128476942981037;0.25815439224243164
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00504975;_hypernym;00502415;00502415;_hyponym;00506207;10.337388;1;11.025498;1;11.303352;3;2.4309799832796584;0.25821471214294434
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00506207;_hypernym;00502415;00502415;_hyponym;00504975;10.337388;1;11.025498;1;11.303183;3;2.4310216136064873;0.2571289539337158
00502415;_hyponym;00502952;00503237;_hypernym;00502415;00502415;_hyponym;00506207;00502415;_hyponym;00504975;10.337388;1;11.025498;1;11.303351;3;2.4309802171551746;0.2575359344482422
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00502415;_hyponym;00506207;00505871;_hypernym;00502415;10.337388;1;11.025498;1;11.316978;3;2.4276415614731333;0.25708770751953125
00502415;_hyponym;00502952;00502415;_hyponym;00506207;00506207;_hypernym;00502415;00502415;_hyponym;00504975;10.337388;1;11.025498;1;11.283114;2;1.435949827647009;0.2564103603363037
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00504975;_hypernym;00502415;00502415;_hyponym;00504975;10.337388;1;11.025498;1;11.386585;2;1.4106964968022675;0.2552313804626465
00502415;_hyponym;00502952;00502415;_hyponym;00503237;00502415;_hyponym;00504975;00505871;_hypernym;00502415;10.337388;1;11.025498;1;11.400096;2;1.4074305604257595;0.25603604316711426
