00464962;_also_see;01430847;01430847;_also_see;00464962;00464962;_also_see;01926376;01926376;_also_see;00464962;06608977;_derivationally_related_form;00464962;10.202566;1;11.4099;1;8.3458605;2;0.50678;7640;1.9553847849630057
01642437;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01642437;01642437;_hypernym;01641914;01642437;_derivationally_related_form;10434725;10434725;_derivationally_related_form;01642437;9.890325;1;12.179041;1;8.944832;2;2.7946033;12;1.9621015233242156
00900070;_derivationally_related_form;00836236;00836236;_derivationally_related_form;00900070;00900070;_hypernym;00899927;00899927;_hyponym;00900070;;;;10.878998;1;12.9611025;1;-0.00080389215;33751;-1.120327;13915;33750.99999765191
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;06733939;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06643408;01015244;_derivationally_related_form;06648207;10.392114;1;10.946922;1;11.22413;5;10.291019;3;4.43113855794061
10466198;_derivationally_related_form;00901103;00901103;_derivationally_related_form;10466198;10466198;_derivationally_related_form;02219940;02219940;_derivationally_related_form;10466198;;;;10.532625;1;11.612283;1;4.2403774;42;0.56116754;1723;41.99937172575976
01745536;_derivationally_related_form;00652659;00652659;_derivationally_related_form;01745536;01745536;_derivationally_related_form;08266235;01745536;_derivationally_related_form;07002992;;;;11.123821;1;11.954007;1;9.799469;3;-0.50827134;27422;2.896092089440694
06756831;_derivationally_related_form;00835506;00835506;_derivationally_related_form;06756831;06756831;_derivationally_related_form;00834259;00834259;_derivationally_related_form;06756831;06757057;_hypernym;06756831;10.457861;1;12.35253;1;9.277268;2;4.7611256;4;1.9558606775105614
01185304;_derivationally_related_form;07575076;07575076;_derivationally_related_form;01185304;;;;;;;;;;10.941422;1;12.485029;1;5.8403506;19;1.5358793;89;18.998700763732497
14545045;_derivationally_related_form;03054551;03054551;_derivationally_related_form;14545045;14399116;_has_part;14545045;14545045;_part_of;14399116;14545045;_hypernym;14544672;11.203501;1;12.578473;1;7.287175;2;-0.95660305;32124;1.994990005686958
07367548;_derivationally_related_form;00334186;00334186;_derivationally_related_form;07367548;07367708;_hypernym;07367548;07367548;_hyponym;07367708;;;;10.465568;1;12.413291;1;4.8835344;23;0.73667574;2228;22.99946341912995
01939174;_derivationally_related_form;00447073;00447073;_derivationally_related_form;01939174;01939174;_synset_domain_topic_of;00523513;01939174;_derivationally_related_form;04235291;01939174;_derivationally_related_form;10610333;10.479172;1;11.412814;1;10.46919;3;0.8246669;3605;2.719831207068166
13478525;_derivationally_related_form;00229280;00229280;_derivationally_related_form;13478525;13478525;_hyponym;13516312;13460568;_hypernym;13478525;13516312;_hypernym;13478525;10.27309;1;12.125831;1;6.495193;6;2.5591116;36;5.996426527683218
03040974;_derivationally_related_form;01392380;01392380;_derivationally_related_form;03040974;;;;;;;;;;12.456092;1;13.749387;1;-0.00023380422;30777;-0.7525664;8080;30776.999998931893
00486018;_derivationally_related_form;00211593;00211593;_derivationally_related_form;00486018;00486018;_derivationally_related_form;01127379;00486018;_derivationally_related_form;00455348;00486018;_derivationally_related_form;03377582;10.855479;1;11.91413;1;11.503786;4;4.597963;13;3.6011703904186527
10387196;_derivationally_related_form;04091839;04091839;_derivationally_related_form;10387196;10387196;_hypernym;10386984;10386984;_hyponym;10387196;;;;11.0737295;1;12.205666;1;0.0019846796;13264;-2.257673;34408;13263.999994988053
00785690;_derivationally_related_form;00881441;00881441;_derivationally_related_form;00785690;02163301;_hyponym;00785690;00785690;_derivationally_related_form;10642151;00785690;_derivationally_related_form;10617193;10.961717;1;11.868576;1;10.9057;3;0.86296976;6011;2.72369732253872
00966869;_derivationally_related_form;02344568;02344568;_derivationally_related_form;00966869;00966869;_hypernym;00965895;00966869;_derivationally_related_form;01565472;01565472;_derivationally_related_form;00966869;10.91278;1;12.758481;1;8.743256;3;4.995591;3;2.98228074766877
00168217;_derivationally_related_form;00364787;00364787;_derivationally_related_form;00168217;;;;;;;;;;10.666349;1;11.926162;1;6.6426554;7;-1.4809587;38607;6.994951015611001
00775156;_derivationally_related_form;01170962;01170962;_derivationally_related_form;00775156;00775156;_derivationally_related_form;09939313;00775156;_derivationally_related_form;01170813;00775156;_derivationally_related_form;10498422;9.149775;1;9.846644;1;8.271183;5;4.367982;11;4.828560779065338
06714976;_derivationally_related_form;02457825;02457825;_derivationally_related_form;06714976;06714976;_hyponym;06715927;06715927;_hypernym;06714976;06714976;_hyponym;06717170;10.869938;1;11.522377;1;8.670135;3;1.0900654;1230;2.9454344832086123
