03804744;_has_part;03501288;03804744;_has_part;04184095;03804744;_has_part;03042829;1.1483289;1;1.1264397;1;1.6393408;3;2.625486305842819
03804744;_has_part;03501288;03804744;_has_part;04184095;01357831;_derivationally_related_form;03804744;1.1483289;1;1.1264397;1;1.607373;2;1.617968237771802
03804744;_has_part;03501288;03804744;_hypernym;03323703;03804744;_has_part;04184095;1.1483289;1;1.1264397;1;1.3100073;2;1.545763474951005
03804744;_has_part;03501288;03804744;_has_part;04184095;04383130;_hypernym;03804744;1.1483289;1;1.1264397;1;1.335575;2;1.5520940893437396
03804744;_has_part;03501288;03804744;_has_part;03042829;01357831;_derivationally_related_form;03804744;1.1483289;1;1.1264397;1;1.2826985;2;1.5389854126528477
03804744;_has_part;03501288;03804744;_hypernym;03323703;03804744;_has_part;03042829;1.1483289;1;1.1264397;1;1.3434834;2;1.5540489277202783
03804744;_has_part;03501288;03804744;_has_part;03042829;04383130;_hypernym;03804744;1.1483289;1;1.1264397;1;1.155196;2;1.5071885698589287
03804744;_has_part;03501288;03804744;_hypernym;03323703;01357831;_derivationally_related_form;03804744;1.1483289;1;1.1264397;1;1.4437065;1;0.5786580116608787
03804744;_has_part;03501288;01357831;_derivationally_related_form;03804744;04383130;_hypernym;03804744;1.1483289;1;1.1264397;1;1.0944376;1;0.49200015987866086
03804744;_has_part;03501288;03804744;_hypernym;03323703;04383130;_hypernym;03804744;1.1483289;1;1.1264397;1;1.07582;1;0.48734777115788075
12536665;_hypernym;11585340;12501745;_member_meronym;12536665;12536665;_member_meronym;12536871;1.0907466;1;1.2264085;1;9.046109;3617;3616.999598419433
11975853;_hypernym;11579418;11911591;_member_meronym;11975853;11975853;_member_meronym;11976170;1.0747726;1;0.90250885;1;8.106552;6722;6721.999256979323
15256714;_hypernym;05867413;15256022;_hypernym;15256714;15256714;_synset_domain_topic_of;00523513;1.7475091;1;1.5956764;1;2.0567844;2;1.613276984315883
15256714;_hypernym;05867413;15256022;_hypernym;15256714;15256245;_hypernym;15256714;1.7475091;1;1.5956764;1;1.8470873;93;92.56252372665638
02642430;_hypernym;01429349;02642430;_member_meronym;02643713;02642430;_member_meronym;02642935;1.1114385;1;1.2527773;1;8.104313;7802;7801.998943287988
12321395;_hypernym;12320010;12319687;_member_meronym;12321395;12321395;_has_part;07774295;0.99130297;1;0.9884559;1;6.5371647;358;357.99612261312916
02390949;_hypernym;02386388;07453638;_derivationally_related_form;02390949;02390949;_derivationally_related_form;07453638;1.5878545;1;1.6643968;1;1.9693966;7;6.575664309109982
02390949;_hypernym;02386388;07453638;_derivationally_related_form;02390949;03138669;_derivationally_related_form;02390949;1.5878545;1;1.6643968;1;1.6911516;1;0.5066883150617278
02390949;_hypernym;02386388;07453638;_derivationally_related_form;02390949;02390949;_derivationally_related_form;03138669;1.5878545;1;1.6643968;1;1.6468115;1;0.4956037939010319
