03804744;_has_part;03501288;00854420;_has_part;03501288;00854420;_hypernym;03323703;00854420;_has_part;04184095;00854420;_has_part;03042829;01357831;_derivationally_related_form;00854420;1.7656497;2.6770325;435;1.8441799;2.6820874;341;1.464144;2.1683273;155;0.9379522800445557;0.5472894061959396;0.8235188332194303
03804744;_has_part;03501288;00488225;_has_part;03501288;00488225;_hypernym;03323703;00488225;_has_part;04184095;00488225;_has_part;03042829;01357831;_derivationally_related_form;00488225;1.5585433;2.457889;520;1.613048;2.4447572;449;1.3977633;2.2062778;256;0.9726510047912598;0.43108984160665786;0.8235188332194303
03804744;_has_part;03501288;03744276;_has_part;03501288;03744276;_hypernym;03323703;03744276;_has_part;04184095;03744276;_has_part;03042829;01357831;_derivationally_related_form;03744276;1.789217;2.4559364;272;1.8624215;2.5896168;485;1.7117579;2.1985304;167;0.972801923751831;0.6569000911054595;0.8235188332194303
03804744;_has_part;03501288;02732798;_has_part;03501288;02732798;_hypernym;03323703;02732798;_has_part;04184095;02732798;_has_part;03042829;01357831;_derivationally_related_form;02732798;1.9502361;3.1341295;1824;2.0647051;3.1501565;743;1.5115964;1.5115964;1;0.9479465484619141;0.9997810752474446;0.8235188332194303
03804744;_has_part;03501288;09866922;_has_part;03501288;09866922;_hypernym;03323703;09866922;_has_part;04184095;09866922;_has_part;03042829;01357831;_derivationally_related_form;09866922;1.697165;2.4471564;364;1.7886865;2.556007;365;1.5617553;1.8089708;20;0.9488403797149658;0.9470644727051981;0.8235188332194303
03804744;_has_part;03501288;14455700;_has_part;03501288;14455700;_hypernym;03323703;14455700;_has_part;04184095;14455700;_has_part;03042829;01357831;_derivationally_related_form;14455700;1.9862983;2.4885087;154;1.9699707;2.444945;107;1.477236;1.477236;1;0.9499857425689697;0.9974267535544332;0.8235188332194303
03804744;_has_part;03501288;01940403;_has_part;03501288;01940403;_hypernym;03323703;01940403;_has_part;04184095;01940403;_has_part;03042829;01357831;_derivationally_related_form;01940403;1.46;2.604494;759;1.4388753;2.6656826;921;1.320113;2.2537675;289;0.9513795375823975;0.6868637860870984;0.8235188332194303
03804744;_has_part;03501288;00257228;_has_part;03501288;00257228;_hypernym;03323703;00257228;_has_part;04184095;00257228;_has_part;03042829;01357831;_derivationally_related_form;00257228;1.7459501;2.1957645;25;1.6817074;2.0300193;33;1.2863803;1.2863803;1;0.9497983455657959;0.9902360936541358;0.8235188332194303
03804744;_has_part;03501288;03636248;_has_part;03501288;03636248;_hypernym;03323703;03636248;_has_part;04184095;03636248;_has_part;03042829;01357831;_derivationally_related_form;03636248;1.8244727;2.572915;865;1.7535367;2.4737444;530;1.5528035;1.7456903;12;0.9500472545623779;0.9786309020779945;0.8235188332194303
03804744;_has_part;03501288;06466030;_has_part;03501288;06466030;_hypernym;03323703;06466030;_has_part;04184095;06466030;_has_part;03042829;01357831;_derivationally_related_form;06466030;2.40602;3.4454522;1421;2.422008;3.7036514;1033;1.4748642;1.4748642;1;0.9528958797454834;0.9999059099599429;0.8235188332194303
