03804744;_has_part;03501288;00854420;_has_part;03501288;00854420;_has_part;04184095;00854420;_has_part;03042829;01357831;_derivationally_related_form;00854420;04383130;_hypernym;00854420;2.6770325;2.0040479;435;215
03804744;_has_part;03501288;00488225;_has_part;03501288;00488225;_has_part;04184095;00488225;_has_part;03042829;01357831;_derivationally_related_form;00488225;04383130;_hypernym;00488225;2.457889;1.6184165;520;14
03804744;_has_part;03501288;03744276;_has_part;03501288;03744276;_has_part;04184095;03744276;_has_part;03042829;01357831;_derivationally_related_form;03744276;04383130;_hypernym;03744276;2.4559364;1.5394545;272;58
03804744;_has_part;03501288;02732798;_has_part;03501288;02732798;_has_part;04184095;02732798;_has_part;03042829;01357831;_derivationally_related_form;02732798;04383130;_hypernym;02732798;3.1341295;1.8994368;1824;161
03804744;_has_part;03501288;09866922;_has_part;03501288;09866922;_has_part;04184095;09866922;_has_part;03042829;01357831;_derivationally_related_form;09866922;04383130;_hypernym;09866922;2.4471564;1.6589808;364;10
03804744;_has_part;03501288;14455700;_has_part;03501288;14455700;_has_part;04184095;14455700;_has_part;03042829;01357831;_derivationally_related_form;14455700;04383130;_hypernym;14455700;2.4885087;1.4124086;154;8
03804744;_has_part;03501288;01940403;_has_part;03501288;01940403;_has_part;04184095;01940403;_has_part;03042829;01357831;_derivationally_related_form;01940403;04383130;_hypernym;01940403;2.604494;1.918085;759;202
03804744;_has_part;03501288;00257228;_has_part;03501288;00257228;_has_part;04184095;00257228;_has_part;03042829;01357831;_derivationally_related_form;00257228;04383130;_hypernym;00257228;2.1957645;1.4043801;25;16
03804744;_has_part;03501288;03636248;_has_part;03501288;03636248;_has_part;04184095;03636248;_has_part;03042829;01357831;_derivationally_related_form;03636248;04383130;_hypernym;03636248;2.572915;1.6486783;865;98
03804744;_has_part;03501288;06466030;_has_part;03501288;06466030;_has_part;04184095;06466030;_has_part;03042829;01357831;_derivationally_related_form;06466030;04383130;_hypernym;06466030;3.4454522;1.6941648;1421;54
03158885;_has_part;03474896;01572174;_has_part;03474896;01572174;_has_part;03520654;01572174;_hypernym;03624134;01441993;_derivationally_related_form;01572174;01572174;_derivationally_related_form;01441993;2.5991912;1.3190255;391;4
03158885;_has_part;03474896;06836822;_has_part;03474896;06836822;_has_part;03520654;06836822;_hypernym;03624134;01441993;_derivationally_related_form;06836822;06836822;_derivationally_related_form;01441993;2.696041;1.5709326;368;10
03158885;_has_part;03474896;07048000;_has_part;03474896;07048000;_has_part;03520654;07048000;_hypernym;03624134;01441993;_derivationally_related_form;07048000;07048000;_derivationally_related_form;01441993;2.1664324;2.0042126;144;185
03158885;_has_part;03474896;05557339;_has_part;03474896;05557339;_has_part;03520654;05557339;_hypernym;03624134;01441993;_derivationally_related_form;05557339;05557339;_derivationally_related_form;01441993;2.9971938;1.5566096;437;13
03158885;_has_part;03474896;13863186;_has_part;03474896;13863186;_has_part;03520654;13863186;_hypernym;03624134;01441993;_derivationally_related_form;13863186;13863186;_derivationally_related_form;01441993;3.4742794;1.8265367;1660;60
03158885;_has_part;03474896;03504420;_has_part;03474896;03504420;_has_part;03520654;03504420;_hypernym;03624134;01441993;_derivationally_related_form;03504420;03504420;_derivationally_related_form;01441993;2.0867534;1.70048;95;32
03158885;_has_part;03474896;11596486;_has_part;03474896;11596486;_has_part;03520654;11596486;_hypernym;03624134;01441993;_derivationally_related_form;11596486;11596486;_derivationally_related_form;01441993;3.20758;1.6842343;1012;24
03158885;_has_part;03474896;13811900;_has_part;03474896;13811900;_has_part;03520654;13811900;_hypernym;03624134;01441993;_derivationally_related_form;13811900;13811900;_derivationally_related_form;01441993;3.0244102;1.5935028;187;11
03158885;_has_part;03474896;10515194;_has_part;03474896;10515194;_has_part;03520654;10515194;_hypernym;03624134;01441993;_derivationally_related_form;10515194;10515194;_derivationally_related_form;01441993;2.241682;1.9022979;193;86
03158885;_has_part;03474896;00509958;_has_part;03474896;00509958;_has_part;03520654;00509958;_hypernym;03624134;01441993;_derivationally_related_form;00509958;00509958;_derivationally_related_form;01441993;2.7768178;1.6413026;409;17
11999958;_hypernym;11579418;08928933;_hypernym;11579418;11911591;_member_meronym;08928933;;;;;;;;;;4.000677;1.9639606;12327;6
11999958;_hypernym;11579418;10908919;_hypernym;11579418;11911591;_member_meronym;10908919;;;;;;;;;;3.5584931;1.5785961;7825;2
11999958;_hypernym;11579418;08018983;_hypernym;11579418;11911591;_member_meronym;08018983;;;;;;;;;;3.5535023;2.1131446;11924;35
11999958;_hypernym;11579418;09155692;_hypernym;11579418;11911591;_member_meronym;09155692;;;;;;;;;;3.8133264;1.963083;8876;9
11999958;_hypernym;11579418;08819883;_hypernym;11579418;11911591;_member_meronym;08819883;;;;;;;;;;4.0883894;1.8030887;5795;1
11999958;_hypernym;11579418;08893223;_hypernym;11579418;11911591;_member_meronym;08893223;;;;;;;;;;3.3678505;1.7824224;4764;1
11999958;_hypernym;11579418;01627965;_hypernym;11579418;11911591;_member_meronym;01627965;;;;;;;;;;3.1385212;2.1156886;4926;230
11999958;_hypernym;11579418;08848731;_hypernym;11579418;11911591;_member_meronym;08848731;;;;;;;;;;2.8103285;2.2248604;1349;53
11999958;_hypernym;11579418;09097707;_hypernym;11579418;11911591;_member_meronym;09097707;;;;;;;;;;3.954742;1.8310882;10576;4
11999958;_hypernym;11579418;09133010;_hypernym;11579418;11911591;_member_meronym;09133010;;;;;;;;;;3.159469;2.4984813;3048;236
12198628;_hypernym;11575425;02678677;_hypernym;11575425;12194776;_member_meronym;02678677;02678677;_member_meronym;12198793;;;;;;;3.189427;2.3861508;13696;2076
12198628;_hypernym;11575425;10237676;_hypernym;11575425;12194776;_member_meronym;10237676;10237676;_member_meronym;12198793;;;;;;;3.4403882;1.7538902;5165;77
12198628;_hypernym;11575425;08975617;_hypernym;11575425;12194776;_member_meronym;08975617;08975617;_member_meronym;12198793;;;;;;;2.976634;2.5176911;2222;439
12198628;_hypernym;11575425;04847991;_hypernym;11575425;12194776;_member_meronym;04847991;04847991;_member_meronym;12198793;;;;;;;4.1334186;2.823616;2294;1218
12198628;_hypernym;11575425;01767163;_hypernym;11575425;12194776;_member_meronym;01767163;01767163;_member_meronym;12198793;;;;;;;2.9562392;2.6315227;5475;4426
12198628;_hypernym;11575425;08941208;_hypernym;11575425;12194776;_member_meronym;08941208;08941208;_member_meronym;12198793;;;;;;;2.8410068;2.588028;3506;1688
12198628;_hypernym;11575425;03101667;_hypernym;11575425;12194776;_member_meronym;03101667;03101667;_member_meronym;12198793;;;;;;;2.404069;2.3770056;672;1207
12198628;_hypernym;11575425;09099526;_hypernym;11575425;12194776;_member_meronym;09099526;09099526;_member_meronym;12198793;;;;;;;2.6331208;2.4700334;1010;641
12198628;_hypernym;11575425;09128201;_hypernym;11575425;12194776;_member_meronym;09128201;09128201;_member_meronym;12198793;;;;;;;3.4403281;2.7280009;4508;2314
