/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/016ywr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/016ywr;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/016ywr;7.334107;4.893773;20;13.092058;8.387217;25;13.112577;11.130488;5;10.891548156738281;0.8375812896539584;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/06s1qy;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/06s1qy;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/06s1qy;7.5220146;-0.19639993;223;11.889678;2.6814024;158;11.355163;7.280828;25;3.79842209815979;0.8480382438880458;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/04g9sq;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/04g9sq;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/04g9sq;4.8939877;-0.6451305;400;7.8228703;0.6095432;322;6.820396;5.6381016;4;7.129994869232178;0.9906630259499297;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/07g1sm;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/07g1sm;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/07g1sm;5.3510604;0.9296338;132;6.7643523;0.29598862;237;6.5967493;3.7445333;28;14.542086601257324;0.8859459397133029;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/02q8x4x;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/02q8x4x;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/02q8x4x;4.5515504;-3.8619974;9050;4.6206703;-4.6725774;14875;4.0490055;1.3317182;152;3.736799955368042;0.9898485739797481;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/0crs0b8;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/0crs0b8;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/0crs0b8;3.5512657;-0.7282849;281;4.7281623;-0.13186099;251;5.535058;4.779631;3;6.988305330276489;0.9920027581727511;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01wd9vs;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01wd9vs;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01wd9vs;7.0145555;0.9857316;167;11.344243;2.8869362;239;10.75958;7.217734;26;7.0832154750823975;0.8953431540235025;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/013q0p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/013q0p;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/013q0p;5.328386;-0.17628744;240;5.2010336;-0.71188164;1045;5.5358343;3.3405364;12;7.131805896759033;0.9894573364707819;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/09s02;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/09s02;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/09s02;3.8787587;-2.108429;955;3.5645661;-1.8948654;14895;9.876431;9.876431;1;3.3837661743164062;0.9999999994815021;0.9428859846585983
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01p79b;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/01p79b;/award/award_winner/awards_won./award/award_honor/award;/m/0cqgl9;/m/0cqgl9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01p79b;3.5730789;-0.5824402;232;3.307473;0.3808225;212;5.8162045;5.8162045;1;3.7663848400115967;0.9999795252524598;0.9428859846585983
