12321395;_hypernym;12320010;12319687;_member_meronym;12321395;;;;;;;;;;9.521834;8.393703;1;1
09051235;_has_part;09103943;09051235;_has_part;09053185;;;;;;;;;;8.090079;7.051529;1;2
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;;;;;;;;;;9.927228;-0.4367295;1;33495
09425607;_derivationally_related_form;01513838;01513838;_derivationally_related_form;09425607;;;;;;;;;;10.153879;0.80732507;1;510
02647497;_derivationally_related_form;05393023;05393023;_derivationally_related_form;02647497;;;;;;;;;;9.965954;0.40096703;1;4483
00065070;_derivationally_related_form;14322699;14322699;_derivationally_related_form;00065070;;;;;;;;;;8.891444;7.1609178;1;1
11723655;_hypernym;11571907;11719468;_member_meronym;11723655;;;;;;;;;;8.299695;2.2111943;1;12
08182379;_derivationally_related_form;02028722;02028722;_derivationally_related_form;08182379;;;;;;;;;;9.437208;5.5295753;1;10
01371756;_derivationally_related_form;00136329;00136329;_derivationally_related_form;01371756;;;;;;;;;;9.886035;5.4045014;1;8
08926877;_instance_hypernym;09203827;09382990;_has_part;08926877;;;;;;;;;;6.954202;2.0190532;1;70
01551871;_derivationally_related_form;10566072;10566072;_derivationally_related_form;01551871;;;;;;;;;;9.426278;7.748788;1;1
00583239;_also_see;00346991;00346991;_also_see;00583239;;;;;;;;;;9.626777;6.913508;1;1
14302261;_derivationally_related_form;02616627;02616627;_derivationally_related_form;14302261;;;;;;;;;;10.798584;-5.924097;1;40912
02463141;_derivationally_related_form;00183505;00183505;_derivationally_related_form;02463141;;;;;;;;;;9.846661;4.824048;1;6
01725712;_also_see;01463965;01463965;_also_see;01725712;;;;;;;;;;9.543055;3.8926506;1;4
12812665;_hypernym;11579418;12811856;_member_meronym;12812665;;;;;;;;;;6.0953197;7.2703037;1;400
05685879;_derivationally_related_form;01462928;01462928;_derivationally_related_form;05685879;;;;;;;;;;9.704822;2.8883243;1;20
08923755;_instance_hypernym;08524735;08921850;_has_part;08923755;;;;;;;;;;6.248039;6.271185;1;1
04975340;_derivationally_related_form;00574735;00574735;_derivationally_related_form;04975340;;;;;;;;;;10.470826;0.45998773;1;1572
00154689;_derivationally_related_form;02481231;02481231;_derivationally_related_form;00154689;;;;;;;;;;10.90649;-0.22312175;1;10365
00974367;_derivationally_related_form;09795124;09795124;_derivationally_related_form;00974367;;;;;;;;;;10.058842;6.065725;1;1
01448100;_derivationally_related_form;10492202;10492202;_derivationally_related_form;01448100;;;;;;;;;;8.730624;5.954771;1;7
00873603;_also_see;00884778;00884778;_also_see;00873603;;;;;;;;;;9.246494;1.2834959;1;122
07193184;_derivationally_related_form;00788184;00788184;_derivationally_related_form;07193184;;;;;;;;;;9.345019;7.5324926;1;2
01906823;_derivationally_related_form;05003090;05003090;_derivationally_related_form;01906823;;;;;;;;;;9.376206;7.872141;1;1
01683724;_hypernym;01656813;01673668;_member_meronym;01683724;;;;;;;;;;7.972824;6.20033;1;1
00567044;_synset_domain_topic_of;00479887;00567044;_synset_domain_topic_of;00482298;;;;;;;;;;8.787622;6.849579;1;1
01432474;_derivationally_related_form;05301908;05301908;_derivationally_related_form;01432474;;;;;;;;;;9.727437;7.0732403;1;1
13412321;_derivationally_related_form;01001857;01001857;_derivationally_related_form;13412321;;;;;;;;;;9.598808;7.3741074;1;1
13999663;_hypernym;13998576;01301410;_derivationally_related_form;13999663;;;;;;;;;;6.323743;6.4000096;1;1
01292727;_derivationally_related_form;09334396;09334396;_derivationally_related_form;01292727;;;;;;;;;;9.199993;-0.21645023;1;16810
02016523;_derivationally_related_form;07370125;07370125;_derivationally_related_form;02016523;;;;;;;;;;9.8680935;5.44849;1;3
09991867;_derivationally_related_form;01226600;01226600;_derivationally_related_form;09991867;;;;;;;;;;9.691776;6.142568;1;2
02396716;_derivationally_related_form;00163779;00163779;_derivationally_related_form;02396716;;;;;;;;;;9.637463;7.167327;1;1
03804744;_has_part;03501288;03804744;_hypernym;03323703;;;;;;;;;;8.035001;7.398915;1;1
09112857;_instance_hypernym;08524735;09112282;_has_part;09112857;;;;;;;;;;5.9071407;9.366491;1;19
02595662;_derivationally_related_form;10521470;10521470;_derivationally_related_form;02595662;;;;;;;;;;9.049001;4.7498417;1;15
01565472;_derivationally_related_form;00966384;00966384;_derivationally_related_form;01565472;;;;;;;;;;10.152062;5.8786454;1;6
01748560;_hypernym;01657723;01744657;_member_meronym;01748560;;;;;;;;;;6.965193;3.6513515;1;3
10488016;_derivationally_related_form;06055946;06055946;_derivationally_related_form;10488016;;;;;;;;;;10.70632;3.8812587;1;24
01628449;_derivationally_related_form;00240184;00240184;_derivationally_related_form;01628449;;;;;;;;;;8.554378;6.322824;1;5
08972521;_member_of_domain_region;10525878;08857682;_member_meronym;08972521;;;;;;;;;;5.656948;4.89739;1;1
00588780;_derivationally_related_form;09787534;09787534;_derivationally_related_form;00588780;;;;;;;;;;10.576964;-0.4751402;1;14446
01020005;_derivationally_related_form;06763273;06763273;_derivationally_related_form;01020005;;;;;;;;;;8.841646;3.9770741;1;52
08950035;_instance_hypernym;08524735;08949093;_has_part;08950035;;;;;;;;;;5.3607025;9.366448;1;19
07363346;_derivationally_related_form;01970826;01970826;_derivationally_related_form;07363346;;;;;;;;;;10.654407;8.471634;1;1
14627820;_derivationally_related_form;01338113;01338113;_derivationally_related_form;14627820;;;;;;;;;;10.716568;-0.75537807;1;31669
11015080;_instance_hypernym;10022111;11015080;_instance_hypernym;09921792;;;;;;;;;;8.636117;7.6000233;1;1
00574996;_derivationally_related_form;07416107;07416107;_derivationally_related_form;00574996;;;;;;;;;;10.698187;7.0685716;1;1
09513902;_synset_domain_topic_of;15253139;09513902;_hypernym;09505418;;;;;;;;;;6.731497;1.9576834;1;973
11692952;_member_meronym;11739530;11692952;_member_meronym;11700401;;;;;;;;;;7.8914766;7.655293;1;4
00796976;_derivationally_related_form;10616379;10616379;_derivationally_related_form;00796976;;;;;;;;;;8.686398;0.65722454;1;3195
02603699;_derivationally_related_form;13954253;13954253;_derivationally_related_form;02603699;;;;;;;;;;8.962906;4.032005;1;14
00464962;_also_see;01430847;01430847;_also_see;00464962;;;;;;;;;;9.98051;5.4335527;1;2
06880664;_derivationally_related_form;00135285;00135285;_derivationally_related_form;06880664;;;;;;;;;;9.834575;7.1016517;1;1
13306870;_derivationally_related_form;02321046;02321046;_derivationally_related_form;13306870;;;;;;;;;;9.86615;7.034316;1;1
11418460;_derivationally_related_form;01468097;01468097;_derivationally_related_form;11418460;;;;;;;;;;10.613381;-0.6628483;1;25761
05697363;_derivationally_related_form;00336831;00336831;_derivationally_related_form;05697363;;;;;;;;;;10.690638;-0.8469024;1;38590
07047011;_synset_domain_topic_of;07020895;07047011;_hypernym;07037465;;;;;;;;;;6.5029945;4.745518;1;322
00809465;_derivationally_related_form;10389398;10389398;_derivationally_related_form;00809465;;;;;;;;;;9.252113;6.283361;1;4
00249721;_also_see;00262792;00262792;_also_see;00249721;;;;;;;;;;9.275191;5.818863;1;3
00120202;_derivationally_related_form;01965156;01965156;_derivationally_related_form;00120202;;;;;;;;;;9.59107;6.2474966;1;7
01350855;_hypernym;01355326;01379389;_hypernym;01350855;;;;;;;;;;3.626155;2.780385;1;674
08341551;_hypernym;08337324;08341330;_has_part;08341551;;;;;;;;;;5.350134;5.3066964;1;433
00540235;_derivationally_related_form;00367768;00367768;_derivationally_related_form;00540235;;;;;;;;;;10.31839;1.5289899;1;315
02156546;_derivationally_related_form;07335716;07335716;_derivationally_related_form;02156546;;;;;;;;;;9.799393;0.29799238;1;4892
00785962;_derivationally_related_form;10207831;10207831;_derivationally_related_form;00785962;;;;;;;;;;9.1812105;5.111357;1;14
01363613;_also_see;01366718;01366718;_also_see;01363613;;;;;;;;;;9.106554;5.7089396;1;2
15274695;_derivationally_related_form;00779360;15274695;_hypernym;15274074;;;;;;;;;;5.4944763;-2.1267042;1;26232
05090441;_derivationally_related_form;00434077;00434077;_derivationally_related_form;05090441;;;;;;;;;;9.645739;5.9160013;1;1
10484858;_synset_domain_topic_of;08441203;10484858;_hypernym;10249950;;;;;;;;;;6.2422733;5.1723356;1;1
00294190;_derivationally_related_form;01901447;01901447;_derivationally_related_form;00294190;;;;;;;;;;9.666133;6.075079;1;7
