00464513;_also_see;01430111;01430111;_also_see;00464513;9.611472;1;[9.760926];[9.345434];[0.41549206]
00464513;_also_see;01430111;00464513;_also_see;01925372;9.611472;1;[9.691996];[9.360304];[0.33169174]
00464513;_also_see;01430111;00464513;_derivationally_related_form;04821277;9.611472;1;[10.724429];[10.463533];[0.26089573]
00464513;_also_see;01430111;04821277;_derivationally_related_form;00464513;9.611472;1;[10.767183];[10.50667];[0.2605133]
00464513;_also_see;01430111;02753642;_derivationally_related_form;00464513;9.611472;1;[10.620783];[10.376717];[0.24406624]
00464513;_also_see;01430111;00464513;_derivationally_related_form;02753642;9.611472;1;[10.565706];[10.322004];[0.24370193]
00464513;_also_see;01430111;04745932;_derivationally_related_form;00464513;9.611472;1;[10.508654];[10.262634];[0.24601936]
00464513;_also_see;01430111;00464513;_derivationally_related_form;04745932;9.611472;1;[10.486959];[10.240989];[0.24597073]
00583239;_also_see;00346991;00346991;_also_see;00583239;9.626781;1;[9.7941];[9.405762];[0.3883381]
00583239;_also_see;00346991;02290998;_also_see;00583239;9.626781;1;[10.737133];[10.398699];[0.33843422]
00583239;_also_see;00346991;00583239;_also_see;02290998;9.626781;1;[10.666183];[10.323202];[0.34298134]
00583239;_also_see;00346991;00583239;_also_see;02505716;9.626781;1;[10.690334];[10.405716];[0.28461838]
00583239;_also_see;00346991;02505716;_also_see;00583239;9.626781;1;[10.689142];[10.411212];[0.27793026]
00583239;_also_see;00346991;00958880;_also_see;00583239;9.626781;1;[10.332045];[10.074714];[0.2573309]
00583239;_also_see;00346991;00583239;_also_see;00958880;9.626781;1;[10.36279];[10.097929];[0.2648611]
00644372;_also_see;01688271;01688271;_also_see;00644372;10.076051;1;[10.21922];[9.831001];[0.38821888]
00644372;_also_see;01688271;01866535;_also_see;00644372;10.076051;1;[10.805891];[10.500402];[0.3054886]
00644372;_also_see;01688271;00644372;_also_see;01866535;10.076051;1;[10.808766];[10.495507];[0.31325912]
01896478;_also_see;00921014;00921014;_also_see;01896478;9.71363;1;[9.71628];[9.296528];[0.41975212]
01896478;_also_see;00921014;01759326;_derivationally_related_form;01896478;9.71363;1;[10.006447];[9.783228];[0.22321892]
01896478;_also_see;00921014;01896478;_derivationally_related_form;01759326;9.71363;1;[10.042505];[9.818892];[0.22361374]
01896478;_also_see;00921014;01789514;_derivationally_related_form;01896478;9.71363;1;[9.845434];[9.645644];[0.19979]
01896478;_also_see;00921014;01896478;_derivationally_related_form;00794079;9.71363;1;[9.799882];[9.574893];[0.22498894]
01896478;_also_see;00921014;01896478;_derivationally_related_form;01789514;9.71363;1;[9.875804];[9.675772];[0.20003223]
01896478;_also_see;00921014;00794079;_derivationally_related_form;01896478;9.71363;1;[9.822478];[9.597339];[0.22513962]
02397637;_derivationally_related_form;00373544;00373544;_derivationally_related_form;02397637;9.241483;1;[9.27984];[8.914106];[0.3657341]
02397637;_derivationally_related_form;00373544;13940456;_derivationally_related_form;02397637;9.241483;1;[9.881324];[9.586279];[0.2950449]
02397637;_derivationally_related_form;00373544;02397637;_derivationally_related_form;13940456;9.241483;1;[9.859823];[9.564064];[0.2957592]
02397637;_derivationally_related_form;00373544;00198451;_derivationally_related_form;02397637;9.241483;1;[10.424187];[10.172044];[0.2521429]
02397637;_derivationally_related_form;00373544;02397637;_derivationally_related_form;00198451;9.241483;1;[10.362613];[10.1106615];[0.25195122]
02397637;_derivationally_related_form;00373544;02398314;_hypernym;02397637;9.241483;1;[10.90513];[10.624369];[0.28076172]
02397637;_derivationally_related_form;00373544;02400037;_hypernym;02397637;9.241483;1;[10.415653];[10.167907];[0.24774647]
02397637;_derivationally_related_form;00373544;02397637;_hypernym;02391803;9.241483;1;[8.500019];[8.347963];[0.15205574]
02397637;_derivationally_related_form;00373544;02397460;_hypernym;02397637;9.241483;1;[10.443983];[10.197803];[0.24618053]
02397637;_derivationally_related_form;00373544;02398161;_hypernym;02397637;9.241483;1;[10.953063];[10.676409];[0.27665424]
02397637;_derivationally_related_form;00373544;02398463;_hypernym;02397637;9.241483;1;[10.669758];[10.416864];[0.25289345]
02397637;_derivationally_related_form;00373544;07251984;_derivationally_related_form;02397637;9.241483;1;[9.936098];[9.717948];[0.21815014]
02397637;_derivationally_related_form;00373544;02397637;_derivationally_related_form;07251984;9.241483;1;[9.884279];[9.665937];[0.21834183]
02397637;_derivationally_related_form;00373544;02554797;_hypernym;02397637;9.241483;1;[11.016732];[10.737903];[0.27882957]
01158872;_derivationally_related_form;00949134;00949134;_derivationally_related_form;01158872;9.161072;1;[9.201776];[8.79512];[0.4066553]
01158872;_derivationally_related_form;00949134;01158872;_derivationally_related_form;00947128;9.161072;1;[10.067731];[9.812216];[0.2555151]
01158872;_derivationally_related_form;00949134;00947128;_derivationally_related_form;01158872;9.161072;1;[10.092163];[9.836769];[0.25539398]
01158872;_derivationally_related_form;00949134;01158872;_verb_group;02561332;9.161072;1;[10.989803];[10.695042];[0.29476166]
01158872;_derivationally_related_form;00949134;02561332;_verb_group;01158872;9.161072;1;[10.999413];[10.706068];[0.2933445]
