00464962;_also_see;01430847;00464962;_also_see;01926376;;;;;;;;;;10.202566;1;11.409898;1;11.518935;2;10.722179;1;1.4727676256575652
01642437;_derivationally_related_form;00240184;01642437;_derivationally_related_form;10434725;;;;;;;;;;9.890325;1;12.179004;1;12.335583;2;10.473409;2;1.4609350259571534
00900070;_derivationally_related_form;00836236;00836236;_derivationally_related_form;00900070;;;;;;;;;;10.878998;1;12.961066;1;5.4416327;5;1.5068578;164;4.999457854309555
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;10703905;;;;;;;;;;10.392114;1;10.946921;1;10.981872;2;9.938479;2;1.4912633252305327
10466198;_derivationally_related_form;00901103;00901103;_derivationally_related_form;10466198;;;;;;;;;;10.532625;1;11.6122055;1;7.034212;5;0.081634216;10127;4.989829017373064
01745536;_derivationally_related_form;00652659;01745536;_derivationally_related_form;08266235;;;;;;;;;;11.123821;1;11.954078;1;12.111902;2;10.9820795;2;1.460625567110559
06756831;_derivationally_related_form;00835506;06756831;_derivationally_related_form;00834259;;;;;;;;;;10.457861;1;12.352571;1;12.480478;2;10.666437;2;1.4680665868187743
01185304;_derivationally_related_form;07575076;07575076;_derivationally_related_form;01185304;;;;;;;;;;10.941422;1;12.485091;1;5.8402233;19;1.155216;354;18.99870100934084
14545045;_derivationally_related_form;03054551;03054551;_derivationally_related_form;14545045;;;;;;;;;;11.203501;1;12.57848;1;9.907806;1;3.7450595;2;0.9352738069712979
07367548;_derivationally_related_form;00334186;00334186;_derivationally_related_form;07367548;;;;;;;;;;10.465568;1;12.413324;1;9.042804;1;5.7612963;3;0.966770419430084
01939174;_derivationally_related_form;00447073;01939174;_derivationally_related_form;10610333;;;;;;;;;;10.479172;1;11.412814;1;11.455873;2;11.015019;1;1.4892370639985881
13478525;_derivationally_related_form;00229280;00229280;_derivationally_related_form;13478525;;;;;;;;;;10.27309;1;12.125728;1;8.301916;2;3.1815178;38;1.9786225947172595
03040974;_derivationally_related_form;01392380;01392380;_derivationally_related_form;03040974;;;;;;;;;;12.456092;1;13.749358;1;-0.0005482413;32968;-0.807656;7123;32967.999998932195
00486018;_derivationally_related_form;00211593;00486018;_derivationally_related_form;00455348;;;;;;;;;;10.855479;1;11.9142475;1;11.952295;2;10.621642;1;1.490489199687263
10387196;_derivationally_related_form;04091839;04091839;_derivationally_related_form;10387196;;;;;;;;;;11.0737295;1;12.205679;1;7.892215;2;3.2095354;5;1.9867897527460356
00785690;_derivationally_related_form;00881441;00881441;_derivationally_related_form;00785690;;;;;;;;;;10.961717;1;11.868506;1;11.087554;1;2.561938;67;0.6858853531861911
00966869;_derivationally_related_form;02344568;00966869;_derivationally_related_form;01565472;;;;;;;;;;10.91278;1;12.758593;1;12.993442;2;10.878405;1;1.4415561273491222
00168217;_derivationally_related_form;00364787;00364787;_derivationally_related_form;00168217;;;;;;;;;;10.666349;1;11.926239;1;6.6427875;7;0.22180897;7160;6.994950740133937
00775156;_derivationally_related_form;01170962;00775156;_derivationally_related_form;09939313;;;;;;;;;;9.149775;1;9.846572;1;9.730294;2;9.3477;1;1.5290367151309843
06714976;_derivationally_related_form;02457825;02457825;_derivationally_related_form;06714976;;;;;;;;;;10.869938;1;11.522206;1;9.3909855;2;0.48527145;5989;1.89390084894355
08062623;_derivationally_related_form;00967625;08062623;_derivationally_related_form;01745722;;;;;;;;;;7.2453814;1;9.050377;1;8.493843;2;6.339411;3;1.6356501529009382
