/m/02r99xw;/people/person/nationality;/m/03rk0;/m/02r99xw;/people/person/languages;/m/0999q;8.322509;1;11.437113;1;11.408278;1;0.5072080863341945;6.2176194190979
/m/02r99xw;/people/person/nationality;/m/03rk0;/m/0dryh9k;/people/ethnicity/people;/m/02r99xw;8.322509;1;11.437113;1;9.846934;2;1.8306412138319914;0.8708226680755615
/m/02r99xw;/people/person/nationality;/m/03rk0;/m/02r99xw;/people/person/gender;/m/05zppz;8.322509;1;11.437113;1;11.410773;1;0.5065845020626194;0.9676661491394043
/m/02r99xw;/people/person/nationality;/m/03rk0;/m/02r99xw;/people/person/profession;/m/01d_h8;8.322509;1;11.437113;1;11.476967;1;0.4900378061614003;0.9956669807434082
/m/02r99xw;/people/person/nationality;/m/03rk0;/m/02r99xw;/people/person/profession;/m/02hrh1q;8.322509;1;11.437113;1;11.209589;1;0.5566368345020054;0.9993698596954346
/m/0k57l;/people/person/profession;/m/0dxtg;/m/01lc5;/influence/influence_node/influenced_by;/m/0k57l;7.189797;1;10.09242;1;10.472822;1;0.4060298069525883;6.883508920669556
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0btj0;/influence/influence_node/influenced_by;/m/0k57l;7.189797;1;10.09242;1;10.255308;2;1.4593676689276336;1.041680097579956
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0k57l;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;7.189797;1;10.09242;1;9.894431;1;0.5493360704896796;1.0174188613891602
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0gk4g;/people/cause_of_death/people;/m/0k57l;7.189797;1;10.09242;1;10.078786;1;0.5034083792116203;1.0242257118225098
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0k57l;/people/person/profession;/m/02jknp;7.189797;1;10.09242;1;9.379383;1;0.6710717760102468;1.021146297454834
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0k57l;/people/deceased_person/place_of_death;/m/02_286;7.189797;1;10.09242;1;10.012363;2;1.520003365310262;1.023998737335205
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0k57l;/people/person/nationality;/m/09c7w0;7.189797;1;10.09242;1;9.844143;1;0.5617522952600981;1.0203444957733154
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0k57l;/people/person/profession;/m/018gz8;7.189797;1;10.09242;1;9.925803;2;1.541558013276203;1.0148134231567383
/m/0k57l;/people/person/profession;/m/0dxtg;/m/0k57l;/people/person/profession;/m/02hrh1q;7.189797;1;10.09242;1;9.978019;2;1.5285690644331396;1.0177955627441406
/m/0k57l;/people/person/profession;/m/0dxtg;/m/07bch9;/people/ethnicity/people;/m/0k57l;7.189797;1;10.09242;1;10.28891;1;0.45103486570207796;1.019840955734253
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/014dd0;/music/record_label/artist;/m/012ycy;5.3275204;1;6.7969055;3;6.3230042;10;7.616306718474199;6.819213151931763
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/organization/organization_founder/organizations_founded;/m/014dd0;5.3275204;1;6.7969055;3;6.6262674;6;3.54255631057622;1.0557441711425781
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;5.3275204;1;6.7969055;3;6.663507;4;1.533300265869617;1.0537941455841064
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/people/person/nationality;/m/09c7w0;5.3275204;1;6.7969055;3;6.39207;5;2.5998489327880545;1.0511703491210938
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/016clz;/music/genre/artists;/m/012ycy;5.3275204;1;6.7969055;3;6.8391833;4;1.4894321208111345;1.052384614944458
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/music/artist/track_contributions./music/track_contribution/role;/m/018vs;5.3275204;1;6.7969055;3;6.8304186;3;0.49162251677774704;1.0514130592346191
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/018vs;/music/instrument/instrumentalists;/m/012ycy;5.3275204;1;6.7969055;3;6.851869;3;0.4862625610430074;1.0488998889923096
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/music/artist/track_contributions./music/track_contribution/role;/m/05148p4;5.3275204;1;6.7969055;3;6.8460655;3;0.48771247359632935;1.0492932796478271
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/people/person/profession;/m/039v1;5.3275204;1;6.7969055;3;6.896823;3;0.47504140808077217;1.0575132369995117
/m/012ycy;/people/person/place_of_birth;/m/0rh6k;/m/012ycy;/music/artist/track_contributions./music/track_contribution/role;/m/05r5c;5.3275204;1;6.7969055;3;6.7632213;5;2.508420267281629;1.0507457256317139
