10384214;_derivationally_related_form;06073494;06073494;_derivationally_related_form;10384214;10.382858;1;[10.345543];[9.909861];[0.4356823]
10384214;_derivationally_related_form;06073494;10384214;_hypernym;10806222;10.382858;1;[10.708794];[10.343851];[0.36494255]
10384214;_derivationally_related_form;06073494;10384214;_derivationally_related_form;01139865;10.382858;1;[10.940234];[10.67711];[0.26312447]
10384214;_derivationally_related_form;06073494;01139865;_derivationally_related_form;10384214;10.382858;1;[10.910004];[10.646975];[0.2630291]
00402130;_verb_group;00925873;00925873;_verb_group;00402130;9.776447;1;[9.740757];[9.295956];[0.44480133]
00402130;_verb_group;00925873;00402130;_verb_group;00545557;9.776447;1;[10.516055];[10.260347];[0.25570774]
00402130;_verb_group;00925873;00545557;_verb_group;00402130;9.776447;1;[10.419594];[10.16527];[0.25432396]
00402130;_verb_group;00925873;00402130;_hypernym;00400883;9.776447;1;[10.314932];[10.117903];[0.19702911]
02527431;_derivationally_related_form;05906554;05906554;_derivationally_related_form;02527431;10.074051;1;[10.072548];[9.693056];[0.3794918]
02527431;_derivationally_related_form;05906554;02527431;_derivationally_related_form;10089615;10.074051;1;[9.5202465];[9.190482];[0.32976437]
02527431;_derivationally_related_form;05906554;02527431;_hypernym;02526085;10.074051;1;[10.374973];[10.19306];[0.18191338]
09513902;_synset_domain_topic_of;15253139;09513902;_hypernym;09505418;6.731498;1;[10.790333];[10.52875];[0.26158237]
00559102;_derivationally_related_form;10056103;10056103;_derivationally_related_form;00559102;9.194;1;[9.229118];[8.836435];[0.39268303]
00559102;_derivationally_related_form;10056103;00559102;_derivationally_related_form;14050143;9.194;1;[10.156235];[9.873875];[0.28236008]
00559102;_derivationally_related_form;10056103;00559102;_derivationally_related_form;05035961;9.194;1;[9.541782];[9.2594185];[0.2823639]
00559102;_derivationally_related_form;10056103;01046984;_derivationally_related_form;00559102;9.194;1;[9.387677];[9.09343];[0.29424763]
00559102;_derivationally_related_form;10056103;00559102;_derivationally_related_form;11452218;9.194;1;[9.397057];[9.143656];[0.2534008]
