00464513;_also_see;01430111;01430111;_also_see;00464513;00464513;_also_see;01925372;00464513;_derivationally_related_form;04821277;04821277;_derivationally_related_form;00464513;9.611472;1;10.525589;1;8.165748;2;0.08978991;12202;1.9137132978947269
00583239;_also_see;00346991;00346991;_also_see;00583239;00583239;_also_see;02290998;00583239;_also_see;02505716;00583239;_also_see;00958880;9.626781;1;10.425681;1;9.484665;4;6.8051066;4;3.7193048788064673
00644372;_also_see;01688271;01688271;_also_see;00644372;01866535;_also_see;00644372;00644372;_also_see;01866535;;;;10.076051;1;11.0672455;1;-0.00021582749;27306;-2.9213119;22333;27305.999984388094
01896478;_also_see;00921014;00921014;_also_see;01896478;01789514;_derivationally_related_form;01896478;01896478;_derivationally_related_form;01789514;00794079;_derivationally_related_form;01896478;9.71363;1;10.601362;1;7.9585133;1;0.019959193;7799;0.9335688702513805
02397637;_derivationally_related_form;00373544;00373544;_derivationally_related_form;02397637;02397637;_derivationally_related_form;13940456;02397637;_derivationally_related_form;00198451;02397637;_derivationally_related_form;07251984;9.241483;1;9.994718;1;9.231434;4;4.7304935;14;3.6820662420648684
01158872;_derivationally_related_form;00949134;01158872;_derivationally_related_form;00947128;01158872;_derivationally_related_form;10741590;01158872;_derivationally_related_form;10743124;01158872;_derivationally_related_form;05148699;9.161072;1;9.592201;1;9.667145;5;9.492829;4;4.481272878686504
06880664;_derivationally_related_form;00135285;00135285;_derivationally_related_form;06880664;06880664;_derivationally_related_form;00624263;00624263;_derivationally_related_form;06880664;06882333;_hypernym;06880664;9.834572;1;11.062626;1;8.409911;2;0.09665887;9000;1.934178114372401
06183899;_derivationally_related_form;10705615;10705615;_derivationally_related_form;06183899;06183899;_hypernym;05661996;06184270;_hypernym;06183899;;;;8.956772;1;9.547942;1;7.1744885;5;3.5769005;16;4.91478048068194
01057034;_derivationally_related_form;01253379;01253379;_derivationally_related_form;01057034;01057034;_hypernym;00778275;;;;;;;10.796273;1;11.494675;1;0.0014339857;7359;-2.1772168;10800;7358.999989801303
01602318;_derivationally_related_form;14002279;14002279;_derivationally_related_form;01602318;02673134;_verb_group;01602318;01602318;_verb_group;02673134;01602318;_derivationally_related_form;02152212;9.942369;1;11.11268;1;9.012598;2;5.441165;4;1.8909111871433306
