/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/0133sq;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0133sq;;;;;;;;;;-1.969174;8.594277;3822;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/01pw2f1;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01pw2f1;;;;;;;;;;-1.2526253;9.23204;2748;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/032xhg;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/032xhg;;;;;;;;;;-1.7603621;8.842606;4666;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/02bzh0;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02bzh0;;;;;;;;;;-2.015187;10.092942;4976;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/035wtd;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/035wtd;;;;;;;;;;-2.2573762;10.215418;5652;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/0d22f;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0d22f;;;;;;;;;;-1.6795242;11.058242;2636;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/070w7s;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/070w7s;;;;;;;;;;-1.0905802;9.276686;6807;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/01jgkj2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01jgkj2;;;;;;;;;;-2.4805067;9.247547;5026;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/0nzlp;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0nzlp;;;;;;;;;;-1.92999;10.916327;3484;1
/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/01k8rb;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01k8rb;;;;;;;;;;-1.4173813;8.926794;1654;1
