billy_halop;actedin;hell's_kitchen_(1939_film);princess_alexandra_of_saxe-altenburg;actedin;hell's_kitchen_(1939_film);princess_alexandra_of_saxe-altenburg;actedin;crime_school;;;;;;;;;;1.7162211;6.803525;3190;1
billy_halop;actedin;hell's_kitchen_(1939_film);the_linguini_incident;actedin;hell's_kitchen_(1939_film);the_linguini_incident;actedin;crime_school;;;;;;;;;;1.6892961;6.5476046;2728;1
billy_halop;actedin;hell's_kitchen_(1939_film);bretislaus_i_duke_of_bohemia;actedin;hell's_kitchen_(1939_film);bretislaus_i_duke_of_bohemia;actedin;crime_school;;;;;;;;;;1.2365248;6.922399;2349;1
billy_halop;actedin;hell's_kitchen_(1939_film);brzeziny_county;actedin;hell's_kitchen_(1939_film);brzeziny_county;actedin;crime_school;;;;;;;;;;0.7680084;7.1525846;4429;1
billy_halop;actedin;hell's_kitchen_(1939_film);cd_teruel;actedin;hell's_kitchen_(1939_film);cd_teruel;actedin;crime_school;;;;;;;;;;2.1769762;6.3182874;186;1
billy_halop;actedin;hell's_kitchen_(1939_film);david_jackson_(footballer);actedin;hell's_kitchen_(1939_film);david_jackson_(footballer);actedin;crime_school;;;;;;;;;;0.8096645;6.5402513;12413;1
billy_halop;actedin;hell's_kitchen_(1939_film);duarte_california;actedin;hell's_kitchen_(1939_film);duarte_california;actedin;crime_school;;;;;;;;;;0.79157764;6.9436173;8650;1
billy_halop;actedin;hell's_kitchen_(1939_film);axel_jüptner;actedin;hell's_kitchen_(1939_film);axel_jüptner;actedin;crime_school;;;;;;;;;;1.0514617;7.338209;7344;1
billy_halop;actedin;hell's_kitchen_(1939_film);ica_province;actedin;hell's_kitchen_(1939_film);ica_province;actedin;crime_school;;;;;;;;;;0.7588734;6.9185762;11026;1
billy_halop;actedin;hell's_kitchen_(1939_film);massimo_paci;actedin;hell's_kitchen_(1939_film);massimo_paci;actedin;crime_school;;;;;;;;;;2.1424954;5.828671;156;1
laotian_civil_war;happenedin;north_vietnam;ricki_herbert;happenedin;north_vietnam;north_vietnam;participatedin;ricki_herbert;;;;;;;;;;-0.26973218;7.4349666;6658;1
laotian_civil_war;happenedin;north_vietnam;mukarram_jah;happenedin;north_vietnam;north_vietnam;participatedin;mukarram_jah;;;;;;;;;;1.181983;8.127161;676;1
laotian_civil_war;happenedin;north_vietnam;god_of_war_(video_game);happenedin;north_vietnam;north_vietnam;participatedin;god_of_war_(video_game);;;;;;;;;;-0.799883;7.651053;4875;2
laotian_civil_war;happenedin;north_vietnam;bob_clampett;happenedin;north_vietnam;north_vietnam;participatedin;bob_clampett;;;;;;;;;;-0.69282436;8.187308;9616;1
laotian_civil_war;happenedin;north_vietnam;charilaos_pappas;happenedin;north_vietnam;north_vietnam;participatedin;charilaos_pappas;;;;;;;;;;-1.3443263;6.993958;49446;1
laotian_civil_war;happenedin;north_vietnam;hermes_rodrigues_júnior;happenedin;north_vietnam;north_vietnam;participatedin;hermes_rodrigues_júnior;;;;;;;;;;0.32439205;7.380313;2796;1
laotian_civil_war;happenedin;north_vietnam;christine_latham;happenedin;north_vietnam;north_vietnam;participatedin;christine_latham;;;;;;;;;;1.1363485;7.704218;333;1
laotian_civil_war;happenedin;north_vietnam;branko_baković;happenedin;north_vietnam;north_vietnam;participatedin;branko_baković;;;;;;;;;;1.1417557;6.997387;342;1
laotian_civil_war;happenedin;north_vietnam;cristiano_lucarelli;happenedin;north_vietnam;north_vietnam;participatedin;cristiano_lucarelli;;;;;;;;;;-1.3065783;7.4061165;40182;1
laotian_civil_war;happenedin;north_vietnam;gianni_de_biasi;happenedin;north_vietnam;north_vietnam;participatedin;gianni_de_biasi;;;;;;;;;;-0.19570822;7.948707;5058;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;stian_ohr;haswonprize;albert_lasker_award_for_basic_medical_research;stian_ohr;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.4004349;7.783321;114;2
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;jonathan_mckain;haswonprize;albert_lasker_award_for_basic_medical_research;jonathan_mckain;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.08845498;6.823889;1804;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;adrián_hernán_gonzález;haswonprize;albert_lasker_award_for_basic_medical_research;adrián_hernán_gonzález;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.90729266;7.4344544;523;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;henry_cadbury;haswonprize;albert_lasker_award_for_basic_medical_research;henry_cadbury;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;3.5157866;8.226055;131;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;princess_milica_of_serbia;haswonprize;albert_lasker_award_for_basic_medical_research;princess_milica_of_serbia;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.9596606;8.016183;84;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;josef_hickersberger;haswonprize;albert_lasker_award_for_basic_medical_research;josef_hickersberger;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.0576191;6.6317234;350;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;manuel_zúñiga;haswonprize;albert_lasker_award_for_basic_medical_research;manuel_zúñiga;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.137263;7.3867126;364;2
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;eduardo_iachetti;haswonprize;albert_lasker_award_for_basic_medical_research;eduardo_iachetti;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.96197444;7.635488;547;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;claudio_caniggia;haswonprize;albert_lasker_award_for_basic_medical_research;claudio_caniggia;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;2.4323573;8.125776;30;2
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;batavia_new_york;haswonprize;albert_lasker_award_for_basic_medical_research;batavia_new_york;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.85244787;7.9785376;203;1
rekha;haswonprize;filmfare_awards;pinellas_county_florida;haswonprize;filmfare_awards;pinellas_county_florida;actedin;jaani_dushman;;;;;;;;;;0.6203214;4.1219435;384;1
rekha;haswonprize;filmfare_awards;aurora_basket_jesi;haswonprize;filmfare_awards;aurora_basket_jesi;actedin;jaani_dushman;;;;;;;;;;2.127461;4.571792;4;1
rekha;haswonprize;filmfare_awards;jorge_daniel_martínez;haswonprize;filmfare_awards;jorge_daniel_martínez;actedin;jaani_dushman;;;;;;;;;;2.7467973;4.242309;9;3
