09051235;_has_part;09103943;09050730;_has_part;09051235;09051235;_has_part;09053185;09051235;_has_part;09137869;8.09009;1;9.700477;1;7.391152;3;2.909646371240635;1.2778944969177246
09051235;_has_part;09103943;09051235;_has_part;09053185;09051235;_has_part;09137869;09051235;_has_part;09075842;8.09009;1;9.700477;1;6.7777214;26;25.948959914383472;1.2785022258758545
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;9.985553;3;2.6480973409873685;1.2404539585113525
01424456;_derivationally_related_form;05553486;01425511;_hypernym;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.721222;3;2.4687949014427106;1.2399022579193115
01424456;_derivationally_related_form;05553486;01606018;_hypernym;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.746626;3;2.4624739953926347;1.2427220344543457
01424456;_derivationally_related_form;05553486;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;01424456;_derivationally_related_form;10191001;9.927233;1;10.596239;1;10.764436;3;2.4580496821629296;1.2444992065429688
01424456;_derivationally_related_form;05553486;01424456;_hypernym;01216522;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.750138;3;2.4616009618747565;1.2437145709991455
01424456;_derivationally_related_form;05553486;00417859;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.760634;2;1.458993478268429;1.2498993873596191
01424456;_derivationally_related_form;05553486;01424456;_derivationally_related_form;00854000;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.825084;3;2.4430372170929253;1.1727654933929443
01424456;_derivationally_related_form;05553486;01424456;_derivationally_related_form;00417859;00854000;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.825352;3;2.4429710920204704;1.2494075298309326
01424456;_derivationally_related_form;05553486;00417397;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.824545;3;2.4431701793076326;1.244931697845459
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01425511;_hypernym;01424456;01424456;_derivationally_related_form;00417859;9.927233;1;10.596239;1;9.853113;2;1.6776790293598443;1.2455179691314697
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01606018;_hypernym;01424456;01424456;_derivationally_related_form;00417859;9.927233;1;10.596239;1;9.858824;2;1.6764303981434638;1.2546627521514893
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;10191001;9.927233;1;10.596239;1;9.83719;2;1.6811473160556294;1.268921136856079
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01425511;_hypernym;01424456;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;9.867424;2;1.674545195927608;1.2629930973052979
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01424456;_hypernym;01216522;01424456;_derivationally_related_form;00417859;9.927233;1;10.596239;1;9.911495;2;1.6647966587795207;1.2630689144134521
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01606018;_hypernym;01424456;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;9.919249;2;1.6630666795588684;1.2633798122406006
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417397;01424456;_derivationally_related_form;10191001;9.927233;1;10.596239;1;9.884875;2;1.6707024380184863;1.2618403434753418
