00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.46900764;3;1.614052533575852
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;02278939;0.7660891;1;0.93338686;2;0.57533306;3;1.588569233247286
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;0.7660891;1;0.93338686;2;0.39466798;3;1.6315143460981352
00873603;_also_see;00884778;00873603;_also_see;02278939;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.886974;4;2.511601138816882
00873603;_also_see;00884778;00873603;_also_see;00808191;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.8998545;4;2.5083823098423466
00873603;_also_see;00884778;00873603;_also_see;00808191;00873603;_also_see;02278939;0.7660891;1;0.93338686;2;0.9001722;4;2.50830290876449
00873603;_also_see;00884778;00884778;_also_see;00873603;05035961;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.50339484;2;0.6058717629109157
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_derivationally_related_form;05035961;0.7660891;1;0.93338686;2;0.6222794;2;0.5771555557039135
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_derivationally_related_form;14050143;0.7660891;1;0.93338686;2;0.58733183;2;0.5856606084091538
00873603;_also_see;00884778;00884778;_also_see;00873603;14050143;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.5154136;2;0.6029981719880612
00873603;_also_see;00884778;00884778;_also_see;00873603;00808191;_also_see;00873603;0.7660891;1;0.93338686;2;0.4005608;2;0.630142005452479
00873603;_also_see;00884778;00884778;_also_see;00873603;00804695;_also_see;00873603;0.7660891;1;0.93338686;2;0.5507092;3;1.594518762734825
00873603;_also_see;00884778;00884778;_also_see;00873603;02278939;_also_see;00873603;0.7660891;1;0.93338686;2;0.55577946;2;0.5932959087949509
00873603;_also_see;00884778;00873603;_also_see;00804695;05035961;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.8308131;3;1.5256209780465506
00873603;_also_see;00884778;00873603;_also_see;00804695;00873603;_derivationally_related_form;05035961;0.7660891;1;0.93338686;2;0.9098236;3;1.505890543903313
00873603;_also_see;00884778;00873603;_also_see;02278939;05035961;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.8856706;3;1.5119268021218244
00873603;_also_see;00884778;00873603;_also_see;00804695;00873603;_derivationally_related_form;14050143;0.7660891;1;0.93338686;2;0.9240694;3;1.5023293475671453
01460421;_also_see;01244410;01244410;_also_see;01460421;04781755;_derivationally_related_form;01460421;0.89665264;1;0.9388947;2;0.2585869;2;0.6638073796467184
01460421;_also_see;01244410;01244410;_also_see;01460421;01624633;_also_see;01460421;0.89665264;1;0.9388947;2;0.48163223;2;0.6123645541335692
01460421;_also_see;01244410;01244410;_also_see;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.43831217;2;0.6225962149013118
01460421;_also_see;01244410;01244410;_also_see;01460421;01460421;_also_see;01624633;0.89665264;1;0.9388947;2;0.5709874;3;1.5909532082577922
01460421;_also_see;01244410;01624633;_also_see;01460421;04781755;_derivationally_related_form;01460421;0.89665264;1;0.9388947;2;0.92892534;2;0.5024923177767855
01460421;_also_see;01244410;04781755;_derivationally_related_form;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.9598254;2;0.49476751416188014
01460421;_also_see;01244410;01624633;_also_see;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.9646797;2;0.4935540999016632
01460421;_also_see;01244410;01460421;_also_see;01624633;04781755;_derivationally_related_form;01460421;0.89665264;1;0.9388947;2;0.9950486;2;0.48596521438222406
01460421;_also_see;01244410;01460421;_also_see;01624633;01624633;_also_see;01460421;0.89665264;1;0.9388947;2;0.99470794;2;0.4860503078266983
01460421;_also_see;01244410;01460421;_also_see;01624633;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.99469936;3;1.486052451923954
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.79314554;4;2.523520754748036
02464693;_also_see;00724081;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.8228399;4;2.516108955808133
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.81024694;4;2.5192532513796095
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.5076364;3;1.5937914871197039
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01996377;0.8719792;1;0.88729805;2;0.65233046;3;1.5584731206132427
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.6657471;3;1.5551622838434174
02464693;_also_see;00724081;02464693;_also_see;01222360;02464693;_derivationally_related_form;04895246;0.8719792;1;0.88729805;2;0.8634529;3;1.5059610015966656
02464693;_also_see;00724081;04668819;_derivationally_related_form;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.9147556;3;1.4931360474149744
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_derivationally_related_form;04895246;0.8719792;1;0.88729805;2;0.86565363;3;1.50541089212794
02464693;_also_see;00724081;02464693;_also_see;01996377;04668819;_derivationally_related_form;02464693;0.8719792;1;0.88729805;2;0.899491;3;1.4969517966257375
02464693;_also_see;00724081;02464693;_derivationally_related_form;04895246;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.8232947;3;1.5159953771336956
02464693;_also_see;00724081;04668819;_derivationally_related_form;02464693;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.82189554;3;1.5163448011365535
02464693;_also_see;00724081;02464693;_also_see;01222360;01222360;_also_see;02464693;0.8719792;1;0.88729805;2;0.81438154;2;0.518221054477706
02464693;_also_see;00724081;04895246;_derivationally_related_form;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.89289004;3;1.4986020065020909
02464693;_also_see;00724081;02464693;_also_see;01996377;01222360;_also_see;02464693;0.8719792;1;0.88729805;2;0.83206004;3;1.513805991856525
02464693;_also_see;00724081;02464693;_also_see;01222360;05943066;_derivationally_related_form;02464693;0.8719792;1;0.88729805;2;0.87815213;3;1.5022864629389625
02464693;_also_see;00724081;01996377;_also_see;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.8873694;3;1.4999821633100585
02464693;_also_see;00724081;00958880;_also_see;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.8851168;3;1.5005453077776847
02464693;_also_see;00724081;02464693;_also_see;00958880;01222360;_also_see;02464693;0.8719792;1;0.88729805;2;0.8933432;3;1.4984887139329248
02464693;_also_see;00724081;02464693;_also_see;01996377;04895246;_derivationally_related_form;02464693;0.8719792;1;0.88729805;2;0.8738757;3;1.5033555421115175
02464693;_also_see;00724081;04895246;_derivationally_related_form;02464693;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.83873576;3;1.512138186711891
02464693;_also_see;00724081;02464693;_also_see;01996377;05943066;_derivationally_related_form;02464693;0.8719792;1;0.88729805;2;0.9086253;3;1.4946683878005356
02464693;_also_see;00724081;02464693;_also_see;01222360;02464693;_derivationally_related_form;13929852;0.8719792;1;0.88729805;2;0.9100949;3;1.4943010294899817
02464693;_also_see;00724081;13929852;_derivationally_related_form;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.9383262;3;1.4872457343080403
02464693;_also_see;00724081;02464693;_also_see;01996377;01996377;_also_see;02464693;0.8719792;1;0.88729805;2;0.8786304;2;0.5021668983934151
02464693;_also_see;00724081;02464693;_also_see;01996377;00958880;_also_see;02464693;0.8719792;1;0.88729805;2;0.8598168;3;1.5068698821285498
02464693;_also_see;00724081;02464693;_derivationally_related_form;05943066;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.90180326;3;1.4963737616954869
02464693;_also_see;00724081;02464693;_also_see;00958880;05943066;_derivationally_related_form;02464693;0.8719792;1;0.88729805;2;0.89501894;3;1.498069787673414
02464693;_also_see;00724081;01996377;_also_see;02464693;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.88317984;3;1.501029549574143
02464693;_also_see;00724081;00958880;_also_see;02464693;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.7541982;3;1.533225926619349
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_derivationally_related_form;13929852;0.8719792;1;0.88729805;2;0.9026628;3;1.4961588840357616
00289082;_also_see;01752167;01752167;_also_see;00289082;00289082;_also_see;02274253;0.81074053;1;0.863511;2;0.16310269;3;1.6682783000735777
00289082;_also_see;01752167;01752167;_also_see;00289082;02274253;_also_see;00289082;0.81074053;1;0.863511;2;0.2850879;2;0.6407044907764906
00289082;_also_see;01752167;00289082;_also_see;02274253;02274253;_also_see;00289082;0.81074053;1;0.863511;2;0.972111;2;0.47287666217137386
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;0.97203976;1;0.95277476;2;0.9534105;4;2.4998410642200595
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10169796;0.97203976;1;0.95277476;2;0.91300863;4;2.5099402233319448
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10169796;0.97203976;1;0.95277476;2;0.90382034;4;2.5122361632077563
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.93327093;4;2.5048758034040834
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.9543355;4;2.499609813173345
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;10169796;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.94056946;4;2.503051287799873
