00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;02278939;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.539314;5;3.597262779023463
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;02278939;00873603;_also_see;00804695;05035961;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.2586103;4;2.662571883101233
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;02278939;00873603;_also_see;00804695;00873603;_derivationally_related_form;05035961;0.7660891;1;0.93338686;2;0.30009052;4;2.653236527999112
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;00804695;05035961;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.41028056;4;2.627873844343478
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;02278939;00873603;_also_see;00804695;00873603;_derivationally_related_form;14050143;0.7660891;1;0.93338686;2;0.33400702;4;2.645514410009221
00873603;_also_see;00884778;00884778;_also_see;00873603;14050143;_derivationally_related_form;00873603;00873603;_also_see;02278939;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.13849092;6;4.688881617383317
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;00804695;00873603;_derivationally_related_form;05035961;0.7660891;1;0.93338686;2;0.33163604;4;2.646056771038382
00873603;_also_see;00884778;00884778;_also_see;00873603;00808191;_also_see;00873603;00873603;_also_see;02278939;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.5606009;4;2.592131998819753
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;02278939;00873603;_also_see;00804695;00804695;_also_see;00873603;0.7660891;1;0.93338686;2;0.2725176;4;2.659455624290887
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;02278939;02278939;_also_see;00873603;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.17550173;6;4.680894389766001
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;02278939;05035961;_derivationally_related_form;00873603;0.7660891;1;0.93338686;2;0.4589397;4;2.6164357981800768
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;00804695;00873603;_derivationally_related_form;14050143;0.7660891;1;0.93338686;2;0.3624501;4;2.6389793085288615
00873603;_also_see;00884778;00884778;_also_see;00873603;14050143;_derivationally_related_form;00873603;00873603;_also_see;00808191;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.30523497;4;2.6520702916711407
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00808191;_also_see;00873603;00873603;_also_see;00804695;0.7660891;1;0.93338686;2;0.2960507;6;4.654151042276767
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;00804695;00804695;_also_see;00873603;0.7660891;1;0.93338686;2;0.10096098;6;4.696867627537643
00873603;_also_see;00884778;00884778;_also_see;00873603;00873603;_also_see;00808191;00873603;_also_see;02278939;00873603;_derivationally_related_form;05035961;0.7660891;1;0.93338686;2;0.4458581;4;2.6195241014357817
01460421;_also_see;01244410;01244410;_also_see;01460421;01624633;_also_see;01460421;04781755;_derivationally_related_form;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.0216707;8;6.714476137024983
01460421;_also_see;01244410;01244410;_also_see;01460421;01460421;_also_see;01624633;01624633;_also_see;01460421;04781755;_derivationally_related_form;01460421;0.89665264;1;0.9388947;2;0.31752574;3;1.6505298296001774
01460421;_also_see;01244410;01244410;_also_see;01460421;01460421;_also_see;01624633;04781755;_derivationally_related_form;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.1003427;5;3.698160162462056
01460421;_also_see;01244410;01244410;_also_see;01460421;01460421;_also_see;01624633;01624633;_also_see;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.5536091;2;0.5951472940330567
01460421;_also_see;01244410;01460421;_also_see;01624633;01624633;_also_see;01460421;04781755;_derivationally_related_form;01460421;01460421;_derivationally_related_form;04781755;0.89665264;1;0.9388947;2;0.9989182;2;0.4849986320104186
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01996377;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.58977234;5;3.573837543443033
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_also_see;01222360;02464693;_derivationally_related_form;04895246;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.9337058;5;3.4884001419931665
02464693;_also_see;00724081;02464693;_also_see;01996377;04668819;_derivationally_related_form;02464693;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.96771616;5;3.4799063003104242
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_also_see;01222360;02464693;_also_see;00958880;01222360;_also_see;02464693;0.8719792;1;0.88729805;2;0.92617226;4;2.4902826714762987
02464693;_also_see;00724081;02464693;_also_see;01996377;04895246;_derivationally_related_form;02464693;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.960991;5;3.481585088641111
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_also_see;01222360;02464693;_also_see;00958880;05943066;_derivationally_related_form;02464693;0.8719792;1;0.88729805;2;0.9734807;5;3.4784676624042503
02464693;_also_see;00724081;02464693;_also_see;01996377;01996377;_also_see;02464693;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.97269565;4;2.478663564916718
02464693;_also_see;00724081;02464693;_also_see;01996377;00958880;_also_see;02464693;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.8590538;5;3.507060594874124
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_also_see;01222360;02464693;_also_see;00958880;02464693;_derivationally_related_form;13929852;0.8719792;1;0.88729805;2;0.960484;5;3.481711667170028
02464693;_also_see;00724081;02464693;_also_see;01996377;13929852;_derivationally_related_form;02464693;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.9538822;5;3.483360104760581
02464693;_also_see;00724081;02464693;_also_see;01996377;02464693;_derivationally_related_form;05943066;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.9807546;5;3.4766528490306423
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01996377;02464693;_also_see;01222360;02464693;_derivationally_related_form;04895246;0.8719792;1;0.88729805;2;0.34809357;4;2.63162733970773
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01996377;04668819;_derivationally_related_form;02464693;02464693;_also_see;01222360;0.8719792;1;0.88729805;2;0.5360473;4;2.586920853932367
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01222360;02464693;_derivationally_related_form;04895246;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.35450807;4;2.6301335870785776
02464693;_also_see;00724081;00724081;_also_see;02464693;04668819;_derivationally_related_form;02464693;02464693;_also_see;01222360;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.36487347;5;3.6277145388945975
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01996377;02464693;_derivationally_related_form;04895246;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.69137424;4;2.548824867964691
02464693;_also_see;00724081;00724081;_also_see;02464693;02464693;_also_see;01996377;04668819;_derivationally_related_form;02464693;02464693;_also_see;00958880;0.8719792;1;0.88729805;2;0.5200285;4;2.590799047245678
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10169796;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.9096372;6;4.510782715557242
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10741821;01931768;_derivationally_related_form;10169796;0.97203976;1;0.95277476;2;0.9197915;6;4.508245063400085
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10741821;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.88450086;6;4.517061848430317
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10741821;01931768;_derivationally_related_form;10169796;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.9311108;6;4.505415779135905
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10741821;01931768;_derivationally_related_form;10169796;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.8232604;6;4.53233340017102
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10169796;0.97203976;1;0.95277476;2;0.83224064;5;3.530097100571149
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.8500457;5;3.5256597083546297
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10169796;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.8638726;5;3.5222109169389375
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10169796;01931768;_derivationally_related_form;01142519;0.97203976;1;0.95277476;2;0.813658;5;3.5347232078473163
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10741821;0.97203976;1;0.95277476;2;0.89911914;5;3.5134106888866694
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;01144876;01931768;_derivationally_related_form;10741821;01931768;_derivationally_related_form;10169796;0.97203976;1;0.95277476;2;0.89842564;5;3.513583937555341
01931768;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01931768;01931768;_derivationally_related_form;10151570;01931768;_derivationally_related_form;10741821;01931768;_derivationally_related_form;10169796;0.97203976;1;0.95277476;2;0.8160546;5;3.5341269021842194
