/m/02wvfxl;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/02g_6j;/m/02wvfxl;/sports/sports_team/roster./american_football/football_roster_position/position;/m/02g_6j;/m/02wvfxl;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/047g8h;;;;;;;0.9801970720291138;0.9745895266532898;1;1
/m/02sp_v;/award/award_category/nominees./award/award_nomination/award_nominee;/m/011zf2;/m/02sp_v;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03xgm3;;;;;;;;;;0.6989784836769104;0.47413963079452515;1;5
/m/0gqxm;/award/award_category/winners./award/award_honor/ceremony;/m/0bzmt8;/m/0gqxm;/award/award_category/category_of;/m/0g_w;/m/0gqxm;/award/award_category/nominees./award/award_nomination/nominated_for;/m/050gkf;/m/0gqxm;/award/award_category/winners./award/award_honor/ceremony;/m/02pgky2;;;;0.8299804925918579;0.9447440505027771;1;1
/m/0gq_v;/award/award_category/winners./award/award_honor/ceremony;/m/0ftlkg;/m/0ftlkg;/award/award_ceremony/awards_presented./award/award_honor/award;/m/0gq_v;/m/0gq_v;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0283_zv;;;;;;;0.9362059831619263;0.8479521870613098;1;5
/m/02grdc;/award/award_category/winners./award/award_honor/ceremony;/m/019bk0;/m/02grdc;/award/award_category/winners./award/award_honor/ceremony;/m/09n4nb;/m/02grdc;/award/award_category/winners./award/award_honor/ceremony;/m/0jzphpx;;;;;;;0.9336777329444885;0.9462684988975525;1;3
/m/02pz3j5;/award/award_category/winners./award/award_honor/honored_for;/m/0358x_;/m/0358x_;/award/award_winning_work/awards_won./award/award_honor/award;/m/02pz3j5;/m/0358x_;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/02pz3j5;/m/02pz3j5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0358x_;;;;0.8759297132492065;0.3051340579986572;1;3
/m/05p09zm;/award/award_category/winners./award/award_honor/honored_for;/m/01qvz8;/m/05p09zm;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02qzh2;/m/05p09zm;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01qvz8;/m/01qvz8;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05p09zm;;;;0.9375768899917603;0.6909031271934509;1;2
/m/0gqzz;/award/award_category/winners./award/award_honor/honored_for;/m/0j6b5;/m/0gqzz;/award/award_category/nominees./award/award_nomination/nominated_for;/m/05wp1p;/m/0gqzz;/award/award_category/winners./award/award_honor/award_winner;/m/0534v;;;;;;;0.5732699036598206;0.7125570178031921;1;1
/m/09pnw5;/award/award_ceremony/awards_presented./award/award_honor/award;/m/054knh;/m/09pnw5;/award/award_ceremony/awards_presented./award/award_honor/award;/m/04dn09n;/m/09pnw5;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0kfv9;;;;;;;0.9222059845924377;0.7756465673446655;1;1
/m/0hr3c8y;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/027dtv3;/m/0hr3c8y;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/08w7vj;;;;;;;;;;0.9152936935424805;0.8980515599250793;1;2
