/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/0mwvq;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/0mwvq;;;;;;;;;;9.850661;6.659159;3591;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/0v53x;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/0v53x;;;;;;;;;;10.734131;7.0816054;4096;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/05mt6w;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/05mt6w;;;;;;;;;;11.542683;7.6408596;2995;2
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/0277jc;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/0277jc;;;;;;;;;;9.939346;7.1020594;4780;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/0nm6z;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/0nm6z;;;;;;;;;;11.024984;6.7133474;8933;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/043c4j;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/043c4j;;;;;;;;;;11.230501;7.0756693;3625;15
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/04lgymt;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/04lgymt;;;;;;;;;;11.859431;7.370735;3864;2
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/04w8f;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/04w8f;;;;;;;;;;10.21073;6.7902427;2576;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/0g5879y;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/0g5879y;;;;;;;;;;11.093339;7.0587845;7581;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/0170th;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/026dg51;/award/award_winner/awards_won./award/award_honor/award;/m/0170th;;;;;;;;;;11.407448;7.15483;7325;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/0gyy53;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/0gyy53;;;;;;;;;;10.054003;7.1879816;2039;2
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/03c6v3;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/03c6v3;;;;;;;;;;10.091709;6.964264;2744;3
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/01fv4z;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/01fv4z;;;;;;;;;;9.920612;6.9125786;2071;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/05zkcn5;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/05zkcn5;;;;;;;;;;9.416735;6.852631;7209;323
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/07bx6;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/07bx6;;;;;;;;;;9.2882395;7.224498;1422;2
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/02g0mx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/02g0mx;;;;;;;;;;11.362844;7.622779;2478;2
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/02b1hb;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/02b1hb;;;;;;;;;;9.653335;6.38334;2479;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/012m_;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/012m_;;;;;;;;;;9.237573;6.7568254;516;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/0p9nv;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/0p9nv;;;;;;;;;;10.305777;7.028265;2633;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/0cshrf;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/049l7;/award/award_winner/awards_won./award/award_honor/award;/m/0cshrf;;;;;;;;;;11.154696;6.803781;3132;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/01w4c9;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01w4c9;;;;;;;;;;10.808539;7.1468096;134;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/05fcbk7;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/05fcbk7;;;;;;;;;;8.851728;7.504104;85;20
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/01tw31;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01tw31;;;;;;;;;;10.0287;8.405486;179;2
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/037n97;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/037n97;;;;;;;;;;9.495961;7.2958727;23;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/0jw67;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0jw67;;;;;;;;;;9.797912;7.8663225;109;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/0gf14;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0gf14;;;;;;;;;;10.40528;7.5667715;90;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/06688p;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/06688p;;;;;;;;;;10.5024805;7.9938784;340;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/0n6nl;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0n6nl;;;;;;;;;;9.847333;7.5620394;41;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/0148xv;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0148xv;;;;;;;;;;9.644238;7.7198935;48;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/02661h;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02661h;;;;;;;;;;10.681507;8.712996;1475;25
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/04_cdd;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04_cdd;;;;;;;;;;11.0611515;6.949032;1037;1
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/04crrxr;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04crrxr;;;;;;;;;;10.51437;7.585265;134;1
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/017f3m;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/017f3m;;;;;;;;;;8.620716;7.3899693;258;34
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/085pr;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/085pr;;;;;;;;;;10.073233;7.9953485;564;9
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/0mrs1;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0mrs1;;;;;;;;;;9.978682;7.1967764;43;1
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/04hqz;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04hqz;;;;;;;;;;10.457884;7.9606633;146;1
