01865197;_also_see;00643250;01865197;_also_see;02331262;;;;;;;;;;0.9376713633537292;0.7394136786460876;1;1
02526934;_derivationally_related_form;15291199;02526934;_derivationally_related_form;06373747;15291199;_derivationally_related_form;02526934;;;;;;;0.9146207571029663;0.009640105068683624;1;5
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;10151570;;;;;;;;;;0.9312960505485535;0.9001861810684204;1;2
14641397;_derivationally_related_form;00520881;14641397;_derivationally_related_form;00184907;00184907;_derivationally_related_form;14641397;;;;;;;0.8303444385528564;0.8349159955978394;1;1
01528821;_derivationally_related_form;13496286;01528821;_derivationally_related_form;00677808;01528821;_derivationally_related_form;01052618;13496286;_derivationally_related_form;01528821;;;;0.9257066249847412;6.91338354954496e-05;1;14643
10365984;_derivationally_related_form;02478059;02478059;_derivationally_related_form;10365984;;;;;;;;;;0.9802409410476685;8.824153155728709e-06;1;33635
00008435;_derivationally_related_form;06878934;06878934;_derivationally_related_form;00008435;00008435;_derivationally_related_form;00117959;;;;;;;0.8170098662376404;6.501403549918905e-05;1;8601
03673767;_derivationally_related_form;01270784;01270784;_derivationally_related_form;03673767;;;;;;;;;;0.8987579941749573;0.000178128233528696;1;3510
00030010;_derivationally_related_form;07128060;00030010;_hypernym;00031820;;;;;;;;;;0.9626954793930054;0.9140135645866394;1;1
00068333;_derivationally_related_form;00204585;00093327;_derivationally_related_form;00068333;00204585;_derivationally_related_form;00068333;;;;;;;0.9086286425590515;0.011572446674108505;1;6
01637982;_derivationally_related_form;00043195;01637982;_derivationally_related_form;09279458;00043195;_derivationally_related_form;01637982;01637982;_derivationally_related_form;07214432;;;;0.9837179780006409;0.3553328812122345;1;4
00339085;_derivationally_related_form;00358089;03141702;_derivationally_related_form;00339085;;;;;;;;;;0.910344123840332;0.6581929326057434;1;1
02041678;_derivationally_related_form;01060198;01052782;_derivationally_related_form;02041678;02041678;_derivationally_related_form;01052782;;;;;;;0.7990843653678894;0.860024094581604;1;1
09102016;_has_part;09103648;09102016;_has_part;09103217;;;;;;;;;;0.9289811849594116;0.9203872084617615;1;1
09189411;_has_part;08717209;09189411;_has_part;08998560;09189411;_has_part;08716219;09189411;_has_part;08962610;;;;0.9822483062744141;0.9785501956939697;1;1
15181718;_has_part;15241777;15181718;_has_part;15242719;15242719;_part_of;15181718;15241777;_part_of;15181718;;;;0.8675641417503357;0.03162210434675217;1;3
05461179;_has_part;05254795;05238282;_part_of;05461179;05254795;_part_of;05461179;05328232;_part_of;05461179;;;;0.9576953649520874;1.761118801368866e-05;1;28385
00028651;_has_part;00027167;00027167;_part_of;00028651;08502171;_part_of;00028651;;;;;;;0.9887542724609375;1.1494502132336493e-06;1;37628
00657604;_has_part;00153105;00661091;_hypernym;00657604;00153105;_part_of;00657604;;;;;;;0.9599359035491943;4.1254115785704926e-05;1;9701
03852280;_has_part;03656484;03656484;_part_of;03852280;;;;;;;;;;0.9116550087928772;7.964198630361352e-06;1;27361
03228016;_hypernym;02817799;02804610;_hypernym;03228016;;;;;;;;;;0.9639164209365845;0.9393946528434753;1;1
00356199;_hypernym;00351638;00356367;_hypernym;00356199;;;;;;;;;;0.988192617893219;0.9842339158058167;1;1
12290748;_hypernym;11669921;11669921;_hyponym;12290748;12290522;_member_meronym;12290748;;;;;;;0.9972483515739441;5.095412416267209e-05;1;9164
