russ_meyer;hasgender;male;russ_meyer;directed;supervixens;6.9418917;1;2.3367393;40;2.5249622;40;0.45308271190251004;28.108999967575073
russ_meyer;hasgender;male;russ_meyer;edited;faster_pussycat!_kill!_kill!;6.9418917;1;2.3367393;40;2.3643377;40;0.4931008426409522;3.160543918609619
russ_meyer;hasgender;male;russ_meyer;wasbornin;san_leandro_california;6.9418917;1;2.3367393;40;1.7001672;40;0.6539781737183347;3.152120351791382
russ_meyer;hasgender;male;russ_meyer;actedin;faster_pussycat!_kill!_kill!;6.9418917;1;2.3367393;40;2.5564854;40;0.44528347570309135;3.175945520401001
russ_meyer;hasgender;male;russ_meyer;directed;beyond_the_valley_of_the_dolls;6.9418917;1;2.3367393;40;2.2150013;40;0.5303969579467082;3.1553328037261963
russ_meyer;hasgender;male;russ_meyer;created;supervixens;6.9418917;1;2.3367393;40;2.1848488;40;0.5378997924191088;3.1561050415039062
russ_meyer;hasgender;male;russ_meyer;directed;motorpsycho_(film);6.9418917;1;2.3367393;40;2.190154;40;0.5365808282423256;3.1670196056365967
russ_meyer;hasgender;male;russ_meyer;directed;faster_pussycat!_kill!_kill!;6.9418917;1;2.3367393;40;2.4407923;40;0.4740101900236593;3.155806541442871
russ_meyer;hasgender;male;russ_meyer;edited;supervixens;6.9418917;1;2.3367393;40;2.2685757;40;0.5170343133302551;3.1600100994110107
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;jakob_poulsen;isaffiliatedto;fc_midtjylland;8.1976185;1;15.655659;1;15.595664;2;1.514994177204336;26.97164559364319
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;jakob_poulsen;isaffiliatedto;as_monaco_fc;8.1976185;1;15.655659;1;15.415627;2;1.5597215834610907;3.1765289306640625
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;jakob_poulsen;playsfor;aarhus_gymnastikforening;8.1976185;1;15.655659;1;15.600323;1;0.5138304706549608;3.1758368015289307
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;jakob_poulsen;playsfor;as_monaco_fc;8.1976185;1;15.655659;1;15.7467785;1;0.4772358068296632;3.1759939193725586
