00873603;_also_see;00884778;00884778;_also_see;00873603;;;;;;;;;;9.672335;0.073517546;1;21550
00774056;_derivationally_related_form;09896826;09896826;_derivationally_related_form;00774056;;;;;;;;;;10.220761;5.192625;1;8
07105475;_member_of_domain_usage;15267945;15268094;_synset_domain_usage_of;07105475;;;;;;;;;;8.906388;8.852556;1;1
11705052;_hypernym;13162297;13162297;_hyponym;11705052;;;;;;;;;;11.089786;-0.78693086;1;16064
00272391;_derivationally_related_form;05677504;05677504;_derivationally_related_form;00272391;;;;;;;;;;10.471521;-0.2371625;1;16471
08107191;_synset_domain_topic_of;06037666;06037666;_member_of_domain_topic;08107191;;;;;;;;;;10.201935;7.781852;1;1
10064229;_synset_domain_region_of;08871007;08871007;_member_of_domain_region;10064229;;;;;;;;;;10.437534;1.2362963;1;235
01229938;_hyponym;01231819;01231819;_hypernym;01229938;;;;;;;;;;10.122298;6.766739;1;1
00007846;_hyponym;09621545;09621545;_hypernym;00007846;;;;;;;;;;4.3113484;0.36634666;1;23264
06845599;_member_of_domain_usage;03587715;03192347;_synset_domain_usage_of;06845599;;;;;;;;;;7.519093;7.4688916;1;1
01146576;_hypernym;01145359;01145359;_hyponym;01146576;;;;;;;;;;10.755073;-0.21798123;1;14644
04347754;_hyponym;02755529;02755529;_hypernym;04347754;;;;;;;;;;10.113802;0.24409871;1;12398
12485811;_hypernym;11567411;11567411;_hyponym;12485811;;;;;;;;;;10.142215;6.7848835;1;1
07205946;_hyponym;07206096;07206096;_hypernym;07205946;;;;;;;;;;11.086224;0.11685825;1;7701
11020721;_instance_hypernym;10624540;10624540;_instance_hyponym;11020721;;;;;;;;;;11.235281;3.5957065;1;13
07296428;_hyponym;07416441;07416441;_hypernym;07296428;;;;;;;;;;9.449248;3.0544949;1;197
06350918;_hypernym;06350274;06350274;_hyponym;06350918;;;;;;;;;;11.80765;-1.7854778;1;4672
08571275;_hypernym;08523483;08523483;_hyponym;08571275;;;;;;;;;;10.6853485;1.6807262;1;74
04018399;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;04018399;;;;;;;;;;8.6336975;0.85548216;1;1546
11485582;_part_of;11485367;11485367;_has_part;11485582;;;;;;;;;;12.16493;1.3339155;1;81
12538603;_member_meronym;12540250;12540250;_member_holonym;12538603;;;;;;;;;;11.064219;5.6499634;1;37
08858248;_part_of;09209263;09209263;_has_part;08858248;;;;;;;;;;10.06904;6.3710985;1;2
06329506;_hypernym;06309383;06309383;_hyponym;06329506;;;;;;;;;;11.24779;0.51781857;1;2859
12512947;_member_holonym;12501745;12501745;_member_meronym;12512947;;;;;;;;;;10.664098;8.205088;1;1
03800933;_derivationally_related_form;01707925;01707925;_derivationally_related_form;03800933;;;;;;;;;;10.276146;-0.7524182;1;30525
00464962;_also_see;01430847;01430847;_also_see;00464962;;;;;;;;;;10.202568;4.6662755;1;2
01069190;_derivationally_related_form;00145218;00145218;_derivationally_related_form;01069190;;;;;;;;;;11.001028;4.2602377;1;10
08364959;_hypernym;08366753;08366753;_hyponym;08364959;;;;;;;;;;12.987005;0.14371853;1;4524
04907269;_hyponym;04907991;04907991;_hypernym;04907269;;;;;;;;;;10.118767;2.419636;1;66
01951276;_hypernym;01953810;01953810;_hyponym;01951276;;;;;;;;;;10.987177;0.39353046;1;3676
00351485;_hypernym;00191142;00191142;_hyponym;00351485;;;;;;;;;;10.441076;1.4548405;1;199
09130076;_part_of;08564307;08564307;_has_part;09130076;;;;;;;;;;9.363506;6.690494;1;1
01284444;_synset_domain_region_of;09108164;09108164;_member_of_domain_region;01284444;;;;;;;;;;11.75913;0.20802169;1;2602
00699626;_derivationally_related_form;06511874;06511874;_derivationally_related_form;00699626;;;;;;;;;;10.07917;1.3088253;1;427
08615149;_hyponym;08600992;08600992;_hypernym;08615149;;;;;;;;;;10.817925;-0.17167935;1;14627
02872529;_part_of;03077958;03077958;_has_part;02872529;;;;;;;;;;11.200866;0.46402958;1;3162
10405694;_member_holonym;13837840;13837840;_member_meronym;10405694;;;;;;;;;;10.942128;-0.8159493;1;32125
01217043;_derivationally_related_form;03421117;03421117;_derivationally_related_form;01217043;;;;;;;;;;10.722473;1.2017055;1;1744
09168707;_part_of;09057311;09057311;_has_part;09168707;;;;;;;;;;10.533862;8.187739;1;1
01476685;_synset_domain_topic_of;06037666;06037666;_member_of_domain_topic;01476685;;;;;;;;;;10.107892;1.0181202;1;356
03075191;_derivationally_related_form;06974127;06974127;_derivationally_related_form;03075191;;;;;;;;;;11.161978;2.330664;1;193
01190561;_synset_domain_topic_of;08441203;08441203;_member_of_domain_topic;01190561;;;;;;;;;;10.269139;6.8446403;1;1
00630380;_hyponym;00703512;00703512;_hypernym;00630380;;;;;;;;;;9.606693;5.3710256;1;1
11879722;_hypernym;11878283;11878283;_hyponym;11879722;;;;;;;;;;10.982078;5.686932;1;3
05159495;_hypernym;05159225;05159225;_hyponym;05159495;;;;;;;;;;12.449046;-3.9345336;1;20619
01775879;_member_meronym;01781274;01781274;_member_holonym;01775879;;;;;;;;;;10.307519;5.171874;1;60
03420935;_hypernym;03575691;03575691;_hyponym;03420935;;;;;;;;;;11.9520235;-1.3919696;1;35841
02485631;_derivationally_related_form;03491724;03491724;_derivationally_related_form;02485631;;;;;;;;;;11.2852955;0.08425953;1;9392
01523908;_member_meronym;01584004;01584004;_member_holonym;01523908;;;;;;;;;;10.089258;3.6737385;1;260
10785333;_derivationally_related_form;01766952;01766952;_derivationally_related_form;10785333;;;;;;;;;;10.640478;-0.9269276;1;31037
04433585;_hypernym;02886599;02886599;_hyponym;04433585;;;;;;;;;;11.526138;-0.019747136;1;3782
00518653;_hypernym;00313987;00313987;_hyponym;00518653;;;;;;;;;;11.78308;1.1781137;1;524
10196845;_hypernym;10008716;10008716;_hyponym;10196845;;;;;;;;;;12.197354;-2.0447507;1;5824
02565072;_hypernym;02564720;02564720;_hyponym;02565072;;;;;;;;;;11.395236;-0.7974619;1;23511
12454159;_member_holonym;12454021;12454021;_member_meronym;12454159;;;;;;;;;;12.0160265;4.9588246;1;20
08722645;_instance_hypernym;09399592;09399592;_instance_hyponym;08722645;;;;;;;;;;10.887149;4.5719433;1;8
02388403;_hypernym;00474017;00474017;_hyponym;02388403;;;;;;;;;;11.097828;1.0563049;1;824
00211108;_derivationally_related_form;14536831;14536831;_derivationally_related_form;00211108;;;;;;;;;;10.494131;8.865347;1;1
07519253;_hyponym;07519773;07519773;_hypernym;07519253;;;;;;;;;;9.938147;5.1179686;1;4
01217043;_derivationally_related_form;03525454;03525454;_derivationally_related_form;01217043;;;;;;;;;;10.212803;-0.16889954;1;25677
09051235;_instance_hypernym;08574314;08574314;_instance_hyponym;09051235;;;;;;;;;;9.541977;6.486892;1;1
13928388;_hyponym;13931765;13931765;_hypernym;13928388;;;;;;;;;;10.725373;-0.99376434;1;36454
01941987;_synset_domain_topic_of;00300441;00300441;_member_of_domain_topic;01941987;;;;;;;;;;11.157513;6.516865;1;1
13169219;_member_meronym;12954978;12954978;_member_holonym;13169219;;;;;;;;;;9.466295;6.94694;1;4
03845550;_hyponym;02997773;02783790;_hypernym;03845550;;;;;;;;;;10.381431;10.4793005;1;1
12739801;_member_holonym;12739595;12739595;_member_meronym;12739801;;;;;;;;;;12.163437;1.1606513;1;403
11168645;_instance_hypernym;10292316;10292316;_instance_hyponym;11168645;;;;;;;;;;10.612729;5.4524145;1;1
03804744;_derivationally_related_form;01357831;01357831;_derivationally_related_form;03804744;;;;;;;;;;11.472274;1.5338494;1;212
00650353;_hypernym;00618878;00618878;_hyponym;00650353;;;;;;;;;;10.725696;0.9080601;1;7858
02525866;_member_meronym;02526121;02526121;_member_holonym;02525866;;;;;;;;;;10.639462;2.1957006;1;876
06682494;_hypernym;06682290;06682290;_hyponym;06682494;;;;;;;;;;12.652287;-0.1769428;1;10198
