03804744;_has_part;03501288;03804744;_hypernym;03323703;1.1483289;1;1.1264397;1;1.1757455;1;0.512323952566328
03804744;_has_part;03501288;03804744;_has_part;04184095;1.1483289;1;1.1264397;1;1.4350665;2;1.5765500361629314
03804744;_has_part;03501288;03804744;_has_part;03042829;1.1483289;1;1.1264397;1;1.0943341;2;1.4919742981063089
03804744;_has_part;03501288;01357831;_derivationally_related_form;03804744;1.1483289;1;1.1264397;1;1.2657621;1;0.534774368552356
03804744;_has_part;03501288;04383130;_hypernym;03804744;1.1483289;1;1.1264397;1;1.119369;1;0.49823234221660495
03158885;_has_part;03474896;03158885;_has_part;03520654;1.5823698;1;1.2372197;1;2.0401297;41;40.690596607624805
03158885;_has_part;03474896;03158885;_hypernym;03624134;1.5823698;1;1.2372197;1;1.6229522;5;4.595254972428561
03158885;_has_part;03474896;01441993;_derivationally_related_form;03158885;1.5823698;1;1.2372197;1;1.4063168;1;0.5421738217922252
03158885;_has_part;03474896;03158885;_derivationally_related_form;01441993;1.5823698;1;1.2372197;1;1.6206688;3;2.5947047084358643
11999958;_hypernym;11579418;11911591;_member_meronym;11999958;1.0690284;1;0.5227405;1;8.657892;19621;19620.99970703133
12198628;_hypernym;11575425;12194776;_member_meronym;12198628;1.3731377;1;1.5633287;2;1.7171648;110;108.53838333601568
12198628;_hypernym;11575425;12198628;_member_meronym;12198793;1.3731377;1;1.5633287;2;1.2575421;1;-0.5758564885951544
12536665;_hypernym;11585340;12501745;_member_meronym;12536665;1.0907466;1;1.1215273;1;1.5877045;2;1.6144785586757529
12536665;_hypernym;11585340;12536665;_member_meronym;12536871;1.0907466;1;1.1215273;1;0.43095148;1;0.33390498744276664
11975853;_hypernym;11579418;11911591;_member_meronym;11975853;1.0747726;1;0.8964465;1;1.5996486;1;0.6688973293061287
11975853;_hypernym;11579418;11975853;_member_meronym;11976170;1.0747726;1;0.8964465;1;0.7914907;1;0.4737850972678476
11821777;_hypernym;11573660;11818945;_member_meronym;11821777;0.9329838;1;0.65642846;1;7.3547235;32544;32543.998768506193
15256714;_hypernym;05867413;15256022;_hypernym;15256714;1.7475091;1;1.589292;1;1.6381321;1;0.5122075849650511
15256714;_hypernym;05867413;15256245;_hypernym;15256714;1.7475091;1;1.589292;1;1.5134262;1;0.48104262557464555
15256714;_hypernym;05867413;15256714;_synset_domain_topic_of;00523513;1.7475091;1;1.589292;1;1.4774342;1;0.4720646488535756
02161737;_hypernym;01342529;02159271;_member_meronym;02161737;1.878713;1;1.4377887;6;8.379538;4133;4127.999034355429
15145782;_hypernym;15290337;15145782;_synset_domain_topic_of;00704305;1.1276393;1;1.3701727;1;1.402732;1;0.5081390998934773
15145782;_hypernym;15290337;15147097;_has_part;15145782;1.1276393;1;1.3701727;1;1.6374546;11;10.566425491599896
12513426;_hypernym;11585340;12501745;_member_meronym;12513426;1.3407035;1;0.45371655;1;9.099729;28295;28294.999824204315
02642430;_hypernym;01429349;02642430;_member_meronym;02643713;1.1114385;1;1.3316313;2;1.634432;2;0.5751270171364058
02642430;_hypernym;01429349;02642430;_member_meronym;02642935;1.1114385;1;1.3316313;2;1.2358687;1;-0.5239223737698018
07040148;_hypernym;07037465;07040148;_hypernym;07044917;1.6276017;1;0.85657907;1;9.987242;16199;16198.999891717955
12969670;_hypernym;12969131;12968882;_member_meronym;12969670;1.7438533;1;1.2675636;1;9.418168;31201;31200.999711522298
12321395;_hypernym;12320010;12319687;_member_meronym;12321395;0.99130297;1;1.1233629;1;1.2652434;1;0.535410746217089
12321395;_hypernym;12320010;12321395;_has_part;07774295;0.99130297;1;1.1233629;1;1.0925475;1;0.4922967688315314
12759496;_hypernym;11567411;12758639;_member_meronym;12759496;1.6024642;1;0.8993305;1;8.945677;1772;1771.999679832699
