/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01gv_f;;;;;;;;;;9.9463005;1;13.659537;1;13.606575;2;9.631787;1;1.513237481667584
/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01p7yb;/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01pcq3;;;;;;;;;;9.178026;1;12.613049;1;12.621887;2;9.2951765;2;1.4977903509940138
/m/02f72_;/award/award_category/nominees./award/award_nomination/award_nominee;/m/07r1_;/m/07r1_;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f72_;;;;;;;;;;9.592404;1;13.950395;1;13.73723;1;8.519541;1;0.5530902038417466
/m/09sdmz;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01swck;/m/01swck;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sdmz;;;;;;;;;;8.82021;1;12.425804;1;11.844907;6;6.4800205;52;5.641273856093723
/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/026n4h6;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/074w86;;;;;;;;;;9.224213;1;12.310225;1;12.27771;2;8.836751;1;1.5081279269798986
/m/05zvj3m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/034qzw;/m/05zvj3m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/03lrht;;;;;;;;;;8.671166;1;11.6502905;1;11.644076;2;8.621285;2;1.5015535304622252
/m/05b4l5x;/award/award_category/winners./award/award_honor/award_winner;/m/01yf85;/m/01yf85;/award/award_winner/awards_won./award/award_honor/award;/m/05b4l5x;;;;;;;;;;10.077408;1;11.2507;1;10.747088;1;7.613239;28;0.62330768617433
/m/099jhq;/award/award_category/winners./award/award_honor/award_winner;/m/017149;/m/017149;/award/award_winner/awards_won./award/award_honor/award;/m/099jhq;;;;;;;;;;10.313468;1;11.677135;1;10.976369;6;7.415476;38;5.668357707228115
/m/02z1nbg;/award/award_category/winners./award/award_honor/honored_for;/m/0kvb6p;/m/0kvb6p;/award/award_winning_work/awards_won./award/award_honor/award;/m/02z1nbg;;;;;;;;;;10.490055;1;11.510209;1;10.75208;9;4.7475305;282;8.68094740772018
/m/0jzphpx;/award/award_ceremony/awards_presented./award/award_honor/award;/m/02wh75;/m/02wh75;/award/award_category/winners./award/award_honor/ceremony;/m/0jzphpx;;;;;;;;;;7.6108775;1;10.305424;2;9.952747;4;6.5723367;1;2.587266446099394
/m/034hzj;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/02pqp12;/m/02pqp12;/award/award_category/nominees./award/award_nomination/nominated_for;/m/034hzj;;;;;;;;;;8.453074;1;13.9494915;1;13.232086;1;7.0642915;1;0.6720353949829726
/m/0k5g9;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/0gq_v;/m/0gq_v;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0k5g9;;;;;;;;;;8.8660755;1;13.310136;1;12.199695;1;6.9568777;1;0.7522113570772719
/m/060v34;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/046b0s;/m/060v34;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/086k8;;;;;;;;;;10.926276;1;13.838859;1;13.482582;2;10.893081;2;1.5881387847555062
/m/022yb4;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0bdw6t;/m/0bdw6t;/award/award_category/nominees./award/award_nomination/award_nominee;/m/022yb4;;;;;;;;;;9.816152;1;14.020341;1;12.793969;1;7.635626;1;0.7731829174960637
/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;/m/0h32q;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gqwc;;;;;;;;;;9.522532;1;14.522071;1;14.543139;2;9.411158;1;1.494733051575562
/m/01hxs4;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09qrn4;/m/09qrn4;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01hxs4;;;;;;;;;;9.444463;1;12.923456;1;11.486115;2;6.561792;6;1.8080425114160992
/m/03wd5tk;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0c0tzp;/m/0c0tzp;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03wd5tk;;;;;;;;;;10.296023;1;10.539751;1;9.980485;1;9.329749;1;0.6362827107601018
/m/016gr2;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/018db8;/m/018db8;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/016gr2;;;;;;;;;;8.247479;1;9.831354;2;8.8658905;3;4.1546617;22;1.7242143819067175
/m/01gvyp;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/030p35;/m/030p35;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/01gvyp;;;;;;;;;;11.383417;1;11.313215;2;8.284935;19;3.544761;134;17.953835506072828
/m/06mn7;/award/award_winner/awards_won./award/award_honor/award;/m/040njc;/m/040njc;/award/award_category/winners./award/award_honor/award_winner;/m/06mn7;;;;;;;;;;9.970872;1;14.097377;1;13.228755;2;8.56497;3;1.7044588477950438
/m/05cj4r;/award/award_winner/awards_won./award/award_honor/award;/m/0bfvw2;/m/0bfvw2;/award/award_category/winners./award/award_honor/award_winner;/m/05cj4r;;;;;;;;;;10.0549965;1;13.290085;1;11.965816;2;7.8092446;4;1.7898911289796928
/m/0kryqm;/award/award_winner/awards_won./award/award_honor/award_winner;/m/06lgq8;/m/0kryqm;/award/award_winner/awards_won./award/award_honor/award_winner;/m/06w2yp9;;;;;;;;;;9.392545;1;10.765306;1;10.704182;2;9.704464;2;1.5152764443314775
/m/05lb65;/award/award_winner/awards_won./award/award_honor/award_winner;/m/0308kx;/m/05lb65;/award/award_winner/awards_won./award/award_honor/award_winner;/m/035gjq;;;;;;;;;;9.744666;1;11.433317;1;11.41171;2;9.60263;2;1.5054016395886876
/m/02q3bb;/award/award_winner/awards_won./award/award_honor/award_winner;/m/02rmfm;/m/02q3bb;/award/award_winner/awards_won./award/award_honor/award_winner;/m/04vq3h;;;;;;;;;;9.972874;1;9.663277;1;9.587548;2;9.733406;2;1.5189230616547431
