moe_howard;actedin;income_tax_sappy;juan_carlos_unzué;actedin;income_tax_sappy;juan_carlos_unzué;actedin;sing_a_song_of_six_pants;;;;;;;;;;15.353165;15.663574;5363;6045
moe_howard;actedin;income_tax_sappy;ton_van_engelen;actedin;income_tax_sappy;ton_van_engelen;actedin;sing_a_song_of_six_pants;;;;;;;;;;14.504305;11.892306;3385;4320
moe_howard;actedin;income_tax_sappy;romney_west_virginia;actedin;income_tax_sappy;romney_west_virginia;actedin;sing_a_song_of_six_pants;;;;;;;;;;14.621938;13.5811825;4857;4937
moe_howard;actedin;income_tax_sappy;george_albert_wells;actedin;income_tax_sappy;george_albert_wells;actedin;sing_a_song_of_six_pants;;;;;;;;;;15.221879;13.344957;6246;5267
moe_howard;actedin;income_tax_sappy;phil_neal;actedin;income_tax_sappy;phil_neal;actedin;sing_a_song_of_six_pants;;;;;;;;;;15.296155;11.666506;5209;1900
moe_howard;actedin;income_tax_sappy;philip_gyau;actedin;income_tax_sappy;philip_gyau;actedin;sing_a_song_of_six_pants;;;;;;;;;;12.9236765;11.200468;4193;1771
moe_howard;actedin;income_tax_sappy;lewis_university;actedin;income_tax_sappy;lewis_university;actedin;sing_a_song_of_six_pants;;;;;;;;;;14.074177;12.333994;4478;3245
moe_howard;actedin;income_tax_sappy;matt_hendricks;actedin;income_tax_sappy;matt_hendricks;actedin;sing_a_song_of_six_pants;;;;;;;;;;14.57408;12.592071;5520;5307
moe_howard;actedin;income_tax_sappy;bankstown;actedin;income_tax_sappy;bankstown;actedin;sing_a_song_of_six_pants;;;;;;;;;;14.75433;12.521603;4409;3428
moe_howard;actedin;income_tax_sappy;osael_romero;actedin;income_tax_sappy;osael_romero;actedin;sing_a_song_of_six_pants;;;;;;;;;;13.451843;12.34714;4726;3073
george_scratchley_brown;diedin;bethesda;robert_taylor_(footballer);diedin;bethesda;robert_taylor_(footballer);haswonprize;air_medal;;;;;;;;;;13.203341;12.27504;3581;1090
george_scratchley_brown;diedin;bethesda;san_marino_calcio;diedin;bethesda;san_marino_calcio;haswonprize;air_medal;;;;;;;;;;13.452187;12.480737;1006;459
george_scratchley_brown;diedin;bethesda;where_were_you_when_the_lights_went_out?;diedin;bethesda;where_were_you_when_the_lights_went_out?;haswonprize;air_medal;;;;;;;;;;15.612505;13.923172;11668;5789
george_scratchley_brown;diedin;bethesda;max_brendon_costa_pinheiro;diedin;bethesda;max_brendon_costa_pinheiro;haswonprize;air_medal;;;;;;;;;;16.548304;13.0338335;8307;1097
george_scratchley_brown;diedin;bethesda;fahel;diedin;bethesda;fahel;haswonprize;air_medal;;;;;;;;;;14.240918;11.524599;5638;152
george_scratchley_brown;diedin;bethesda;czechoslovak_war_cross;diedin;bethesda;czechoslovak_war_cross;haswonprize;air_medal;;;;;;;;;;15.579544;13.882656;8990;2642
george_scratchley_brown;diedin;bethesda;al-nahda_club;diedin;bethesda;al-nahda_club;haswonprize;air_medal;;;;;;;;;;13.52225;11.73371;777;5
george_scratchley_brown;diedin;bethesda;békéscsaba;diedin;bethesda;békéscsaba;haswonprize;air_medal;;;;;;;;;;15.824172;13.929852;1837;34
george_scratchley_brown;diedin;bethesda;carl_medjani;diedin;bethesda;carl_medjani;haswonprize;air_medal;;;;;;;;;;13.783442;12.64723;5350;3260
