03804744;_has_part;03501288;00854420;_has_part;03501288;00854420;_has_part;04184095;00854420;_has_part;03042829;01357831;_derivationally_related_form;00854420;04383130;_hypernym;00854420;2.6770325;1.9460933;435;160
03804744;_has_part;03501288;00488225;_has_part;03501288;00488225;_has_part;04184095;00488225;_has_part;03042829;01357831;_derivationally_related_form;00488225;04383130;_hypernym;00488225;2.457889;2.309252;520;608
03804744;_has_part;03501288;03744276;_has_part;03501288;03744276;_has_part;04184095;03744276;_has_part;03042829;01357831;_derivationally_related_form;03744276;04383130;_hypernym;03744276;2.4559364;1.6531296;272;54
03804744;_has_part;03501288;02732798;_has_part;03501288;02732798;_has_part;04184095;02732798;_has_part;03042829;01357831;_derivationally_related_form;02732798;04383130;_hypernym;02732798;3.1341295;1.9571891;1824;271
03804744;_has_part;03501288;09866922;_has_part;03501288;09866922;_has_part;04184095;09866922;_has_part;03042829;01357831;_derivationally_related_form;09866922;04383130;_hypernym;09866922;2.4471564;1.7536631;364;39
03804744;_has_part;03501288;14455700;_has_part;03501288;14455700;_has_part;04184095;14455700;_has_part;03042829;01357831;_derivationally_related_form;14455700;04383130;_hypernym;14455700;2.4885087;1.6477064;154;35
03804744;_has_part;03501288;01940403;_has_part;03501288;01940403;_has_part;04184095;01940403;_has_part;03042829;01357831;_derivationally_related_form;01940403;04383130;_hypernym;01940403;2.604494;2.0229964;759;273
03804744;_has_part;03501288;00257228;_has_part;03501288;00257228;_has_part;04184095;00257228;_has_part;03042829;01357831;_derivationally_related_form;00257228;04383130;_hypernym;00257228;2.1957645;1.6194863;25;109
03804744;_has_part;03501288;03636248;_has_part;03501288;03636248;_has_part;04184095;03636248;_has_part;03042829;01357831;_derivationally_related_form;03636248;04383130;_hypernym;03636248;2.572915;1.7281511;865;175
03804744;_has_part;03501288;06466030;_has_part;03501288;06466030;_has_part;04184095;06466030;_has_part;03042829;01357831;_derivationally_related_form;06466030;04383130;_hypernym;06466030;3.4454522;1.6576571;1421;70
03158885;_has_part;03474896;01572174;_has_part;03474896;01572174;_has_part;03520654;01572174;_hypernym;03624134;01441993;_derivationally_related_form;01572174;01572174;_derivationally_related_form;01441993;2.5991912;1.4870349;391;9
03158885;_has_part;03474896;06836822;_has_part;03474896;06836822;_has_part;03520654;06836822;_hypernym;03624134;01441993;_derivationally_related_form;06836822;06836822;_derivationally_related_form;01441993;2.696041;1.5624609;368;10
