00873603;_also_see;00884778;09545000;_also_see;00884778;00884778;_also_see;09545000;;;;;;;;;;1.9476174202281982e-05;0.6812113523483276;10669;1
00873603;_also_see;00884778;15246853;_also_see;00884778;00884778;_also_see;15246853;;;;;;;;;;1.5708505088696256e-05;0.8092482089996338;17006;2
00873603;_also_see;00884778;10060621;_also_see;00884778;00884778;_also_see;10060621;;;;;;;;;;4.379568053991534e-05;0.9081714749336243;8367;1
00873603;_also_see;00884778;00015498;_also_see;00884778;00884778;_also_see;00015498;;;;;;;;;;0.00011034738417947665;0.8120710849761963;3452;1
00873603;_also_see;00884778;00941974;_also_see;00884778;00884778;_also_see;00941974;;;;;;;;;;0.00010154584742849693;0.862730860710144;1991;1
00873603;_also_see;00884778;09140569;_also_see;00884778;00884778;_also_see;09140569;;;;;;;;;;7.578159420518205e-05;0.7765095829963684;1669;1
00873603;_also_see;00884778;01044114;_also_see;00884778;00884778;_also_see;01044114;;;;;;;;;;0.0005418517393991351;0.926827073097229;238;1
00873603;_also_see;00884778;08415661;_also_see;00884778;00884778;_also_see;08415661;;;;;;;;;;0.0003915179695468396;0.9053522348403931;316;1
00873603;_also_see;00884778;00659112;_also_see;00884778;00884778;_also_see;00659112;;;;;;;;;;0.0002867928415071219;0.833160400390625;665;1
00873603;_also_see;00884778;14665767;_also_see;00884778;00884778;_also_see;14665767;;;;;;;;;;0.00016488689288962632;0.905851423740387;547;1
01460421;_also_see;01244410;02475535;_also_see;01244410;01244410;_also_see;02475535;;;;;;;;;;0.0002879902021959424;0.9332391619682312;312;1
01460421;_also_see;01244410;00967625;_also_see;01244410;01244410;_also_see;00967625;;;;;;;;;;4.89461854158435e-06;0.9938919544219971;32542;1
01460421;_also_see;01244410;09821831;_also_see;01244410;01244410;_also_see;09821831;;;;;;;;;;5.827183940709801e-06;0.9806493520736694;27033;1
01460421;_also_see;01244410;03963294;_also_see;01244410;01244410;_also_see;03963294;;;;;;;;;;0.02345242351293564;0.9622195363044739;5;1
01460421;_also_see;01244410;11283300;_also_see;01244410;01244410;_also_see;11283300;;;;;;;;;;0.0006589256227016449;0.9452071785926819;132;1
01460421;_also_see;01244410;02035656;_also_see;01244410;01244410;_also_see;02035656;;;;;;;;;;0.00039245799416676164;0.975128710269928;435;1
01460421;_also_see;01244410;10242791;_also_see;01244410;01244410;_also_see;10242791;;;;;;;;;;0.0032473430037498474;0.9623944163322449;49;1
01460421;_also_see;01244410;01662434;_also_see;01244410;01244410;_also_see;01662434;;;;;;;;;;0.00021752472093794495;0.9194815158843994;423;1
01460421;_also_see;01244410;00357332;_also_see;01244410;01244410;_also_see;00357332;;;;;;;;;;0.001128710457123816;0.9684462547302246;202;1
01460421;_also_see;01244410;03089014;_also_see;01244410;01244410;_also_see;03089014;;;;;;;;;;0.001008149585686624;0.9812052249908447;163;1
02464693;_also_see;00724081;01921887;_also_see;00724081;00724081;_also_see;01921887;;;;;;;;;;1.7177429981529713e-05;0.9804391264915466;20825;1
02464693;_also_see;00724081;02852920;_also_see;00724081;00724081;_also_see;02852920;;;;;;;;;;0.00011306616215733811;0.892967700958252;1124;1
02464693;_also_see;00724081;02077148;_also_see;00724081;00724081;_also_see;02077148;;;;;;;;;;6.932317046448588e-05;0.9131965637207031;6254;2
02464693;_also_see;00724081;01279631;_also_see;00724081;00724081;_also_see;01279631;;;;;;;;;;6.085864515625872e-05;0.9677596092224121;5910;1
02464693;_also_see;00724081;05483677;_also_see;00724081;00724081;_also_see;05483677;;;;;;;;;;0.00010765607294160873;0.9324469566345215;3818;1
02464693;_also_see;00724081;12756059;_also_see;00724081;00724081;_also_see;12756059;;;;;;;;;;0.00013109541032463312;0.9644888639450073;778;1
02464693;_also_see;00724081;04248607;_also_see;00724081;00724081;_also_see;04248607;;;;;;;;;;6.532240149681456e-06;0.9313725233078003;30507;1
02464693;_also_see;00724081;05681117;_also_see;00724081;00724081;_also_see;05681117;;;;;;;;;;0.0002610442170407623;0.9001798629760742;876;1
02464693;_also_see;00724081;01172441;_also_see;00724081;00724081;_also_see;01172441;;;;;;;;;;1.4992071555752773e-05;0.9190171957015991;10069;1
02464693;_also_see;00724081;03634034;_also_see;00724081;00724081;_also_see;03634034;;;;;;;;;;2.6240741135552526e-05;0.973869264125824;5003;1
00289082;_also_see;01752167;12643473;_also_see;01752167;01752167;_also_see;12643473;;;;;;;;;;0.00048744247760623693;0.9792991280555725;245;1
00289082;_also_see;01752167;00975584;_also_see;01752167;01752167;_also_see;00975584;;;;;;;;;;8.930810872698203e-05;0.959226667881012;3441;1
00289082;_also_see;01752167;04211528;_also_see;01752167;01752167;_also_see;04211528;;;;;;;;;;4.482506847125478e-05;0.9838809967041016;5983;1
00289082;_also_see;01752167;11760128;_also_see;01752167;01752167;_also_see;11760128;;;;;;;;;;3.3303102100035176e-05;0.9096860289573669;5341;1
00289082;_also_see;01752167;03838298;_also_see;01752167;01752167;_also_see;03838298;;;;;;;;;;2.1884239686187357e-05;0.968286395072937;9617;1
00289082;_also_see;01752167;00197772;_also_see;01752167;01752167;_also_see;00197772;;;;;;;;;;0.00011596113472478464;0.9866248369216919;1755;1
00289082;_also_see;01752167;14060929;_also_see;01752167;01752167;_also_see;14060929;;;;;;;;;;4.529036959866062e-05;0.9579803943634033;2259;1
00289082;_also_see;01752167;13627327;_also_see;01752167;01752167;_also_see;13627327;;;;;;;;;;5.580855213338509e-05;0.9495885968208313;1119;1
00289082;_also_see;01752167;04580493;_also_see;01752167;01752167;_also_see;04580493;;;;;;;;;;0.0001721078297123313;0.9604426622390747;1324;1
00289082;_also_see;01752167;04740173;_also_see;01752167;01752167;_also_see;04740173;;;;;;;;;;4.886178794549778e-05;0.9735541343688965;4523;1
01931768;_derivationally_related_form;00815173;06441803;_derivationally_related_form;00815173;00815173;_derivationally_related_form;06441803;;;;;;;;;;9.046023478731513e-05;0.9759730100631714;3436;1
01931768;_derivationally_related_form;00815173;07199191;_derivationally_related_form;00815173;00815173;_derivationally_related_form;07199191;;;;;;;;;;1.2951218195667025e-05;0.9600375890731812;32374;1
01931768;_derivationally_related_form;00815173;01430847;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01430847;;;;;;;;;;0.00031142920488491654;0.9614485502243042;1310;1
01931768;_derivationally_related_form;00815173;00351334;_derivationally_related_form;00815173;00815173;_derivationally_related_form;00351334;;;;;;;;;;3.802070932579227e-05;0.8968763947486877;20473;1
01931768;_derivationally_related_form;00815173;01440344;_derivationally_related_form;00815173;00815173;_derivationally_related_form;01440344;;;;;;;;;;1.942705421242863e-05;0.9841514825820923;16180;1
01931768;_derivationally_related_form;00815173;00660730;_derivationally_related_form;00815173;00815173;_derivationally_related_form;00660730;;;;;;;;;;6.251319064176641e-06;0.956803023815155;37857;1
01931768;_derivationally_related_form;00815173;10722385;_derivationally_related_form;00815173;00815173;_derivationally_related_form;10722385;;;;;;;;;;5.766270260210149e-05;0.951686680316925;15210;1
01931768;_derivationally_related_form;00815173;02019044;_derivationally_related_form;00815173;00815173;_derivationally_related_form;02019044;;;;;;;;;;0.00011192597594344988;0.9648968577384949;1900;1
01931768;_derivationally_related_form;00815173;13994456;_derivationally_related_form;00815173;00815173;_derivationally_related_form;13994456;;;;;;;;;;8.793784218141809e-06;0.9150086641311646;35354;1
01931768;_derivationally_related_form;00815173;13211516;_derivationally_related_form;00815173;00815173;_derivationally_related_form;13211516;;;;;;;;;;9.078127732209396e-06;0.9355812668800354;34104;1
00366691;_derivationally_related_form;04975340;13344664;_derivationally_related_form;04975340;04975340;_derivationally_related_form;13344664;;;;;;;;;;9.048085485119373e-05;0.8738048672676086;6956;1
00366691;_derivationally_related_form;04975340;11109424;_derivationally_related_form;04975340;04975340;_derivationally_related_form;11109424;;;;;;;;;;9.128884266829118e-05;0.9689624309539795;1743;1
00366691;_derivationally_related_form;04975340;08287844;_derivationally_related_form;04975340;04975340;_derivationally_related_form;08287844;;;;;;;;;;0.001301812706515193;0.9377731680870056;95;1
00366691;_derivationally_related_form;04975340;01657524;_derivationally_related_form;04975340;04975340;_derivationally_related_form;01657524;;;;;;;;;;2.4165812646970153e-05;0.9684375524520874;18640;1
00366691;_derivationally_related_form;04975340;14500047;_derivationally_related_form;04975340;04975340;_derivationally_related_form;14500047;;;;;;;;;;0.00010671757627278566;0.8950024247169495;6927;1
