00464513;_also_see;01430111;02192992;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;-0.15230905;-0.11069536;17591;15527
00464513;_also_see;01430111;04779649;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;0.17420764;1.36784;6855;329
00464513;_also_see;01430111;12188635;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;-0.52167594;-0.040493738;27933;9621
00464513;_also_see;01430111;04211356;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;0.50607765;0.46200278;2791;2939
00464513;_also_see;01430111;02219901;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;-0.006207709;0.40879995;10930;2625
00464513;_also_see;01430111;13183489;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;0.043093055;-0.4623527;5871;20229
00464513;_also_see;01430111;06732925;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;0.30595222;0.06087471;5179;8827
00464513;_also_see;01430111;12708293;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;0.23656735;-0.570826;8302;34333
00464513;_also_see;01430111;01161017;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;-0.8577331;0.3268813;37292;4969
00464513;_also_see;01430111;01720496;_also_see;01430111;04784664;_derivationally_related_form;01430111;;;;;;;;;;-0.5436484;-0.6946198;26640;29453
00583239;_also_see;00346991;02462828;_also_see;00346991;02290998;_also_see;02462828;;;;;;;;;;-0.3977206;5.1309886;20927;3
00583239;_also_see;00346991;13510433;_also_see;00346991;02290998;_also_see;13510433;;;;;;;;;;-0.48039508;4.679603;19322;3
00583239;_also_see;00346991;15256245;_also_see;00346991;02290998;_also_see;15256245;;;;;;;;;;-0.08427338;5.00202;13512;5
00583239;_also_see;00346991;07686873;_also_see;00346991;02290998;_also_see;07686873;;;;;;;;;;0.4746162;5.234325;2652;3
00583239;_also_see;00346991;08936303;_also_see;00346991;02290998;_also_see;08936303;;;;;;;;;;-0.14090861;4.3932137;10517;3
00583239;_also_see;00346991;05274247;_also_see;00346991;02290998;_also_see;05274247;;;;;;;;;;-0.50564086;5.4114466;21677;3
00583239;_also_see;00346991;09791530;_also_see;00346991;02290998;_also_see;09791530;;;;;;;;;;-0.0011673183;5.502433;12143;3
00583239;_also_see;00346991;01437888;_also_see;00346991;02290998;_also_see;01437888;;;;;;;;;;-0.17635113;4.2252035;26833;7
00583239;_also_see;00346991;01019524;_also_see;00346991;02290998;_also_see;01019524;;;;;;;;;;-0.048396647;4.9475646;15535;6
00583239;_also_see;00346991;02651014;_also_see;00346991;02290998;_also_see;02651014;;;;;;;;;;0.17704731;3.9883926;6957;7
00644372;_also_see;01688271;01372408;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;0.2482213;0.26513067;5664;4789
00644372;_also_see;01688271;08571139;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-0.38439217;-0.3084381;22271;16186
00644372;_also_see;01688271;01321895;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-0.14277712;-0.038916912;21778;16955
00644372;_also_see;01688271;09977178;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;0.5221161;0.06746788;3684;11190
00644372;_also_see;01688271;10423589;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;0.018028174;-0.608299;20246;37969
00644372;_also_see;01688271;08970064;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-0.26184663;0.14459102;13374;3948
00644372;_also_see;01688271;10019406;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-0.06588331;-0.6284333;17289;35133
00644372;_also_see;01688271;11768505;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-0.57970136;0.17025484;27198;3921
00644372;_also_see;01688271;10607706;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-1.7950933;0.16288859;40460;5034
00644372;_also_see;01688271;13575226;_also_see;01688271;00605516;_also_see;01688271;;;;;;;;;;-0.13301915;-0.7547561;14992;33795
01896478;_also_see;00921014;06125041;_also_see;00921014;01759326;_derivationally_related_form;06125041;;;;;;;;;;-0.2286084;3.3033404;22105;22
01896478;_also_see;00921014;04625284;_also_see;00921014;01759326;_derivationally_related_form;04625284;;;;;;;;;;-0.016715411;4.7719226;11005;2
01896478;_also_see;00921014;02539788;_also_see;00921014;01759326;_derivationally_related_form;02539788;;;;;;;;;;0.9454364;2.8929286;1446;22
01896478;_also_see;00921014;07580053;_also_see;00921014;01759326;_derivationally_related_form;07580053;;;;;;;;;;0.3041192;4.630159;3237;3
01896478;_also_see;00921014;10022908;_also_see;00921014;01759326;_derivationally_related_form;10022908;;;;;;;;;;-0.060648967;4.6126027;8704;2
01896478;_also_see;00921014;12321873;_also_see;00921014;01759326;_derivationally_related_form;12321873;;;;;;;;;;0.068761475;4.38784;10431;9
01896478;_also_see;00921014;02558951;_also_see;00921014;01759326;_derivationally_related_form;02558951;;;;;;;;;;0.36416784;4.3352075;4929;5
01896478;_also_see;00921014;09250678;_also_see;00921014;01759326;_derivationally_related_form;09250678;;;;;;;;;;-0.4528213;3.9284568;19721;3
01896478;_also_see;00921014;04521987;_also_see;00921014;01759326;_derivationally_related_form;04521987;;;;;;;;;;-0.8314835;4.0642624;37256;5
01896478;_also_see;00921014;07081739;_also_see;00921014;01759326;_derivationally_related_form;07081739;;;;;;;;;;0.15669684;3.8672926;9860;8
