/m/06rny;/american_football/football_team/current_roster./american_football/football_roster_position/position;/m/023wyl;/m/06rny;/sports/sports_team/roster./sports/sports_team_roster/position;/m/01r3hr;;;;;;;;;;3.6041594;3.4583728;1;1
/m/02q1tc5;/award/award_category/winners./award/award_honor/award_winner;/m/026dg51;/m/02q1tc5;/award/award_category/nominees./award/award_nomination/award_nominee;/m/026dg51;/m/03ckxdg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02q1tc5;/m/02q1tc5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01b66d;;;;3.6493516;3.4774451;1;1
/m/02wkmx;/award/award_category/winners./award/award_honor/award_winner;/m/049l7;/m/02bxjp;/award/award_winner/awards_won./award/award_honor/award;/m/02wkmx;;;;;;;;;;4.966344;4.8026114;1;1
/m/011ycb;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/04dn09n;/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/011ycb;;;;;;;;;;4.728533;4.3373747;1;1
/m/04ddm4;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05b1610;/m/06d6y;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/04ddm4;/m/04ddm4;/media_common/netflix_title/netflix_genres;/m/01jfsb;/m/01jfsb;/media_common/netflix_genre/titles;/m/04ddm4;;;;5.998086;6.369151;1;1
/m/03np63f;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/02y_rq5;/m/03np63f;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/03d_w3h;;;;;;;;;;6.5439577;6.6363773;1;7
/m/072192;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/0k611;/m/072192;/film/film/country;/m/09c7w0;/m/072192;/film/film/genre;/m/0lsxr;/m/060__y;/film/film_genre/films_in_this_genre;/m/072192;/m/0f4x7;/award/award_category/nominees./award/award_nomination/nominated_for;/m/072192;4.7252483;5.2859583;1;2
/m/011yl_;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/099c8n;/m/09cm54;/award/award_category/winners./award/award_honor/honored_for;/m/011yl_;/m/011yl_;/film/film/featured_film_locations;/m/04jpl;/m/011yl_;/film/film/genre;/m/03q4nz;/m/011yl_;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/027dtxw;4.832713;4.7101374;1;2
/m/0m313;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/0m31m;/m/01tspc6;/award/award_winner/awards_won./award/award_honor/honored_for;/m/0m313;/m/0151w_;/award/award_winner/awards_won./award/award_honor/honored_for;/m/0m313;;;;;;;4.2430344;4.323183;1;1
/m/06yykb;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/01vvb4m;/m/01vvb4m;/film/actor/film./film/performance/film;/m/06yykb;/m/01vvb4m;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/06yykb;/m/06m6p7;/film/actor/film./film/performance/film;/m/06yykb;/m/06yykb;/film/film/distributors./film/film_film_distributor_relationship/distributor;/m/03rwz3;5.5594177;5.791299;1;2
/m/07bx6;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/0284n42;/m/0284n42;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/07bx6;/m/02vxfw_;/film/film_job/films_with_this_crew_job./film/film_crew_gig/film;/m/07bx6;/m/07bx6;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/06mr6;;;;5.103866;5.8354278;1;3
/m/04qp06;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0b6k___;/m/0b6k___;/award/award_category/nominees./award/award_nomination/award_nominee;/m/04qp06;/m/04vmp;/location/location/people_born_here;/m/04qp06;/m/04qp06;/people/person/profession;/m/01d_h8;/m/04qp06;/people/person/languages;/m/03k50;5.321658;5.706342;1;2
/m/027r8p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0ck27z;/m/027r8p;/tv/tv_actor/starring_roles./tv/regular_tv_appearance/series;/m/0180mw;/m/027r8p;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03kcyd;;;;;;;6.062486;6.129302;1;1
/m/0lpjn;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09td7p;/m/0lpjn;/award/award_winner/awards_won./award/award_honor/award_winner;/m/05dbf;/m/04jplwp;/film/film/starring./film/performance/actor;/m/0lpjn;/m/0lpjn;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/05v38p;/m/0lpjn;/film/actor/film./film/performance/film;/m/04jplwp;4.319978;4.5968833;1;1
/m/04ls53;/award/award_nominee/award_nominations./award/award_nomination/award;/m/054krc;/m/05zksls;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04ls53;/m/0fhpv4;/award/award_category/winners./award/award_honor/award_winner;/m/04ls53;;;;;;;5.081643;5.1602798;1;1
/m/0721cy;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/01s81;/m/01s81;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/0721cy;/m/0721cy;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/06j0md;/m/03ccq3s;/award/award_category/nominees./award/award_nomination/award_nominee;/m/0721cy;/m/02pp_q_;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0721cy;5.431574;5.5846252;1;1
/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0gkz3nz;/m/02qfhb;/film/actor/film./film/performance/film;/m/0gkz3nz;/m/0gkz3nz;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/02qfhb;/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01515w;/m/02qfhb;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01p7yb;5.0343738;5.9465775;1;3
