03540267;_synset_domain_region_of;08860123;00942988;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;00942988;00942988;_hypernym;03381126;03381126;_hyponym;00942988;00942988;_hyponym;04254777;0.8163129;0.48327917;2;1.0;0.55035836;3;1.0;0.99426067;2;1.263620376586914;0.5363961600508717;0.7140243959661079
03540267;_synset_domain_region_of;08860123;02592866;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;02592866;02592866;_hypernym;03381126;03381126;_hyponym;02592866;02592866;_hyponym;04254777;0.6978441;0.3620295;2;1.0;0.017440377;8;1.0;0.9961643;2;1.2321114540100098;0.840856868177777;0.7140243959661079
03540267;_synset_domain_region_of;08860123;02639605;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;02639605;02639605;_hypernym;03381126;03381126;_hyponym;02639605;02639605;_hyponym;04254777;0.6011215;0.42534184;3;1.0;0.12319105;5;1.0;0.99844354;2;1.3436415195465088;0.7411674908634064;0.7140243959661079
03540267;_synset_domain_region_of;08860123;08986691;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;08986691;08986691;_hypernym;03381126;03381126;_hyponym;08986691;08986691;_hyponym;04254777;0.9685053;0.92882967;2;1.0;0.6462896;3;1.0;0.9986939;2;1.7902123928070068;0.5290668309518639;0.7140243959661079
03540267;_synset_domain_region_of;08860123;08899351;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;08899351;08899351;_hypernym;03381126;03381126;_hyponym;08899351;08899351;_hyponym;04254777;0.92273796;0.7959366;2;1.0;0.5461917;3;1.0;0.99712914;2;1.5524797439575195;0.5369540326461841;0.7140243959661079
03540267;_synset_domain_region_of;08860123;09691994;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;09691994;09691994;_hypernym;03381126;03381126;_hyponym;09691994;09691994;_hyponym;04254777;0.921248;0.59078914;2;1.0;0.13280399;5;1.0;0.99699867;2;1.3350167274475098;0.7407072599759351;0.7140243959661079
03540267;_synset_domain_region_of;08860123;01178565;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;01178565;01178565;_hypernym;03381126;03381126;_hyponym;01178565;01178565;_hyponym;04254777;0.4975504;0.087966315;11;1.0;0.02693574;19;1.0;0.9941912;2;1.8580052852630615;0.9328722167113941;0.7140243959661079
03540267;_synset_domain_region_of;08860123;10191613;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;10191613;10191613;_hypernym;03381126;03381126;_hyponym;10191613;10191613;_hyponym;04254777;0.7518573;0.7221584;2;1.0;0.56459844;4;1.0;0.99740183;2;1.2640635967254639;0.6516357233964475;0.7140243959661079
03540267;_synset_domain_region_of;08860123;10769459;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;10769459;10769459;_hypernym;03381126;03381126;_hyponym;10769459;10769459;_hyponym;04254777;0.52785087;0.17388904;3;1.0;0.21597089;5;1.0;0.9944094;2;1.1233394145965576;0.7370686958473449;0.7140243959661079
03540267;_synset_domain_region_of;08860123;10388924;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;10388924;10388924;_hypernym;03381126;03381126;_hyponym;10388924;10388924;_hyponym;04254777;0.66894364;0.5442749;3;1.0;0.033150163;12;1.0;0.9886713;2;1.5270562171936035;0.8935186810398538;0.7140243959661079
03540267;_synset_domain_region_of;08860123;00942988;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;00942988;03381126;_hyponym;00942988;00942988;_hyponym;04254777;04254777;_hypernym;00942988;0.8163129;0.48327917;2;1.0;0.55035836;3;1.0;0.9961802;2;1.4985394477844238;0.5365484588782605;0.7140225726914032
03540267;_synset_domain_region_of;08860123;02592866;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;02592866;03381126;_hyponym;02592866;02592866;_hyponym;04254777;04254777;_hypernym;02592866;0.6978441;0.3620295;2;1.0;0.017440377;8;1.0;0.9935148;2;1.3615522384643555;0.840791074619214;0.7140225726914032
03540267;_synset_domain_region_of;08860123;02639605;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;02639605;03381126;_hyponym;02639605;02639605;_hyponym;04254777;04254777;_hypernym;02639605;0.6011215;0.42534184;3;1.0;0.12319105;5;1.0;0.99897707;2;1.1169860363006592;0.7411896435309921;0.7140225726914032
03540267;_synset_domain_region_of;08860123;08986691;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;08986691;03381126;_hyponym;08986691;08986691;_hyponym;04254777;04254777;_hypernym;08986691;0.9685053;0.92882967;2;1.0;0.6462896;3;1.0;0.9962843;2;1.1785359382629395;0.5288720994316353;0.7140225726914032
03540267;_synset_domain_region_of;08860123;08899351;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;08899351;03381126;_hyponym;08899351;08899351;_hyponym;04254777;04254777;_hypernym;08899351;0.92273796;0.7959366;2;1.0;0.5461917;3;1.0;0.9965174;2;1.1274909973144531;0.5369055585934775;0.7140225726914032
03540267;_synset_domain_region_of;08860123;09691994;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;09691994;03381126;_hyponym;09691994;09691994;_hyponym;04254777;04254777;_hypernym;09691994;0.921248;0.59078914;2;1.0;0.13280399;5;1.0;0.997414;2;1.2229852676391602;0.7407245836322646;0.7140225726914032
03540267;_synset_domain_region_of;08860123;01178565;_synset_domain_region_of;08860123;08860123;_member_of_domain_region;01178565;03381126;_hyponym;01178565;01178565;_hyponym;04254777;04254777;_hypernym;01178565;0.4975504;0.087966315;11;1.0;0.02693574;19;1.0;0.99576294;2;1.967231273651123;0.9328887194618275;0.7140225726914032
