00464513;_also_see;01430111;01430111;_also_see;00464513;04821277;_derivationally_related_form;00464513;;;;;;;9.611473;5.946494;1;1
00583239;_also_see;00346991;00583239;_also_see;02505716;00346991;_also_see;00583239;;;;;;;9.626782;7.2539606;1;2
00644372;_also_see;01688271;01688271;_also_see;00644372;;;;;;;;;;10.076052;-0.2936998;1;20985
01896478;_also_see;00921014;01789514;_derivationally_related_form;01896478;01896478;_derivationally_related_form;01789514;;;;;;;9.713631;9.753472;1;1
02397637;_derivationally_related_form;00373544;00373544;_derivationally_related_form;02397637;02397637;_derivationally_related_form;00198451;;;;;;;9.241484;5.427919;1;4
01158872;_derivationally_related_form;00949134;01158872;_derivationally_related_form;00947128;01158872;_derivationally_related_form;10743124;;;;;;;9.161072;9.38829;1;3
06880664;_derivationally_related_form;00135285;06882333;_hypernym;06880664;00135285;_derivationally_related_form;06880664;;;;;;;9.834574;7.3028746;1;1
06183899;_derivationally_related_form;10705615;10705615;_derivationally_related_form;06183899;;;;;;;;;;8.956772;3.3585138;1;15
01602318;_derivationally_related_form;14002279;14002279;_derivationally_related_form;01602318;01602318;_derivationally_related_form;02152212;;;;;;;9.942369;8.292609;1;2
03472232;_derivationally_related_form;00099721;03472232;_derivationally_related_form;00100551;00100551;_derivationally_related_form;03472232;;;;;;;9.993753;9.9674225;1;1
01822724;_derivationally_related_form;13811900;13811900;_derivationally_related_form;01822724;10686073;_derivationally_related_form;01822724;;;;;;;10.322002;-2.0619612;1;40865
07270179;_derivationally_related_form;00508032;07270179;_derivationally_related_form;01588493;01588493;_derivationally_related_form;07270179;;;;;;;9.288733;9.14963;1;1
05148699;_derivationally_related_form;02495922;05148699;_derivationally_related_form;01158872;02495922;_derivationally_related_form;05148699;;;;;;;9.436148;4.073244;1;15
01754105;_derivationally_related_form;00113113;01754105;_derivationally_related_form;03999992;;;;;;;;;;9.097688;9.209109;1;2
04096848;_derivationally_related_form;01127075;01127215;_derivationally_related_form;04096848;01127075;_derivationally_related_form;04096848;;;;;;;9.830212;8.831865;1;1
01628197;_derivationally_related_form;03433877;01628197;_derivationally_related_form;00922144;01867295;_derivationally_related_form;01628197;;;;;;;9.991579;10.150132;1;1
01031256;_derivationally_related_form;00318186;01031256;_derivationally_related_form;10282920;01031256;_derivationally_related_form;06796119;;;;;;;9.45727;9.467006;1;1
01687569;_derivationally_related_form;05844105;01687569;_derivationally_related_form;04928903;05844105;_derivationally_related_form;01687569;;;;;;;9.408189;6.9186563;1;2
01432474;_derivationally_related_form;05301908;05301908;_derivationally_related_form;01432474;;;;;;;;;;9.727442;6.9498825;1;1
09790482;_derivationally_related_form;00644583;09790482;_derivationally_related_form;00643473;;;;;;;;;;9.472304;9.48846;1;2
11447851;_derivationally_related_form;01874875;01874875;_derivationally_related_form;11447851;11447851;_hypernym;11458624;;;;;;;9.849253;5.770633;1;4
00093327;_derivationally_related_form;00068617;00093327;_hypernym;00387310;00068617;_derivationally_related_form;00093327;;;;;;;9.900589;4.954862;1;5
01134781;_derivationally_related_form;00122954;01134781;_derivationally_related_form;10593115;10593115;_derivationally_related_form;01134781;;;;;;;9.763126;10.206404;1;1
01024190;_derivationally_related_form;06763681;01024190;_derivationally_related_form;06766190;01024190;_derivationally_related_form;06613056;;;;;;;8.875248;8.964097;1;3
10724699;_derivationally_related_form;01855155;10724699;_derivationally_related_form;02220461;10724699;_derivationally_related_form;02012344;;;;;;;9.483912;9.339325;1;1
03800933;_derivationally_related_form;01707925;01707925;_derivationally_related_form;03800933;02795978;_hypernym;03800933;;;;;;;9.332571;0.7741532;1;1185
02704349;_derivationally_related_form;03735637;03735637;_derivationally_related_form;02704349;02704349;_derivationally_related_form;00996969;;;;;;;9.186431;5.5167317;1;4
00339085;_derivationally_related_form;00358089;03141702;_derivationally_related_form;00339085;00339085;_hypernym;00338071;;;;;;;9.511614;9.50719;1;1
01097500;_derivationally_related_form;15293590;01097500;_derivationally_related_form;01263711;01097500;_derivationally_related_form;10512201;;;;;;;9.379541;9.319912;1;3
09797113;_derivationally_related_form;00720808;00720808;_derivationally_related_form;09797113;;;;;;;;;;10.242714;1.3118025;1;305
00754873;_derivationally_related_form;04665813;04665813;_derivationally_related_form;00754873;00754873;_also_see;00311663;;;;;;;9.37062;4.767496;1;7
07185870;_derivationally_related_form;01824339;01824532;_derivationally_related_form;07185870;07185870;_derivationally_related_form;01824532;;;;;;;9.846061;9.870142;1;1
01721556;_derivationally_related_form;10201535;10201535;_derivationally_related_form;01721556;07014029;_derivationally_related_form;01721556;;;;;;;8.95472;3.6902351;1;9
05747582;_derivationally_related_form;00682592;00682592;_derivationally_related_form;05747582;05747582;_derivationally_related_form;00682781;;;;;;;10.052552;1.6205411;1;209
00650353;_derivationally_related_form;04748836;00650353;_derivationally_related_form;05748285;00650353;_derivationally_related_form;07366289;;;;;;;8.919286;8.862955;1;3
01052853;_derivationally_related_form;01494310;01711749;_derivationally_related_form;01052853;;;;;;;;;;8.745884;8.865163;1;1
01128193;_derivationally_related_form;04014297;01128193;_derivationally_related_form;01887076;04014297;_derivationally_related_form;01128193;;;;;;;8.610217;3.7060394;1;33
00824292;_derivationally_related_form;06713187;00824292;_derivationally_related_form;06712833;00824292;_derivationally_related_form;06714288;;;;;;;9.834282;9.810669;1;2
04754440;_derivationally_related_form;00684480;00550282;_derivationally_related_form;04754440;04754440;_derivationally_related_form;00550282;;;;;;;9.842811;10.840965;1;1
02618877;_derivationally_related_form;13534608;11553240;_derivationally_related_form;02618877;02618877;_derivationally_related_form;11553240;;;;;;;10.245079;10.438717;1;1
01194483;_derivationally_related_form;04663763;04663763;_derivationally_related_form;01194483;01194483;_derivationally_related_form;04660536;;;;;;;9.692806;-0.47942004;1;27128
04768657;_derivationally_related_form;00404642;04768657;_derivationally_related_form;00480969;;;;;;;;;;9.301975;9.33157;1;1
02431320;_derivationally_related_form;07331400;02431320;_derivationally_related_form;01201429;02431320;_derivationally_related_form;10580030;;;;;;;8.860586;8.978313;1;3
01336587;_derivationally_related_form;10667187;00439588;_also_see;01336587;10667187;_derivationally_related_form;01336587;;;;;;;10.14356;6.5797114;1;1
00318816;_derivationally_related_form;03281935;00318816;_hypernym;00317700;00318816;_derivationally_related_form;00366521;;;;;;;10.588356;10.8906975;1;1
05921868;_derivationally_related_form;00692718;05921868;_synset_domain_topic_of;06162653;;;;;;;;;;10.551327;10.431086;1;1
05249636;_derivationally_related_form;02358034;05249636;_derivationally_related_form;02744651;05535095;_hypernym;05249636;;;;;;;9.904291;9.921591;1;1
06721949;_derivationally_related_form;00941990;00816143;_derivationally_related_form;06721949;00941990;_derivationally_related_form;06721949;;;;;;;9.145824;4.79812;1;6
02915055;_derivationally_related_form;05407119;05407119;_derivationally_related_form;02915055;;;;;;;;;;10.062759;0.8732485;1;590
00152018;_derivationally_related_form;00652346;00652346;_derivationally_related_form;00152018;00152018;_derivationally_related_form;01026095;;;;;;;9.217103;5.464282;1;2
10502950;_derivationally_related_form;01155044;10502950;_hypernym;09853645;;;;;;;;;;10.426023;10.605403;1;1
10771270;_derivationally_related_form;01041415;10771270;_derivationally_related_form;01446901;;;;;;;;;;9.739786;9.934679;1;2
02409941;_derivationally_related_form;06520944;06520944;_derivationally_related_form;02409941;;;;;;;;;;9.796284;1.6928148;1;471
10014939;_derivationally_related_form;02443049;10014939;_derivationally_related_form;00594836;10014939;_derivationally_related_form;02439501;;;;;;;9.196762;9.380234;1;3
05697363;_derivationally_related_form;00336831;05697363;_derivationally_related_form;00338817;00336831;_derivationally_related_form;05697363;;;;;;;10.690638;-0.9107711;1;35786
14042423;_derivationally_related_form;01569181;14042423;_has_part;14041256;14042423;_derivationally_related_form;00359511;;;;;;;9.719997;9.573156;1;2
01800422;_derivationally_related_form;00271263;01800422;_derivationally_related_form;06716796;00271263;_derivationally_related_form;01800422;;;;;;;9.193928;4.8375473;1;10
07363346;_derivationally_related_form;01970826;07362386;_hypernym;07363346;01970826;_derivationally_related_form;07363346;;;;;;;10.654407;7.358327;1;1
07154330;_derivationally_related_form;02937108;07154330;_derivationally_related_form;00980453;07154330;_derivationally_related_form;03004358;;;;;;;9.633424;9.857262;1;2
02394822;_hypernym;01862557;02394822;_member_meronym;02396667;;;;;;;;;;6.720949;6.2328506;1;2
12299988;_hypernym;11562747;12299988;_member_meronym;12309403;12299988;_member_meronym;12302418;;;;;;;7.250697;7.2979937;1;1
