moe_howard;actedin;income_tax_sappy;juan_carlos_unzué;actedin;income_tax_sappy;juan_carlos_unzué;actedin;brideless_groom;10.971672;15.353165;5363;8.794228;13.178167;5259;7.730259;10.913376;3269;40.115113735198975;0.37857119581751386;0.7096706005424755
moe_howard;actedin;income_tax_sappy;ton_van_engelen;actedin;income_tax_sappy;ton_van_engelen;actedin;brideless_groom;12.378328;14.504305;3385;9.740488;12.698933;4576;7.911495;8.659205;114;41.735066413879395;0.9753021639438406;0.7096706005424755
moe_howard;actedin;income_tax_sappy;romney_west_virginia;actedin;income_tax_sappy;romney_west_virginia;actedin;brideless_groom;11.487765;14.621938;4857;10.55679;13.759279;4954;8.305557;9.538037;696;37.94091081619263;0.859706405328072;0.7096706005424755
moe_howard;actedin;income_tax_sappy;george_albert_wells;actedin;income_tax_sappy;george_albert_wells;actedin;brideless_groom;10.893457;15.221879;6246;9.157787;13.896097;6340;7.8609705;10.18956;3336;36.10760164260864;0.4739709820851057;0.7096706005424755
moe_howard;actedin;income_tax_sappy;phil_neal;actedin;income_tax_sappy;phil_neal;actedin;brideless_groom;10.886457;15.296155;5209;8.793252;13.178173;4724;7.068284;9.734455;2346;37.961198568344116;0.5035920921345115;0.7096706005424755
moe_howard;actedin;income_tax_sappy;philip_gyau;actedin;income_tax_sappy;philip_gyau;actedin;brideless_groom;10.568836;12.9236765;4193;8.667712;11.437392;4432;8.660059;10.380489;2443;27.054494619369507;0.44894902938582065;0.7096706005424755
moe_howard;actedin;income_tax_sappy;lewis_university;actedin;income_tax_sappy;lewis_university;actedin;brideless_groom;11.257708;14.074177;4478;10.855087;13.355104;3630;9.056705;10.035995;69;35.89428210258484;0.9812575974122295;0.7096706005424755
moe_howard;actedin;income_tax_sappy;matt_hendricks;actedin;income_tax_sappy;matt_hendricks;actedin;brideless_groom;10.876102;14.57408;5520;9.017138;12.970974;5472;8.517112;10.568987;2337;39.714229583740234;0.5730842431839402;0.7096706005424755
moe_howard;actedin;income_tax_sappy;bankstown;actedin;income_tax_sappy;bankstown;actedin;brideless_groom;11.408134;14.75433;4409;10.205219;13.443607;5042;7.974229;8.710376;120;35.40949034690857;0.976396524937661;0.7096706005424755
moe_howard;actedin;income_tax_sappy;osael_romero;actedin;income_tax_sappy;osael_romero;actedin;brideless_groom;10.676839;13.451843;4726;9.573561;12.6809025;4857;7.896204;8.857182;361;34.18299889564514;0.9258757711960605;0.7096706005424755
moe_howard;actedin;income_tax_sappy;juan_carlos_unzué;actedin;income_tax_sappy;juan_carlos_unzué;actedin;boobs_in_arms;10.971672;15.353165;5363;8.794228;13.178167;5259;7.8576508;11.00511;3177;0.9924476146697998;0.3960634728741532;0.6606593042928786
