/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;/m/0gkts9;/award/award_category/winners./award/award_honor/award_winner;/m/03z509;/m/03z509;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gkts9;/m/06w7mlh;/award/award_winning_work/awards_won./award/award_honor/award;/m/0gkts9;/m/0gkts9;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01gv_f;9.9463005;1;13.659538;1;12.979312;2;7.296284;6;1.66378920914798
/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01p7yb;/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01pcq3;/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/02g9z1;/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/0509bl;/m/0bfvw2;/award/award_category/nominees./award/award_nomination/award_nominee;/m/03z509;9.178026;1;12.640593;1;12.567535;5;9.692625;5;4.518256174425658
/m/02f72_;/award/award_category/nominees./award/award_nomination/award_nominee;/m/07r1_;/m/02f72_;/award/award_category/winners./award/award_honor/award_winner;/m/07r1_;/m/07r1_;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f72_;/m/02f72_;/award/award_category/nominees./award/award_nomination/award_nominee;/m/016vn3;;;;9.592404;1;14.085878;1;13.5758505;2;8.403276;2;1.6248130114430697
/m/09sdmz;/award/award_category/nominees./award/award_nomination/award_nominee;/m/01swck;/m/01swck;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sdmz;/m/09sdmz;/award/award_category/nominees./award/award_nomination/award_nominee;/m/06cgy;;;;;;;8.82021;1;12.4273815;1;11.751088;7;5.813404;92;6.662910915238138
/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/026n4h6;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0dj0m5;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/074w86;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0gc_c_;/m/05b1610;/award/award_category/nominees./award/award_nomination/nominated_for;/m/03tn80;9.224213;1;12.325464;1;12.291805;5;9.286149;3;4.508413950979772
/m/05zvj3m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/034qzw;/m/034qzw;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05zvj3m;/m/034qrh;/award/award_nominated_work/award_nominations./award/award_nomination/award;/m/05zvj3m;/m/018grr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05zvj3m;/m/05zvj3m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/03lrht;8.671166;1;11.666778;1;11.188936;2;6.419488;7;1.6172380180487331
/m/05b4l5x;/award/award_category/winners./award/award_honor/award_winner;/m/01yf85;/m/01yf85;/award/award_winner/awards_won./award/award_honor/award;/m/05b4l5x;/m/01yf85;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05b4l5x;/m/02q7yfq;/award/award_winning_work/awards_won./award/award_honor/award;/m/05b4l5x;/m/05b4l5x;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02q7yfq;10.077408;1;11.208289;1;10.457902;1;5.8839674;80;0.6792630604704911
/m/099jhq;/award/award_category/winners./award/award_honor/award_winner;/m/017149;/m/017149;/award/award_winner/awards_won./award/award_honor/award;/m/099jhq;;;;;;;;;;10.313468;1;11.645891;1;10.973615;6;7.9935284;19;5.662012717375852
/m/02z1nbg;/award/award_category/winners./award/award_honor/honored_for;/m/0kvb6p;/m/0kvb6p;/award/award_winning_work/awards_won./award/award_honor/award;/m/02z1nbg;;;;;;;;;;10.490055;1;11.495126;1;10.78188;9;5.0109267;318;8.671117875784322
/m/0jzphpx;/award/award_ceremony/awards_presented./award/award_honor/award;/m/02wh75;/m/02wh75;/award/award_category/winners./award/award_honor/ceremony;/m/0jzphpx;/m/0jzphpx;/award/award_ceremony/awards_presented./award/award_honor/award;/m/01by1l;/m/0jzphpx;/award/award_ceremony/awards_presented./award/award_honor/award;/m/03x3wf;/m/0jzphpx;/award/award_ceremony/awards_presented./award/award_honor/award;/m/01c4_6;7.6108775;1;10.300209;2;9.878256;7;6.7902975;6;5.603950539180629
