00464513;_also_see;01430111;11081828;_also_see;01430111;01430111;_also_see;00464513;-0.029377159;11325;[-0.17538188];[0.24011126];[0.41549313];0.4154930472373962
00464513;_also_see;01430111;15122231;_also_see;01430111;01430111;_also_see;00464513;-0.36956304;27424;[-0.4798339];[-0.06434086];[0.41549304];0.4154930472373962
00464513;_also_see;01430111;01137138;_also_see;01430111;01430111;_also_see;00464513;0.1566596;10655;[0.12812656];[0.54361963];[0.41549307];0.4154930472373962
00464513;_also_see;01430111;01498498;_also_see;01430111;01430111;_also_see;00464513;-0.34052986;18469;[-0.5980643];[-0.18257128];[0.415493];0.4154930472373962
00464513;_also_see;01430111;03781787;_also_see;01430111;01430111;_also_see;00464513;-0.059618965;13667;[-0.07083499];[0.34465796];[0.41549295];0.4154930472373962
00464513;_also_see;01430111;08139000;_also_see;01430111;01430111;_also_see;00464513;-0.022900507;15498;[-0.12091099];[0.29458213];[0.41549313];0.4154930472373962
00464513;_also_see;01430111;01236173;_also_see;01430111;01430111;_also_see;00464513;-0.27147493;15993;[-0.4004966];[0.01499642];[0.415493];0.4154930472373962
00464513;_also_see;01430111;02614812;_also_see;01430111;01430111;_also_see;00464513;0.13239825;9392;[0.06695522];[0.4824482];[0.41549298];0.4154930472373962
00464513;_also_see;01430111;01164273;_also_see;01430111;01430111;_also_see;00464513;0.10000348;11087;[-0.05987966];[0.3556134];[0.41549307];0.4154930472373962
00464513;_also_see;01430111;08944818;_also_see;01430111;01430111;_also_see;00464513;-0.27729362;15191;[-0.50729966];[-0.09180659];[0.41549307];0.4154930472373962
00464513;_also_see;01430111;11081828;_also_see;01430111;00464513;_also_see;01925372;-0.029377159;11325;[0.26079473];[0.59248567];[0.33169094];0.3316909193992615
00464513;_also_see;01430111;15122231;_also_see;01430111;00464513;_also_see;01925372;-0.36956304;27424;[-0.6123272];[-0.2806363];[0.3316909];0.3316909193992615
00464513;_also_see;01430111;01137138;_also_see;01430111;00464513;_also_see;01925372;0.1566596;10655;[-0.79539675];[-0.46370584];[0.3316909];0.3316909193992615
00464513;_also_see;01430111;01498498;_also_see;01430111;00464513;_also_see;01925372;-0.34052986;18469;[-0.73100275];[-0.39931172];[0.33169103];0.3316909193992615
00464513;_also_see;01430111;03781787;_also_see;01430111;00464513;_also_see;01925372;-0.059618965;13667;[-0.44103685];[-0.1093459];[0.33169097];0.3316909193992615
00464513;_also_see;01430111;08139000;_also_see;01430111;00464513;_also_see;01925372;-0.022900507;15498;[-0.33464107];[-0.00295015];[0.3316909];0.3316909193992615
00464513;_also_see;01430111;01236173;_also_see;01430111;00464513;_also_see;01925372;-0.27147493;15993;[-0.39782518];[-0.06613425];[0.33169094];0.3316909193992615
00464513;_also_see;01430111;02614812;_also_see;01430111;00464513;_also_see;01925372;0.13239825;9392;[-0.12464901];[0.20704187];[0.33169088];0.3316909193992615
00464513;_also_see;01430111;01164273;_also_see;01430111;00464513;_also_see;01925372;0.10000348;11087;[0.49742618];[0.829117];[0.33169082];0.3316909193992615
00464513;_also_see;01430111;08944818;_also_see;01430111;00464513;_also_see;01925372;-0.27729362;15191;[-0.83771765];[-0.50602674];[0.3316909];0.3316909193992615
00464513;_also_see;01430111;11081828;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.029377159;11325;[0.05312219];[0.3140185];[0.2608963];0.2608962744474411
00464513;_also_see;01430111;15122231;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.36956304;27424;[-0.11073784];[0.1501584];[0.26089624];0.2608962744474411
00464513;_also_see;01430111;01137138;_also_see;01430111;00464513;_derivationally_related_form;04821277;0.1566596;10655;[-0.35383463];[-0.09293826];[0.26089638];0.2608962744474411
00464513;_also_see;01430111;01498498;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.34052986;18469;[-1.1792579];[-0.9183618];[0.2608961];0.2608962744474411
00464513;_also_see;01430111;03781787;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.059618965;13667;[-0.21740672];[0.04348961];[0.26089633];0.2608962744474411
00464513;_also_see;01430111;08139000;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.022900507;15498;[-0.5617305];[-0.30083427];[0.26089624];0.2608962744474411
00464513;_also_see;01430111;01236173;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.27147493;15993;[-0.26776332];[-0.0068671];[0.2608962];0.2608962744474411
00464513;_also_see;01430111;02614812;_also_see;01430111;00464513;_derivationally_related_form;04821277;0.13239825;9392;[-0.42507666];[-0.16418031];[0.26089635];0.2608962744474411
00464513;_also_see;01430111;01164273;_also_see;01430111;00464513;_derivationally_related_form;04821277;0.10000348;11087;[-0.28227282];[-0.02137652];[0.2608963];0.2608962744474411
00464513;_also_see;01430111;08944818;_also_see;01430111;00464513;_derivationally_related_form;04821277;-0.27729362;15191;[-1.3717239];[-1.1108276];[0.26089633];0.2608962744474411
00464513;_also_see;01430111;11081828;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.029377159;11325;[0.03318304];[0.29369572];[0.26051268];0.2605126082897186
00464513;_also_see;01430111;15122231;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.36956304;27424;[-0.06801336];[0.19249927];[0.26051262];0.2605126082897186
00464513;_also_see;01430111;01137138;_also_see;01430111;04821277;_derivationally_related_form;00464513;0.1566596;10655;[-0.3142125];[-0.05369996];[0.26051253];0.2605126082897186
00464513;_also_see;01430111;01498498;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.34052986;18469;[-1.1777179];[-0.9172052];[0.2605127];0.2605126082897186
00464513;_also_see;01430111;03781787;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.059618965;13667;[-0.19865061];[0.06186193];[0.26051253];0.2605126082897186
00464513;_also_see;01430111;08139000;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.022900507;15498;[-0.5776669];[-0.31715432];[0.26051256];0.2605126082897186
00464513;_also_see;01430111;01236173;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.27147493;15993;[-0.23061879];[0.02989388];[0.26051265];0.2605126082897186
00464513;_also_see;01430111;02614812;_also_see;01430111;04821277;_derivationally_related_form;00464513;0.13239825;9392;[-0.4131521];[-0.15263954];[0.26051256];0.2605126082897186
00464513;_also_see;01430111;01164273;_also_see;01430111;04821277;_derivationally_related_form;00464513;0.10000348;11087;[-0.2715873];[-0.01107466];[0.26051265];0.2605126082897186
00464513;_also_see;01430111;08944818;_also_see;01430111;04821277;_derivationally_related_form;00464513;-0.27729362;15191;[-1.3971899];[-1.1366773];[0.2605126];0.2605126082897186
00464513;_also_see;01430111;11081828;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.029377159;11325;[-0.23386954];[0.01019643];[0.24406597];0.24406591355800628
00464513;_also_see;01430111;15122231;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.36956304;27424;[-0.03259282];[0.21147303];[0.24406585];0.24406591355800628
00464513;_also_see;01430111;01137138;_also_see;01430111;02753642;_derivationally_related_form;00464513;0.1566596;10655;[-1.021226];[-0.77716017];[0.24406588];0.24406591355800628
00464513;_also_see;01430111;01498498;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.34052986;18469;[-1.7077694];[-1.4637034];[0.244066];0.24406591355800628
00464513;_also_see;01430111;03781787;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.059618965;13667;[-0.7201834];[-0.47611737];[0.244066];0.24406591355800628
00464513;_also_see;01430111;08139000;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.022900507;15498;[-0.8693585];[-0.62529266];[0.24406582];0.24406591355800628
00464513;_also_see;01430111;01236173;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.27147493;15993;[-0.29928285];[-0.05521688];[0.24406597];0.24406591355800628
00464513;_also_see;01430111;02614812;_also_see;01430111;02753642;_derivationally_related_form;00464513;0.13239825;9392;[-0.66331816];[-0.41925228];[0.24406588];0.24406591355800628
00464513;_also_see;01430111;01164273;_also_see;01430111;02753642;_derivationally_related_form;00464513;0.10000348;11087;[-0.840559];[-0.5964931];[0.24406588];0.24406591355800628
00464513;_also_see;01430111;08944818;_also_see;01430111;02753642;_derivationally_related_form;00464513;-0.27729362;15191;[-1.7929178];[-1.548852];[0.24406588];0.24406591355800628
00464513;_also_see;01430111;11081828;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.029377159;11325;[-0.19923277];[0.04446863];[0.2437014];0.24370137304067613
00464513;_also_see;01430111;15122231;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.36956304;27424;[-0.09108083];[0.15262043];[0.24370126];0.24370137304067613
00464513;_also_see;01430111;01137138;_also_see;01430111;00464513;_derivationally_related_form;02753642;0.1566596;10655;[-1.0795262];[-0.8358247];[0.24370146];0.24370137304067613
00464513;_also_see;01430111;01498498;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.34052986;18469;[-1.7243265];[-1.4806252];[0.24370134];0.24370137304067613
00464513;_also_see;01430111;03781787;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.059618965;13667;[-0.75615937];[-0.5124579];[0.24370146];0.24370137304067613
00464513;_also_see;01430111;08139000;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.022900507;15498;[-0.84366786];[-0.5999665];[0.24370134];0.24370137304067613
00464513;_also_see;01430111;01236173;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.27147493;15993;[-0.35752437];[-0.113823];[0.24370137];0.24370137304067613
00464513;_also_see;01430111;02614812;_also_see;01430111;00464513;_derivationally_related_form;02753642;0.13239825;9392;[-0.68595815];[-0.44225672];[0.24370143];0.24370137304067613
00464513;_also_see;01430111;01164273;_also_see;01430111;00464513;_derivationally_related_form;02753642;0.10000348;11087;[-0.87479997];[-0.6310986];[0.24370134];0.24370137304067613
00464513;_also_see;01430111;08944818;_also_see;01430111;00464513;_derivationally_related_form;02753642;-0.27729362;15191;[-1.7690494];[-1.5253481];[0.24370134];0.24370137304067613
00464513;_also_see;01430111;11081828;_also_see;01430111;04745932;_derivationally_related_form;00464513;-0.029377159;11325;[0.18063997];[0.42666006];[0.2460201];0.24602007120847702
00464513;_also_see;01430111;15122231;_also_see;01430111;04745932;_derivationally_related_form;00464513;-0.36956304;27424;[-0.27488577];[-0.02886555];[0.24602023];0.24602007120847702
00464513;_also_see;01430111;01137138;_also_see;01430111;04745932;_derivationally_related_form;00464513;0.1566596;10655;[-0.53343284];[-0.28741282];[0.24602002];0.24602007120847702
00464513;_also_see;01430111;01498498;_also_see;01430111;04745932;_derivationally_related_form;00464513;-0.34052986;18469;[-0.65394545];[-0.4079253];[0.24602014];0.24602007120847702
00464513;_also_see;01430111;03781787;_also_see;01430111;04745932;_derivationally_related_form;00464513;-0.059618965;13667;[-0.45920587];[-0.21318585];[0.24602002];0.24602007120847702
00464513;_also_see;01430111;08139000;_also_see;01430111;04745932;_derivationally_related_form;00464513;-0.022900507;15498;[-0.42373854];[-0.1777185];[0.24602003];0.24602007120847702
00464513;_also_see;01430111;01236173;_also_see;01430111;04745932;_derivationally_related_form;00464513;-0.27147493;15993;[-0.38334668];[-0.13732666];[0.24602002];0.24602007120847702
00464513;_also_see;01430111;02614812;_also_see;01430111;04745932;_derivationally_related_form;00464513;0.13239825;9392;[-0.05127506];[0.194745];[0.24602006];0.24602007120847702
