00464513;_also_see;01430111;04821277;_derivationally_related_form;00464513;9.611465;1;9.7499;1;-4.839872405426594
00583239;_also_see;00346991;02505716;_also_see;00583239;9.626777;1;9.880889;1;-6.865962883255712
00644372;_also_see;01688271;01866535;_also_see;00644372;10.0760565;1;10.403086;1;-1.2186182383559718
01896478;_also_see;00921014;01343918;_also_see;00921014;9.713633;1;9.940801;1;-7.050570805111686
02397637;_derivationally_related_form;00373544;02554797;_hypernym;02397637;9.241494;1;9.390057;1;-2.3495643143841782
01158872;_derivationally_related_form;00949134;00949619;_hypernym;00949134;9.161069;1;9.131459;1;-4.307172632534071
06880664;_derivationally_related_form;00135285;06366581;_derivationally_related_form;00135285;9.834575;1;9.89914;1;-4.692711385259745
06183899;_derivationally_related_form;10705615;00703310;_synset_domain_topic_of;06183899;8.956778;1;9.1567135;1;-2.6210295267712667
01057034;_derivationally_related_form;01253379;01253379;_derivationally_related_form;01057034;10.7962675;1;-0.25073054;15194;-1.0000199574861206
01602318;_derivationally_related_form;14002279;02673134;_derivationally_related_form;14002279;9.942368;1;10.138291;1;-3.5439200429787965
03472232;_derivationally_related_form;00099721;00100551;_derivationally_related_form;03472232;9.993754;1;9.924943;1;-16.063455610563505
01822724;_derivationally_related_form;13811900;13811900;_derivationally_related_form;01822724;10.322002;1;-3.4190383;40785;-1.0000323276806582
07270179;_derivationally_related_form;00508032;06798750;_derivationally_related_form;00508032;9.2887335;1;9.063073;1;-9.361898863790952
05148699;_derivationally_related_form;02495922;00931555;_also_see;02495922;9.436151;1;9.621522;1;-4.815783168568367
01754105;_derivationally_related_form;00113113;03999992;_derivationally_related_form;01754105;9.097686;1;9.293724;1;-6.078435359906234
01417451;_derivationally_related_form;00182406;00190023;_hypernym;00182406;9.400383;1;9.638639;1;-1.1114277627165854
04096848;_derivationally_related_form;01127075;01478002;_derivationally_related_form;04096848;9.830207;1;10.19425;1;-1.5252939282426317
01628197;_derivationally_related_form;03433877;01867295;_derivationally_related_form;01628197;9.991586;1;9.947984;1;-1.2971572598412462
01031256;_derivationally_related_form;00318186;06264398;_derivationally_related_form;01031256;9.457264;1;9.351751;1;-1.4613466079150788
01687569;_derivationally_related_form;05844105;01666894;_derivationally_related_form;05844105;9.408194;1;9.6670265;1;-11.042194158438349
01432474;_derivationally_related_form;05301908;05302499;_derivationally_related_form;01432474;9.727437;1;10.071759;1;-13.438252803012329
09790482;_derivationally_related_form;00644583;00729109;_hypernym;00644583;9.472306;1;9.486291;1;-1.392884683806356
11447851;_derivationally_related_form;01874875;01650425;_derivationally_related_form;11447851;9.849248;1;10.233869;1;-6.114047100512656
00093327;_derivationally_related_form;00068617;00068617;_derivationally_related_form;00093327;9.900584;1;6.5059423;3;-1.0000489507168069
03008207;_derivationally_related_form;14855724;00072012;_derivationally_related_form;14855724;10.31653;1;10.414117;1;-44.657715304786976
06203758;_derivationally_related_form;10502950;01155044;_derivationally_related_form;10502950;10.707439;1;10.873228;1;-21.455541943435932
01134781;_derivationally_related_form;00122954;01137138;_derivationally_related_form;00122954;9.763129;1;10.034984;1;-58.502569046709795
01024190;_derivationally_related_form;06763681;01023259;_derivationally_related_form;06763681;8.875243;1;9.113035;1;-5.304501188501934
00007328;_derivationally_related_form;10803193;10803193;_derivationally_related_form;00007328;10.309784;1;-0.56697315;27675;-1.0000249045791536
10724699;_derivationally_related_form;01855155;01435380;_derivationally_related_form;10724699;9.483914;1;9.510873;1;-5.495551460485136
03800933;_derivationally_related_form;01707925;02803349;_hypernym;03800933;9.332565;1;9.307238;1;-1.8204196674553639
02704349;_derivationally_related_form;03735637;00489837;_derivationally_related_form;03735637;9.18643;1;9.38136;1;-1.012910909201494
00339085;_derivationally_related_form;00358089;03141702;_derivationally_related_form;00339085;9.511609;1;9.6917925;1;-10.117510440893215
07411350;_derivationally_related_form;02033295;08681222;_derivationally_related_form;02033295;9.809335;1;9.850458;1;-1.5570218120014634
01097500;_derivationally_related_form;15293590;01097192;_derivationally_related_form;15293590;9.37954;1;9.3042;1;-8.853334885209943
09797113;_derivationally_related_form;00720808;05805277;_derivationally_related_form;00720808;10.242718;1;10.594076;1;-2.0959112421631483
