05395690;_has_part;05508943;05508943;_part_of;05395690;3.6391187;1;3.8359144;1;4.1741724;7;6.583767315157648
05395690;_has_part;05508943;05395690;_hyponym;02399942;3.6391187;1;3.8359144;1;3.7664638;1;0.48264432132806573
05395690;_has_part;05508943;02733187;_derivationally_related_form;05395690;3.6391187;1;3.8359144;1;3.7173777;1;0.47040047266250024
05395690;_has_part;05508943;05367912;_part_of;05395690;3.6391187;1;3.8359144;1;3.7585301;1;0.4806635900519363
05395690;_has_part;05508943;05298729;_hyponym;05395690;3.6391187;1;3.8359144;1;3.863455;1;0.5068847357755729
05395690;_has_part;05508943;02399424;_hypernym;05395690;3.6391187;1;3.8359144;1;3.7638364;1;0.4819882998506138
05395690;_has_part;05508943;05395690;_derivationally_related_form;02733187;3.6391187;1;3.8359144;1;3.8809714;1;0.5112623593022794
05395690;_has_part;05508943;05395690;_hyponym;02399424;3.6391187;1;3.8359144;1;3.7002344;1;0.46613195055893963
05395690;_has_part;05508943;05395690;_has_part;05345581;3.6391187;1;3.8359144;1;3.6161635;2;1.4452822978865214
05395690;_has_part;05508943;05395690;_has_part;05367735;3.6391187;1;3.8359144;1;3.5701885;2;1.4339566917581137
05395690;_has_part;05508943;05395690;_hypernym;05298729;3.6391187;1;3.8359144;1;3.8778758;1;0.5104888188950745
05395690;_has_part;05508943;05395690;_hyponym;02399791;3.6391187;1;3.8359144;1;3.5884106;1;0.43843800453477233
05395690;_has_part;05508943;02399648;_hypernym;05395690;3.6391187;1;3.8359144;1;3.748754;1;0.47822369711262475
05395690;_has_part;05508943;05395690;_hyponym;02399648;3.6391187;1;3.8359144;1;3.889612;2;1.5134211717515864
05395690;_has_part;05508943;05395690;_has_part;05367912;3.6391187;1;3.8359144;1;3.6563613;2;1.4552319516225924
05395690;_has_part;05508943;05395690;_part_of;05532225;3.6391187;1;3.8359144;1;3.731329;1;0.4738774543043378
05395690;_has_part;05508943;05345581;_part_of;05395690;3.6391187;1;3.8359144;1;3.7186139;1;0.47070845090096186
05395690;_has_part;05508943;02399791;_hypernym;05395690;3.6391187;1;3.8359144;1;4.1265774;1;0.5721584395153135
05395690;_has_part;05508943;05532225;_has_part;05395690;3.6391187;1;3.8359144;1;3.5169325;1;0.4209238900756191
05395690;_has_part;05508943;02399942;_hypernym;05395690;3.6391187;1;3.8359144;1;3.7816663;1;0.48644130130512697
05464685;_has_part;05468523;05468523;_part_of;05464685;4.2284546;1;4.0566564;1;5.804938;140;139.8517359151031
05464685;_has_part;05468523;05464685;_hypernym;05238036;4.2284546;1;4.0566564;1;3.9446638;1;0.472031077478434
05464685;_has_part;05468523;05238036;_hyponym;05464685;4.2284546;1;4.0566564;1;4.1556935;1;0.5247390750921225
02581957;_has_part;07778938;07778938;_part_of;02581957;3.6838005;1;3.6748798;1;4.426175;1;0.6794608791603557
02581957;_has_part;07778938;09078231;_member_of_domain_region;02581957;3.6838005;1;3.6748798;1;3.678401;1;0.5008803000891269
02581957;_has_part;07778938;02581957;_synset_domain_region_of;09078231;3.6838005;1;3.6748798;1;3.472653;1;0.4496148750607242
02581957;_has_part;07778938;02554730;_hyponym;02581957;3.6838005;1;3.6748798;1;3.805904;1;0.5327092497614555
02581957;_has_part;07778938;02581957;_hypernym;02554730;3.6838005;1;3.6748798;1;3.728425;1;0.51338311174821
02581957;_has_part;07778938;02581803;_member_meronym;02581957;3.6838005;1;3.6748798;1;3.7149384;1;0.510013314217529
02581957;_has_part;07778938;02581957;_member_holonym;02581803;3.6838005;1;3.6748798;1;3.975696;1;0.5746420553914665
03446268;_has_part;04444345;04444345;_part_of;03446268;3.2898703;1;3.3097987;1;3.5765724;1;0.5663006823956506
03446268;_has_part;04444345;03446268;_synset_domain_topic_of;00464894;3.2898703;1;3.3097987;1;3.3602571;1;0.5126119320369351
03446268;_has_part;04444345;00464894;_member_of_domain_topic;03446268;3.2898703;1;3.3097987;1;3.3596165;1;0.5124518749679563
03446268;_has_part;04444345;03446268;_has_part;03511786;3.2898703;1;3.3097987;1;3.2954273;2;1.4964072130589683
