05075602;_derivationally_related_form;02333689;00027167;_derivationally_related_form;02333689;1.7276732772237555
05075602;_derivationally_related_form;02333689;08513718;_derivationally_related_form;02333689;0.6642418012304168
05075602;_derivationally_related_form;02333689;08651247;_derivationally_related_form;02333689;-2.6863354946544518
05075602;_derivationally_related_form;02333689;00586262;_derivationally_related_form;02333689;-3.6832523670324293
05075602;_derivationally_related_form;02333689;01051331;_derivationally_related_form;02333689;-0.47858367128662127
05075602;_derivationally_related_form;02333689;03385117;_hypernym;05075602;-0.5431772994259396
05075602;_derivationally_related_form;02333689;02695895;_derivationally_related_form;05075602;-2.413627398129103
05075602;_derivationally_related_form;02333689;02333689;_derivationally_related_form;05075602;-1.000195341863709
05075602;_derivationally_related_form;02333689;01494310;_derivationally_related_form;05075602;-0.6417521903489324
05075602;_derivationally_related_form;02333689;01711749;_derivationally_related_form;05075602;-0.2579740917261818
05075602;_derivationally_related_form;02333689;05083328;_hypernym;05075602;-1.1332189914403628
05075602;_derivationally_related_form;02333689;05083200;_hypernym;05075602;-0.9682878513346074
05075602;_derivationally_related_form;02333689;05077146;_hypernym;05075602;-0.180523347373729
01941987;_synset_domain_topic_of;00300441;01840092;_synset_domain_topic_of;00300441;-0.7600342380158296
01941987;_synset_domain_topic_of;00300441;01942137;_synset_domain_topic_of;00300441;-1.2183009295822407
01941987;_synset_domain_topic_of;00300441;01981036;_synset_domain_topic_of;00300441;-0.694589108010285
01941987;_synset_domain_topic_of;00300441;02018265;_synset_domain_topic_of;00300441;-0.386778218700012
01941987;_synset_domain_topic_of;00300441;01932586;_synset_domain_topic_of;00300441;-0.870678070118936
01941987;_synset_domain_topic_of;00300441;01844859;_synset_domain_topic_of;00300441;-0.6899524806712685
01941987;_synset_domain_topic_of;00300441;01840238;_synset_domain_topic_of;00300441;-0.7289673646294329
01941987;_synset_domain_topic_of;00300441;01942234;_synset_domain_topic_of;00300441;-0.47107698600839354
01941987;_synset_domain_topic_of;00300441;01967923;_synset_domain_topic_of;00300441;12.228375450712251
01941987;_synset_domain_topic_of;00300441;01941093;_synset_domain_topic_of;00300441;-1.2265279756192058
01941987;_synset_domain_topic_of;00300441;01970125;_synset_domain_topic_of;00300441;-1.907068088155012
01941987;_synset_domain_topic_of;00300441;01980766;_synset_domain_topic_of;00300441;-0.6710746239122737
01941987;_synset_domain_topic_of;00300441;01963655;_synset_domain_topic_of;00300441;7.389448532452879
01941987;_synset_domain_topic_of;00300441;00302394;_hypernym;00300441;-0.5831304520896595
01941987;_synset_domain_topic_of;00300441;01941838;_synset_domain_topic_of;00300441;0.211880976063381
01941987;_synset_domain_topic_of;00300441;01967634;_synset_domain_topic_of;00300441;-23.34497425109011
01941987;_synset_domain_topic_of;00300441;01862776;_synset_domain_topic_of;00300441;-1.0502417433196727
01941987;_synset_domain_topic_of;00300441;01941704;_synset_domain_topic_of;00300441;-0.9041681557384225
01941987;_synset_domain_topic_of;00300441;01942347;_synset_domain_topic_of;00300441;-0.5573709684094647
01941987;_synset_domain_topic_of;00300441;01942959;_synset_domain_topic_of;00300441;-0.4602656494564461
00068333;_derivationally_related_form;00204585;10511239;_derivationally_related_form;00204585;22.646031218671272
00068333;_derivationally_related_form;00204585;00387310;_derivationally_related_form;00068333;-4.7847025424204706
00068333;_derivationally_related_form;00204585;00093327;_derivationally_related_form;00068333;-3.713573907356705
00068333;_derivationally_related_form;00204585;00068617;_hypernym;00068333;-0.4250250962470181
00068333;_derivationally_related_form;00204585;00204585;_derivationally_related_form;00068333;-1.0000562024976132
00068333;_derivationally_related_form;00204585;00268165;_derivationally_related_form;00068333;-1.688136182160143
01977080;_derivationally_related_form;10019406;01962865;_derivationally_related_form;10019406;-7.200034208927022
01977080;_derivationally_related_form;10019406;01577635;_derivationally_related_form;10019406;-3.9788489730917056
01977080;_derivationally_related_form;10019406;07434209;_derivationally_related_form;01977080;-10.146584340434597
01977080;_derivationally_related_form;10019406;01967373;_verb_group;01977080;3.782188355560586
01977080;_derivationally_related_form;10019406;10019406;_derivationally_related_form;01977080;-1.0000666583467108
00095377;_derivationally_related_form;07719437;00357332;_derivationally_related_form;07719437;10.503034623775743
00095377;_derivationally_related_form;07719437;13487207;_derivationally_related_form;00095377;-1.0483985990443345
00095377;_derivationally_related_form;07719437;07719437;_derivationally_related_form;00095377;-1.0000659112185177
00095377;_derivationally_related_form;07719437;13164583;_derivationally_related_form;00095377;-0.24569920519162503
00296178;_derivationally_related_form;00999787;00922867;_derivationally_related_form;00999787;-0.8293817453562319
00296178;_derivationally_related_form;00999787;01001097;_hypernym;00999787;0.05297450391364597
00296178;_derivationally_related_form;00999787;01000068;_hypernym;00999787;-1.093608367834889
00296178;_derivationally_related_form;00999787;00456740;_hypernym;00296178;-0.3166157135159724
00296178;_derivationally_related_form;00999787;00999787;_derivationally_related_form;00296178;-1.0000505698951065
00296178;_derivationally_related_form;00999787;00314272;_hypernym;00296178;-0.5278160594047169
00296178;_derivationally_related_form;00999787;00295697;_hypernym;00296178;-0.7870449574723934
00296178;_derivationally_related_form;00999787;00297906;_hypernym;00296178;-0.0686145555058641
00296178;_derivationally_related_form;00999787;00482473;_hypernym;00296178;-0.3416427600167096
00296178;_derivationally_related_form;00999787;00151279;_hypernym;00296178;-0.20527876691498173
00296178;_derivationally_related_form;00999787;00403149;_hypernym;00296178;0.3099734454044253
00296178;_derivationally_related_form;00999787;00299341;_hypernym;00296178;-0.5023479680599637
00296178;_derivationally_related_form;00999787;00403967;_hypernym;00296178;-0.14449635598964986
00296178;_derivationally_related_form;00999787;09769929;_derivationally_related_form;00296178;-0.42862825687508976
00296178;_derivationally_related_form;00999787;00393953;_hypernym;00296178;-1.0364256866040773
00296178;_derivationally_related_form;00999787;00466053;_hypernym;00296178;-1.3904294184797803
00296178;_derivationally_related_form;00999787;00295966;_hypernym;00296178;0.09277008179343188
00296178;_derivationally_related_form;00999787;00295346;_hypernym;00296178;-0.7945423215565661
00296178;_derivationally_related_form;00999787;00499642;_hypernym;00296178;-0.4652384002953345
00296178;_derivationally_related_form;00999787;00297507;_hypernym;00296178;-0.6903006954892895
00296178;_derivationally_related_form;00999787;00298556;_hypernym;00296178;-0.08999160829589671
01500082;_derivationally_related_form;02818832;02337066;_derivationally_related_form;02818832;-1.3195809355401282
01500082;_derivationally_related_form;02818832;02821627;_has_part;02818832;-2.275904553003822
01500082;_derivationally_related_form;02818832;02831724;_hypernym;02818832;-1.4059652288462852
01500082;_derivationally_related_form;02818832;01426397;_derivationally_related_form;02818832;-0.054811432026164654
01500082;_derivationally_related_form;02818832;02818832;_derivationally_related_form;01500082;-1.0000467961898873
02540670;_derivationally_related_form;10582154;09863238;_hypernym;10582154;0.37508025331028444
02540670;_derivationally_related_form;10582154;10292192;_hypernym;10582154;0.38010416096192295
02540670;_derivationally_related_form;10582154;10024119;_hypernym;10582154;-1.197499249693907
02540670;_derivationally_related_form;10582154;10583250;_derivationally_related_form;02540670;1.0477687935144537
02540670;_derivationally_related_form;10582154;02541138;_hypernym;02540670;-5.486484586022813
02540670;_derivationally_related_form;10582154;10582154;_derivationally_related_form;02540670;-1.0000903866728321
02540670;_derivationally_related_form;10582154;09821831;_derivationally_related_form;02540670;0.06889608291933026
02540670;_derivationally_related_form;10582154;01207609;_derivationally_related_form;02540670;60.95884266441061
02540670;_derivationally_related_form;10582154;02593107;_verb_group;02540670;0.348486691844934
07400361;_derivationally_related_form;02188587;07399917;_derivationally_related_form;02188587;-0.7516174012840038
07400361;_derivationally_related_form;02188587;02188587;_derivationally_related_form;07400361;-1.0000359667993246
00562935;_derivationally_related_form;02557638;02557638;_derivationally_related_form;00562935;-1.0000179738457602
00562935;_derivationally_related_form;02557638;00463543;_has_part;00562935;-1.6003987573821257
05204004;_synset_domain_topic_of;08199025;03813704;_synset_domain_topic_of;08199025;-0.6370589142210528
05204004;_synset_domain_topic_of;08199025;00461402;_synset_domain_topic_of;08199025;0.07677000956792704
05204004;_synset_domain_topic_of;08199025;08397255;_synset_domain_topic_of;08199025;0.2581127438469463
05204004;_synset_domain_topic_of;08199025;03076411;_synset_domain_topic_of;08199025;-0.35354310764438746
05204004;_synset_domain_topic_of;08199025;09899782;_synset_domain_topic_of;08199025;-0.18781509462458626
05204004;_synset_domain_topic_of;08199025;00055793;_synset_domain_topic_of;08199025;-0.16825153042285804
05204004;_synset_domain_topic_of;08199025;08426816;_synset_domain_topic_of;08199025;0.3239502539947992
05204004;_synset_domain_topic_of;08199025;14031108;_synset_domain_topic_of;08199025;0.2027120189890773
05204004;_synset_domain_topic_of;08199025;10608385;_synset_domain_topic_of;08199025;14.606018686389636
05204004;_synset_domain_topic_of;08199025;01098869;_derivationally_related_form;08199025;-0.38817570943368995
05204004;_synset_domain_topic_of;08199025;03550153;_synset_domain_topic_of;08199025;0.2758627472043797
05204004;_synset_domain_topic_of;08199025;00980904;_synset_domain_topic_of;08199025;-0.2504342816174703
05204004;_synset_domain_topic_of;08199025;05082790;_synset_domain_topic_of;08199025;0.8627661189107204
05204004;_synset_domain_topic_of;08199025;03772417;_synset_domain_topic_of;08199025;-1.1951978384269843
05204004;_synset_domain_topic_of;08199025;03860741;_synset_domain_topic_of;08199025;1.274832716344495
05204004;_synset_domain_topic_of;08199025;00968155;_synset_domain_topic_of;08199025;0.14935040660825635
05204004;_synset_domain_topic_of;08199025;08395465;_synset_domain_topic_of;08199025;-0.706715861078293
05204004;_synset_domain_topic_of;08199025;07226151;_synset_domain_topic_of;08199025;-1.6273674835667793
05204004;_synset_domain_topic_of;08199025;00896688;_synset_domain_topic_of;08199025;0.6691199091485874
05204004;_synset_domain_topic_of;08199025;08479615;_synset_domain_topic_of;08199025;-0.162613891458948
02996904;_derivationally_related_form;06372095;00135285;_derivationally_related_form;06372095;-2.375085368402351
02996904;_derivationally_related_form;06372095;10075529;_derivationally_related_form;06372095;-0.564344353422913
02996904;_derivationally_related_form;06372095;00624263;_derivationally_related_form;06372095;-0.4416653719792121
02996904;_derivationally_related_form;06372095;06372095;_derivationally_related_form;02996904;-1.0000597132338627
00657016;_derivationally_related_form;01051801;01501960;_derivationally_related_form;01051801;2.00535405433762
00657016;_derivationally_related_form;01051801;01500214;_derivationally_related_form;01051801;0.6148929224678404
00657016;_derivationally_related_form;01051801;09307300;_derivationally_related_form;00657016;-0.437277681950742
00657016;_derivationally_related_form;01051801;10276477;_derivationally_related_form;00657016;32.058263435134265
00657016;_derivationally_related_form;01051801;07961016;_derivationally_related_form;00657016;0.9751241401468522
00657016;_derivationally_related_form;01051801;05731568;_derivationally_related_form;00657016;-0.2591541010191469
00657016;_derivationally_related_form;01051801;01051801;_derivationally_related_form;00657016;-1.0000643777163798
09748889;_derivationally_related_form;03068473;08946187;_derivationally_related_form;03068473;-9.731463553970395
09748889;_derivationally_related_form;03068473;03068473;_derivationally_related_form;09748889;-1.00003717245034
09748889;_derivationally_related_form;03068473;08946187;_member_meronym;09748889;-0.3610269752144896
04648207;_derivationally_related_form;02120458;00513401;_derivationally_related_form;02120458;-19.470256188862056
04648207;_derivationally_related_form;02120458;04649261;_hypernym;04648207;0.8593795627320138
04648207;_derivationally_related_form;02120458;04648749;_hypernym;04648207;-1.1628817781582927
04648207;_derivationally_related_form;02120458;02120458;_derivationally_related_form;04648207;-1.000041641270994
02713218;_derivationally_related_form;05578442;05560787;_has_part;05578442;0.8744798477201612
02713218;_derivationally_related_form;05578442;02713097;_derivationally_related_form;05578442;-1.0632246488765018
02713218;_derivationally_related_form;05578442;05578442;_derivationally_related_form;02713218;-1.0000204443955543
09615807;_derivationally_related_form;00710005;08164585;_derivationally_related_form;00710005;-0.9402770364103724
09615807;_derivationally_related_form;00710005;10383505;_derivationally_related_form;00710005;-4.148629798867456
09615807;_derivationally_related_form;00710005;01008378;_derivationally_related_form;00710005;1.760076329179552
09615807;_derivationally_related_form;00710005;10383816;_derivationally_related_form;00710005;0.037109908321046624
09615807;_derivationally_related_form;00710005;00710415;_hypernym;00710005;0.9195184837870449
09615807;_derivationally_related_form;00710005;01008801;_derivationally_related_form;00710005;-37.39133240929274
09615807;_derivationally_related_form;00710005;01136519;_derivationally_related_form;00710005;-0.9092814355419223
09615807;_derivationally_related_form;00710005;00711550;_derivationally_related_form;09615807;-1.2222821084973843
09615807;_derivationally_related_form;00710005;00949619;_derivationally_related_form;09615807;-0.7966207735926426
09615807;_derivationally_related_form;00710005;09924540;_hypernym;09615807;-4.675425446738262
09615807;_derivationally_related_form;00710005;11311011;_instance_hypernym;09615807;0.1772109626255191
09615807;_derivationally_related_form;00710005;10294421;_hypernym;09615807;0.7607221100393458
09615807;_derivationally_related_form;00710005;06125041;_derivationally_related_form;09615807;-157.67654505604895
09615807;_derivationally_related_form;00710005;10481268;_hypernym;09615807;-0.7683366849187843
09615807;_derivationally_related_form;00710005;10985440;_instance_hypernym;09615807;-1.5326088650176612
09615807;_derivationally_related_form;00710005;11295619;_instance_hypernym;09615807;-3.0213913435649538
09615807;_derivationally_related_form;00710005;09809538;_hypernym;09615807;6.545420261917091
