/m/0449sw;/sports/sports_team/roster./soccer/football_roster_position/position;/m/0dgrmp;/m/0449sw;/sports/sports_team/roster./sports/sports_team_roster/position;/m/0dgrmp;/m/0dgrmp;/sports/sports_position/players./sports/sports_team_roster/team;/m/0449sw;/m/0449sw;/sports/sports_team/roster./soccer/football_roster_position/position;/m/02sdk9v;/m/0449sw;/sports/sports_team/roster./soccer/football_roster_position/position;/m/02_j1w;10.223918;10.379123;1;3
/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/0k6nt;/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/05qhw;/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/07ssc;/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/015qh;/m/03gqgt3;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/03m7d;12.568998;11.790887;1;2
/m/043hg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/04dn09n;/m/04dn09n;/award/award_category/nominees./award/award_nomination/award_nominee;/m/043hg;/m/043hg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03hl6lc;/m/043hg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02x4wr9;/m/043hg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gr51;9.667023;6.0846887;1;7
/m/0d2fd7;/business/business_operation/cash./measurement_unit/dated_money_value/currency;/m/09nqf;/m/0d2fd7;/business/business_operation/current_assets./measurement_unit/dated_money_value/currency;/m/09nqf;/m/0d2fd7;/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency;/m/09nqf;/m/0d2fd7;/business/business_operation/net_profit./measurement_unit/dated_money_value/currency;/m/09nqf;/m/0d2fd7;/business/business_operation/liabilities./measurement_unit/dated_money_value/currency;/m/09nqf;12.726137;11.65812;1;1
/m/043n1r5;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/01wd9vs;/m/043n1r5;/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee;/m/01wd9vs;/m/01wd9vs;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/043n1r5;/m/02zft0;/award/award_winner/awards_won./award/award_honor/honored_for;/m/043n1r5;/m/043n1r5;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/02zft0;10.891351;7.5909085;1;4
/m/0h7x;/base/aareas/schema/administrative_area/administrative_children;/m/0fhnf;/m/0h7x;/location/country/first_level_divisions;/m/0fhnf;/m/0h7x;/location/country/administrative_divisions;/m/0fhnf;/m/02llzg;/time/time_zone/locations_in_this_time_zone;/m/0h7x;/m/0h7x;/base/aareas/schema/administrative_area/administrative_children;/m/01gpy4;16.453009;15.58268;1;2
/m/03bw6;/people/person/profession;/m/02jknp;/m/03bw6;/award/award_winner/awards_won./award/award_honor/award;/m/019f4v;/m/03bw6;/people/deceased_person/place_of_burial;/m/01n7q;/m/040njc;/award/award_category/winners./award/award_honor/award_winner;/m/03bw6;/m/03bw6;/award/award_nominee/award_nominations./award/award_nomination/award;/m/040njc;7.3710423;6.6116385;1;3
/m/0fkhz;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0fc_9;/m/0fc_9;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0fkhz;/m/0fkhz;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0dj7p;;;;;;;12.512867;8.825554;1;11
/m/015c1b;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;/m/04n6k;/user/tsegaran/random/subject_taxonomy/entry./user/tsegaran/random/taxonomy_entry/subject;/m/015c1b;/m/015c1b;/base/saints/saint/venerated_in;/m/0flw86;/m/015c1b;/base/saints/saint/venerated_in;/m/02rxj;/m/015c1b;/base/saints/saint/venerated_in;/m/0c8wxp;13.571993;8.652735;1;1
/m/04110lv;/award/award_ceremony/awards_presented./award/award_honor/award;/m/0gr0m;/m/0gr0m;/award/award_category/winners./award/award_honor/ceremony;/m/04110lv;/m/04110lv;/award/award_ceremony/awards_presented./award/award_honor/award;/m/0gs96;/m/04110lv;/award/award_ceremony/awards_presented./award/award_honor/award;/m/0gs9p;/m/04110lv;/award/award_ceremony/awards_presented./award/award_honor/award;/m/0gq_v;9.329643;7.2207294;1;4
