10089615;_derivationally_related_form;02527431;02527431;_derivationally_related_form;10089615;9.4669075;1;[9.5202465];[9.128738];[0.3915081]
10089615;_derivationally_related_form;02527431;02576921;_derivationally_related_form;10089615;9.4669075;1;[10.05571];[9.786166];[0.26954365]
10089615;_derivationally_related_form;02527431;10089615;_derivationally_related_form;02576921;9.4669075;1;[10.092014];[9.824191];[0.26782322]
10089615;_derivationally_related_form;02527431;10089615;_hypernym;09998101;9.4669075;1;[10.089068];[9.892134];[0.1969347]
06877742;_derivationally_related_form;00034758;00034758;_derivationally_related_form;06877742;10.497459;1;[10.4503];[10.078796];[0.37150383]
06877742;_derivationally_related_form;00034758;06877742;_hypernym;06877578;10.497459;1;[11.3730545];[11.016301];[0.35675335]
00687295;_derivationally_related_form;09779124;09779124;_derivationally_related_form;00687295;10.223596;1;[10.231482];[9.863704];[0.36777782]
00687295;_derivationally_related_form;09779124;10604634;_derivationally_related_form;00687295;10.223596;1;[10.879176];[10.575533];[0.30364323]
00687295;_derivationally_related_form;09779124;00687295;_derivationally_related_form;10604634;10.223596;1;[10.881001];[10.576407];[0.30459404]
00687295;_derivationally_related_form;09779124;00687295;_hypernym;00684645;10.223596;1;[11.171608];[10.85857];[0.31303787]
00687295;_derivationally_related_form;09779124;00687295;_derivationally_related_form;05698247;10.223596;1;[10.833405];[10.549625];[0.28377914]
00687295;_derivationally_related_form;09779124;05698247;_derivationally_related_form;00687295;10.223596;1;[10.811556];[10.525496];[0.28606033]
00351963;_derivationally_related_form;07291312;07291312;_derivationally_related_form;00351963;9.318454;1;[9.288564];[8.869174];[0.41938972]
00351963;_derivationally_related_form;07291312;15267536;_derivationally_related_form;00351963;9.318454;1;[9.8523035];[9.556331];[0.29597282]
00351963;_derivationally_related_form;07291312;00351963;_hypernym;00352826;9.318454;1;[10.211332];[9.941577];[0.26975536]
00351963;_derivationally_related_form;07291312;00351963;_derivationally_related_form;15267536;9.318454;1;[9.855635];[9.559921];[0.29571342]
