03804744;_has_part;03501288;00854420;_has_part;03501288;00854420;_has_part;04184095;00854420;_has_part;03042829;01357831;_derivationally_related_form;00854420;1.7656497;2.6770325;435;1.8441799;2.6820874;341;1.6141697;2.242918;141;1.0323667526245117;0.5882934343086473;0.7946265218265937
03804744;_has_part;03501288;00488225;_has_part;03501288;00488225;_has_part;04184095;00488225;_has_part;03042829;01357831;_derivationally_related_form;00488225;1.5585433;2.457889;520;1.613048;2.4447572;449;1.400785;2.2627912;343;1.0443181991577148;0.23729480268576228;0.7946265218265937
03804744;_has_part;03501288;03744276;_has_part;03501288;03744276;_has_part;04184095;03744276;_has_part;03042829;01357831;_derivationally_related_form;03744276;1.789217;2.4559364;272;1.8624215;2.5896168;485;1.6053431;2.1971729;126;1.0150375366210938;0.7414368471724792;0.7946265218265937
03804744;_has_part;03501288;02732798;_has_part;03501288;02732798;_has_part;04184095;02732798;_has_part;03042829;01357831;_derivationally_related_form;02732798;1.9502361;3.1341295;1824;2.0647051;3.1501565;743;1.5328004;1.6839066;8;1.0111181735992432;0.9903263616777053;0.7946265218265937
03804744;_has_part;03501288;09866922;_has_part;03501288;09866922;_has_part;04184095;09866922;_has_part;03042829;01357831;_derivationally_related_form;09866922;1.697165;2.4471564;364;1.7886865;2.556007;365;1.6458238;1.9986788;42;1.018707275390625;0.8866735180553909;0.7946265218265937
03804744;_has_part;03501288;14455700;_has_part;03501288;14455700;_has_part;04184095;14455700;_has_part;03042829;01357831;_derivationally_related_form;14455700;1.9862983;2.4885087;154;1.9699707;2.444945;107;1.7950883;1.8177813;3;1.0101277828216553;0.9780546362366912;0.7946265218265937
03804744;_has_part;03501288;01940403;_has_part;03501288;01940403;_has_part;04184095;01940403;_has_part;03042829;01357831;_derivationally_related_form;01940403;1.46;2.604494;759;1.4388753;2.6656826;921;1.2345564;2.3041668;357;1.0196471214294434;0.6130178146659382;0.7946265218265937
03804744;_has_part;03501288;00257228;_has_part;03501288;00257228;_has_part;04184095;00257228;_has_part;03042829;01357831;_derivationally_related_form;00257228;1.7459501;2.1957645;25;1.6817074;2.0300193;33;1.1465135;1.1465135;1;1.010270595550537;0.9911378238260126;0.7946265218265937
03804744;_has_part;03501288;03636248;_has_part;03501288;03636248;_has_part;04184095;03636248;_has_part;03042829;01357831;_derivationally_related_form;03636248;1.8244727;2.572915;865;1.7535367;2.4737444;530;1.3796738;1.7625175;43;1.0121617317199707;0.9201333437962803;0.7946265218265937
03804744;_has_part;03501288;06466030;_has_part;03501288;06466030;_has_part;04184095;06466030;_has_part;03042829;01357831;_derivationally_related_form;06466030;2.40602;3.4454522;1421;2.422008;3.7036514;1033;1.5795386;1.5795386;1;1.0135133266448975;0.9998966358410296;0.7946265218265937
03804744;_has_part;03501288;00854420;_has_part;03501288;00854420;_hypernym;03323703;00854420;_has_part;03042829;01357831;_derivationally_related_form;00854420;1.7656497;2.6770325;435;1.8441799;2.6820874;341;1.7794429;2.4510674;222;1.015150547027588;0.3506085029048238;0.7826476018991799
03804744;_has_part;03501288;00488225;_has_part;03501288;00488225;_hypernym;03323703;00488225;_has_part;03042829;01357831;_derivationally_related_form;00488225;1.5585433;2.457889;520;1.613048;2.4447572;449;1.4694402;2.2033782;216;1.0448246002197266;0.5201782927832347;0.7826476018991799
03804744;_has_part;03501288;03744276;_has_part;03501288;03744276;_hypernym;03323703;03744276;_has_part;03042829;01357831;_derivationally_related_form;03744276;1.789217;2.4559364;272;1.8624215;2.5896168;485;1.689119;2.2028666;134;1.0178782939910889;0.7249391755403091;0.7826476018991799
03804744;_has_part;03501288;02732798;_has_part;03501288;02732798;_hypernym;03323703;02732798;_has_part;03042829;01357831;_derivationally_related_form;02732798;1.9502361;3.1341295;1824;2.0647051;3.1501565;743;1.5955269;1.8711579;10;1.0096702575683594;0.9875939155720728;0.7826476018991799
03804744;_has_part;03501288;09866922;_has_part;03501288;09866922;_hypernym;03323703;09866922;_has_part;03042829;01357831;_derivationally_related_form;09866922;1.697165;2.4471564;364;1.7886865;2.556007;365;1.5502651;1.8859028;39;1.014357328414917;0.8949630862434061;0.7826476018991799
03804744;_has_part;03501288;14455700;_has_part;03501288;14455700;_hypernym;03323703;14455700;_has_part;03042829;01357831;_derivationally_related_form;14455700;1.9862983;2.4885087;154;1.9699707;2.444945;107;1.4752672;1.4752672;1;1.010024070739746;0.9974304233343747;0.7826476018991799
03804744;_has_part;03501288;01940403;_has_part;03501288;01940403;_hypernym;03323703;01940403;_has_part;03042829;01357831;_derivationally_related_form;01940403;1.46;2.604494;759;1.4388753;2.6656826;921;1.3274797;2.3238194;375;1.0214722156524658;0.5934686677899428;0.7826476018991799
03804744;_has_part;03501288;00257228;_has_part;03501288;00257228;_hypernym;03323703;00257228;_has_part;03042829;01357831;_derivationally_related_form;00257228;1.7459501;2.1957645;25;1.6817074;2.0300193;33;0.93834305;1.1213913;2;1.010324478149414;0.9609914946790455;0.7826476018991799
03804744;_has_part;03501288;03636248;_has_part;03501288;03636248;_hypernym;03323703;03636248;_has_part;03042829;01357831;_derivationally_related_form;03636248;1.8244727;2.572915;865;1.7535367;2.4737444;530;1.6732788;2.0757499;108;1.0141782760620117;0.7973551051440714;0.7826476018991799
03804744;_has_part;03501288;06466030;_has_part;03501288;06466030;_hypernym;03323703;06466030;_has_part;03042829;01357831;_derivationally_related_form;06466030;2.40602;3.4454522;1421;2.422008;3.7036514;1033;0.99449867;1.3576268;2;1.0126662254333496;0.9989473550005171;0.7826476018991799
03804744;_has_part;03501288;00854420;_has_part;03501288;00854420;_hypernym;03323703;00854420;_has_part;04184095;00854420;_has_part;03042829;1.7656497;2.6770325;435;1.8441799;2.6820874;341;1.7378168;2.5167346;220;1.0164074897766113;0.3564259362890931;0.7771853037033665
03804744;_has_part;03501288;00488225;_has_part;03501288;00488225;_hypernym;03323703;00488225;_has_part;04184095;00488225;_has_part;03042829;1.5585433;2.457889;520;1.613048;2.4447572;449;1.4377031;2.2506442;319;1.0711066722869873;0.29075362237827695;0.7771853037033665
03804744;_has_part;03501288;03744276;_has_part;03501288;03744276;_hypernym;03323703;03744276;_has_part;04184095;03744276;_has_part;03042829;1.789217;2.4559364;272;1.8624215;2.5896168;485;1.6186495;2.160076;137;1.0325376987457275;0.7187747711911632;0.7771853037033665
