billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;the_angels_wash_their_faces;billy_halop;actedin;on_dress_parade;billy_halop;actedin;crime_school;;;;11.186905;1;15.006285;1;12.407999;10;9.125631;10;9.930751167090822
laotian_civil_war;happenedin;north_vietnam;north_vietnam;participatedin;laotian_civil_war;laotian_civil_war;happenedin;kingdom_of_laos;pathet_lao;participatedin;laotian_civil_war;laotian_civil_war;happenedin;south_vietnam;9.956257;1;13.46034;1;11.041753;5;7.6689525;8;4.918233698187048
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;haswonprize;dickson_prize;rosalyn_sussman_yalow;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;9.098929;1;15.5913925;1;10.340355;13;6.07822;14;12.994785259657162
rekha;haswonprize;filmfare_awards;rekha;actedin;vijeta;rekha;hasgender;female;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.7157755;1;13.70615;1;11.556283;1;9.444812;1;0.895656353281614
juan_povedano_martínez;isaffiliatedto;umf_selfoss;juan_povedano_martínez;playsfor;umf_selfoss;;;;;;;;;;9.208759;1;14.412668;1;7.4973474;201;-2.842401;80845;200.99900852105333
gergő_jeremiás;isaffiliatedto;rákospalotai_eac;gergő_jeremiás;playsfor;rákospalotai_eac;;;;;;;;;;9.692062;1;16.184328;1;11.791275;12;6.0625076;10;11.987788048611542
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;;;;;;;9.982346;1;17.058691;1;13.071628;6;6.312287;10;5.981783864290187
doug_gilmour;isaffiliatedto;toronto_maple_leafs;doug_gilmour;isaffiliatedto;st._louis_blues;doug_gilmour;haswonprize;frank_j._selke_trophy;doug_gilmour;isaffiliatedto;cornwall_royals;;;;7.346619;1;14.92859;1;13.55526;12;7.001077;1;11.797917651165523
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;ravenna_f.c.;;;;;;;9.905564;1;16.936115;1;13.452088;6;6.6128416;6;5.970229853475568
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;chelsea_f.c.;petar_borota;isaffiliatedto;fk_partizan;;;;9.646544;1;16.560787;1;11.677684;6;5.5919976;12;5.992483452158961
paulo_sérgio_betanin;isaffiliatedto;e.c._juventude;paulo_sérgio_betanin;playsfor;esporte_clube_juventude;paulo_sérgio_betanin;isaffiliatedto;esporte_clube_juventude;;;;;;;6.807052;1;13.421611;1;8.173769;77;3.1592057;111;76.99476865524782
joe_allon;isaffiliatedto;port_vale_f.c.;joe_allon;playsfor;port_vale_f.c.;;;;;;;;;;10.00712;1;17.484129;1;9.656924;76;4.3046117;72;75.99960142041303
