billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;the_angels_wash_their_faces;billy_halop;actedin;on_dress_parade;billy_halop;actedin;crime_school;;;;11.186914;9.775817;1;4
laotian_civil_war;happenedin;north_vietnam;north_vietnam;participatedin;laotian_civil_war;laotian_civil_war;happenedin;kingdom_of_laos;pathet_lao;participatedin;laotian_civil_war;laotian_civil_war;happenedin;south_vietnam;9.956245;8.1527605;1;7
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;haswonprize;dickson_prize;rosalyn_sussman_yalow;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;9.098927;5.5510244;1;19
rekha;haswonprize;filmfare_awards;rekha;actedin;vijeta;rekha;hasgender;female;rekha;actedin;umrao_jaan;rekha;wasbornin;chennai;9.715781;9.673559;1;1
juan_povedano_martínez;isaffiliatedto;umf_selfoss;juan_povedano_martínez;playsfor;umf_selfoss;;;;;;;;;;9.208758;-2.9270966;1;82857
gergő_jeremiás;isaffiliatedto;rákospalotai_eac;gergő_jeremiás;playsfor;rákospalotai_eac;;;;;;;;;;9.692066;5.272247;1;14
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;anthony_charles;isaffiliatedto;plymouth_argyle_f.c.;;;;;;;9.982346;5.997822;1;12
doug_gilmour;isaffiliatedto;toronto_maple_leafs;doug_gilmour;isaffiliatedto;st._louis_blues;doug_gilmour;haswonprize;frank_j._selke_trophy;doug_gilmour;isaffiliatedto;cornwall_royals;;;;7.3466187;6.690813;1;1
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;davide_succi;isaffiliatedto;ravenna_f.c.;;;;;;;9.905563;6.1370006;1;15
petar_borota;isaffiliatedto;f.c._porto;petar_borota;playsfor;f.c._porto;petar_borota;isaffiliatedto;chelsea_f.c.;petar_borota;isaffiliatedto;fk_partizan;;;;9.646546;5.295094;1;18
paulo_sérgio_betanin;isaffiliatedto;e.c._juventude;paulo_sérgio_betanin;playsfor;esporte_clube_juventude;paulo_sérgio_betanin;isaffiliatedto;esporte_clube_juventude;;;;;;;6.8070574;3.0831444;1;131
