/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02ct_k;/m/02ct_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.624412;1;0.48610949403294573;1.0946464538574219
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/016ks_;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02ct_k;7.353182;1;8.568835;1;8.627707;1;0.4852864320039913;1.0956308841705322
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02p7_k;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02ct_k;7.353182;1;8.568835;1;8.627826;1;0.48525665554137654;1.0959951877593994
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02ct_k;/m/02p7_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.628385;1;0.485117064883583;1.09609055519104
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/016ks_;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/02ct_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.628629;1;0.4850560840267891;1.0951030254364014
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02p7_k;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/02ct_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.628643;1;0.48505251094349366;1.0962443351745605
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/02ct_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/02p7_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.629193;1;0.4849150675027433;1.0956687927246094
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/034zc0;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02ct_k;7.353182;1;8.568835;1;8.6311865;1;0.4844172413636556;1.0955379009246826
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/034zc0;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/02ct_k;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.631836;1;0.4842550376600545;1.0983023643493652
/m/03q1vd;/people/person/profession;/m/02hrh1q;/m/014g22;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/014g22;/m/03q1vd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02ct_k;/m/015vq_;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03q1vd;7.353182;1;8.568835;1;8.636046;1;0.48320353468699595;1.0946874618530273
