billy_halop;actedin;hell's_kitchen_(1939_film);princess_alexandra_of_saxe-altenburg;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;1.7162205;3190;[7.654463];[7.774005];[0.11954212];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);the_linguini_incident;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;1.6892972;2728;[8.767351];[8.886893];[0.11954212];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);bretislaus_i_duke_of_bohemia;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;1.2365236;2349;[11.504388];[11.62393];[0.11954212];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);brzeziny_county;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;0.76800805;4429;[8.120732];[8.240275];[0.11954308];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);cd_teruel;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;2.1769757;186;[6.9477506];[7.067293];[0.1195426];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);david_jackson_(footballer);actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;0.809664;12413;[10.722166];[10.841708];[0.11954212];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);duarte_california;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;0.7915773;8650;[8.920976];[9.040519];[0.11954308];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);axel_jüptner;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;1.0514624;7344;[11.281747];[11.401289];[0.11954212];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);ica_province;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;0.7588735;11026;[9.741299];[9.860842];[0.11954308];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);massimo_paci;actedin;hell's_kitchen_(1939_film);billy_halop;hasgender;male;2.1424928;156;[10.94552];[11.0650625];[0.11954212];0.11954245567321778
billy_halop;actedin;hell's_kitchen_(1939_film);princess_alexandra_of_saxe-altenburg;actedin;hell's_kitchen_(1939_film);billy_halop;diedin;brentwood_california;1.7162205;3190;[0.27048355];[0.42864168];[0.15815812];0.15815824568271636
billy_halop;actedin;hell's_kitchen_(1939_film);the_linguini_incident;actedin;hell's_kitchen_(1939_film);billy_halop;diedin;brentwood_california;1.6892972;2728;[-0.7279749];[-0.5698166];[0.1581583];0.15815824568271636
billy_halop;actedin;hell's_kitchen_(1939_film);bretislaus_i_duke_of_bohemia;actedin;hell's_kitchen_(1939_film);billy_halop;diedin;brentwood_california;1.2365236;2349;[0.7155441];[0.87370235];[0.15815824];0.15815824568271636
billy_halop;actedin;hell's_kitchen_(1939_film);brzeziny_county;actedin;hell's_kitchen_(1939_film);billy_halop;diedin;brentwood_california;0.76800805;4429;[-1.2140404];[-1.0558822];[0.15815818];0.15815824568271636
