00873603;_also_see;00884778;00884778;_also_see;00873603;;;;;;;;;;0.7660890221595764;0.0001733091485220939;1;5681
01460421;_also_see;01244410;01244410;_also_see;01460421;01460421;_also_see;01624633;;;;;;;0.8966527581214905;0.00012710108421742916;1;2292
02464693;_also_see;00724081;02464693;_also_see;01996377;;;;;;;;;;0.8719791769981384;0.8398491144180298;1;2
00289082;_also_see;01752167;01752167;_also_see;00289082;;;;;;;;;;0.8107403516769409;2.517800203349907e-05;1;23433
01931768;_derivationally_related_form;00815173;01931768;_derivationally_related_form;10151570;;;;;;;;;;0.9720397591590881;0.9810794591903687;1;1
00366691;_derivationally_related_form;04975340;00366691;_derivationally_related_form;04975122;;;;;;;;;;0.8827396035194397;0.9859421849250793;1;2
00201407;_derivationally_related_form;00751145;00201407;_derivationally_related_form;10076957;;;;;;;;;;0.9516687393188477;0.9140282869338989;1;1
00514871;_derivationally_related_form;00248063;00514871;_derivationally_related_form;02446651;;;;;;;;;;0.8910539150238037;0.7730294466018677;1;1
02771320;_derivationally_related_form;14215331;02771320;_derivationally_related_form;07996412;;;;;;;;;;0.9555392265319824;0.898506760597229;1;1
03047941;_derivationally_related_form;02724126;02724126;_derivationally_related_form;03047941;;;;;;;;;;0.8896303772926331;4.7089280997170135e-05;1;9653
00654625;_derivationally_related_form;08239808;00654625;_derivationally_related_form;03018802;;;;;;;;;;0.9403809309005737;0.9166325926780701;1;1
01747945;_derivationally_related_form;06678302;01747945;_derivationally_related_form;04004475;;;;;;;;;;0.8934580683708191;0.974078357219696;1;2
00241038;_derivationally_related_form;07313004;07313004;_derivationally_related_form;00241038;;;;;;;;;;0.8776453733444214;0.0007681271526962519;1;274
02102484;_derivationally_related_form;02106006;02106006;_derivationally_related_form;02102484;;;;;;;;;;0.9740310907363892;0.016811178997159004;1;7
05075602;_derivationally_related_form;02333689;02333689;_derivationally_related_form;05075602;;;;;;;;;;0.9532590508460999;4.7369019739562646e-05;1;17141
00768778;_derivationally_related_form;00159899;00768778;_derivationally_related_form;06695862;;;;;;;;;;0.978080153465271;0.9332543611526489;1;1
02579447;_derivationally_related_form;00272713;02579447;_derivationally_related_form;00272448;;;;;;;;;;0.9686241745948792;0.93094402551651;1;1
02447793;_derivationally_related_form;01139830;02447793;_derivationally_related_form;00154233;;;;;;;;;;0.9505154490470886;0.8695855140686035;1;2
09437369;_derivationally_related_form;01558883;01558883;_derivationally_related_form;09437369;;;;;;;;;;0.9347928166389465;2.2649421225651167e-05;1;18333
01800422;_derivationally_related_form;00271263;00271263;_derivationally_related_form;01800422;01800422;_derivationally_related_form;14440623;;;;;;;0.9486584067344666;0.13641543686389923;1;4
