00464962;_also_see;01430847;00464962;_also_see;01926376;;;;;;;;;;10.202568;10.922576;1;1
01642437;_derivationally_related_form;00240184;01642437;_derivationally_related_form;10434725;;;;;;;;;;9.890325;10.275536;1;2
00900070;_derivationally_related_form;00836236;00836236;_derivationally_related_form;00900070;;;;;;;;;;10.879002;0.64697546;1;3376
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;10703905;;;;;;;;;;10.392111;10.286452;1;2
10466198;_derivationally_related_form;00901103;00901103;_derivationally_related_form;10466198;;;;;;;;;;10.532626;0.43600228;1;4211
01745536;_derivationally_related_form;00652659;01745536;_derivationally_related_form;08266235;;;;;;;;;;11.12382;11.359681;1;1
06756831;_derivationally_related_form;00835506;06756831;_derivationally_related_form;00834259;;;;;;;;;;10.457858;10.692758;1;1
01185304;_derivationally_related_form;07575076;07575076;_derivationally_related_form;01185304;;;;;;;;;;10.9414215;1.2841679;1;202
14545045;_derivationally_related_form;03054551;03054551;_derivationally_related_form;14545045;14399116;_has_part;14545045;14545045;_part_of;14399116;;;;11.203496;1.1935393;1;144
07367548;_derivationally_related_form;00334186;00334186;_derivationally_related_form;07367548;07367708;_hypernym;07367548;07367548;_hyponym;07367708;;;;10.465574;1.0737008;1;673
01939174;_derivationally_related_form;00447073;01939174;_derivationally_related_form;10610333;;;;;;;;;;10.479177;11.130075;1;1
13478525;_derivationally_related_form;00229280;00229280;_derivationally_related_form;13478525;;;;;;;;;;10.27309;1.959308;1;99
03040974;_derivationally_related_form;01392380;01392380;_derivationally_related_form;03040974;;;;;;;;;;12.456101;-0.6730965;1;7491
00486018;_derivationally_related_form;00211593;00486018;_derivationally_related_form;00455348;;;;;;;;;;10.855475;10.227795;1;2
10387196;_derivationally_related_form;04091839;04091839;_derivationally_related_form;10387196;;;;;;;;;;11.073728;2.6688685;1;13
00785690;_derivationally_related_form;00881441;00881441;_derivationally_related_form;00785690;00785690;_derivationally_related_form;10642151;;;;;;;10.961712;1.7097241;1;1175
00966869;_derivationally_related_form;02344568;00966869;_derivationally_related_form;01565472;;;;;;;;;;10.912785;10.9231205;1;2
00168217;_derivationally_related_form;00364787;00364787;_derivationally_related_form;00168217;;;;;;;;;;10.666342;-0.88757217;1;27832
00775156;_derivationally_related_form;01170962;00775156;_derivationally_related_form;09939313;;;;;;;;;;9.149768;9.436006;1;2
06714976;_derivationally_related_form;02457825;02457825;_derivationally_related_form;06714976;;;;;;;;;;10.869937;0.47240055;1;6097
08062623;_derivationally_related_form;00967625;08062623;_derivationally_related_form;01745722;;;;;;;;;;7.245386;6.387722;1;3
13800801;_derivationally_related_form;00171127;00171127;_derivationally_related_form;13800801;;;;;;;;;;10.575128;-0.7079756;1;28306
05891572;_derivationally_related_form;00708376;00708376;_derivationally_related_form;05891572;05891572;_derivationally_related_form;01701634;;;;;;;10.364727;7.7190585;1;2
10373801;_derivationally_related_form;02607909;02607909;_derivationally_related_form;10373801;;;;;;;;;;10.401879;0.07978943;1;5423
01031256;_derivationally_related_form;00318186;01031256;_derivationally_related_form;08463647;;;;;;;;;;10.044481;10.078686;1;1
09069862;_has_part;09070363;09069862;_has_part;09264116;;;;;;;;;;10.656782;10.540313;1;1
12658846;_has_part;07770180;07770180;_part_of;12658846;12658846;_hypernym;12658118;12658118;_hyponym;12658846;;;;11.294196;-0.94443256;1;38092
09207288;_has_part;08848094;09207288;_has_part;08986905;;;;;;;;;;8.658905;9.620996;1;1
01834896;_hypernym;01834485;01834485;_hyponym;01834896;01835103;_verb_group;01834896;01834896;_derivationally_related_form;09355850;09355850;_derivationally_related_form;01834896;12.089093;-5.2814054;1;32929
07907161;_hypernym;07906284;07906284;_hyponym;07907161;;;;;;;;;;11.156421;-0.46603417;1;14144
02468617;_hypernym;05235879;05235879;_hyponym;02468617;;;;;;;;;;11.633383;-0.25668922;1;9973
00364297;_hypernym;02609764;02609764;_hyponym;00364297;;;;;;;;;;10.9725895;2.88347;1;8
02573704;_hypernym;02554730;02554730;_hyponym;02573704;02573704;_member_holonym;02573563;02573563;_member_meronym;02573704;;;;10.194066;3.7071848;1;87
02190632;_hypernym;02191106;02191106;_hyponym;02190632;02191311;_hypernym;02190632;;;;;;;11.449283;-6.894546;1;39868
01004072;_hypernym;00383606;00383606;_hyponym;01004072;02032415;_derivationally_related_form;01004072;02709906;_derivationally_related_form;01004072;01004072;_derivationally_related_form;02032415;10.759342;0.08993914;1;2861
