00464962;_also_see;01430847;14418103;_derivationally_related_form;00464962;10.202568;1;10.4189625;1;-9.121373129776456
01642437;_derivationally_related_form;00240184;01647229;_derivationally_related_form;00240184;9.890325;1;10.310103;1;-1.4681786958655296
00900070;_derivationally_related_form;00836236;00899927;_hyponym;00900070;10.879002;1;10.461173;1;-3.8343009339843213
01015244;_derivationally_related_form;05823932;05816287;_hyponym;05823932;10.392111;1;10.158392;1;-1.4167521417711548
10466198;_derivationally_related_form;00901103;09774783;_hyponym;10466198;10.532626;1;10.2830925;1;-1.2326744170001205
01745536;_derivationally_related_form;00652659;00633864;_hyponym;00652659;11.12382;1;11.39201;1;-4.022223838727847
06756831;_derivationally_related_form;00835506;00834259;_derivationally_related_form;06756831;10.457858;1;10.313684;1;-2.1921858557561293
01185304;_derivationally_related_form;07575076;07573696;_hyponym;07575076;10.9414215;1;10.815937;1;-2.4429460165339036
14545045;_derivationally_related_form;03054551;03054551;_derivationally_related_form;14545045;11.203496;1;3.9818861;3;-1.0000135778393437
07367548;_derivationally_related_form;00334186;00376400;_derivationally_related_form;00334186;10.465574;1;10.533576;1;-1.196161448771138
01939174;_derivationally_related_form;00447073;01940034;_hypernym;01939174;10.479177;1;11.053496;1;-2.6974616631623403
13478525;_derivationally_related_form;00229280;01617192;_hyponym;00229280;10.27309;1;9.91694;1;-9.109178121420461
03040974;_derivationally_related_form;01392380;01391391;_hyponym;01392380;12.456101;1;12.682932;1;-27.709118647987076
00486018;_derivationally_related_form;00211593;03377582;_derivationally_related_form;00486018;10.855475;1;10.32698;1;-4.553700727988298
10387196;_derivationally_related_form;04091839;04091839;_derivationally_related_form;10387196;11.073728;1;3.2717705;8;-1.000016347115923
00785690;_derivationally_related_form;00881441;10641755;_derivationally_related_form;00785690;10.961712;1;10.921462;1;-2.2055500085295963
00966869;_derivationally_related_form;02344568;00965895;_derivationally_related_form;02344568;10.912785;1;10.537584;1;-2.151920575296418
00168217;_derivationally_related_form;00364787;00523513;_member_of_domain_topic;00168217;10.666342;1;10.381586;1;-1.1531565816277474
00775156;_derivationally_related_form;01170962;07184149;_derivationally_related_form;00775156;9.149768;1;9.506528;1;-73.35132325881054
06714976;_derivationally_related_form;02457825;06717170;_hypernym;06714976;10.869937;1;10.954524;1;-1.2415122579618716
08062623;_derivationally_related_form;00967625;01438902;_also_see;00967625;7.245386;1;7.2545733;1;-3.359723368404496
13800801;_derivationally_related_form;00171127;00171127;_derivationally_related_form;13800801;10.575128;1;0.3853724;4007;-1.0000275594815637
05891572;_derivationally_related_form;00708376;10556518;_derivationally_related_form;00708376;10.364727;1;11.25261;1;-1.2059689982967248
10373801;_derivationally_related_form;02607909;09777353;_derivationally_related_form;02607909;10.401879;1;10.058613;1;-152.21026773234956
01031256;_derivationally_related_form;00318186;06796119;_derivationally_related_form;01031256;10.044481;1;9.845662;1;-3.5651000445378522
09069862;_has_part;09070363;08655464;_instance_hyponym;09069862;10.656782;1;10.48528;1;-1.1656276054183117
12658846;_has_part;07770180;07705931;_hyponym;07770180;11.294196;1;11.689185;1;-0.9689050312283369
09207288;_has_part;08848094;08978821;_part_of;09207288;8.658905;1;9.080461;1;-9.491478992473176
01834896;_hypernym;01834485;01835103;_verb_group;01834896;12.089093;1;12.3010435;1;0.27524404866426516
07907161;_hypernym;07906284;07906877;_hypernym;07906284;11.156421;1;11.259144;1;-0.8399467384962066
02468617;_hypernym;05235879;01896031;_has_part;02468617;11.633383;1;11.98062;1;0.7272807208419501
00364297;_hypernym;02609764;08565894;_derivationally_related_form;02609764;10.9725895;1;10.772011;1;-1.855253806021773
02573704;_hypernym;02554730;02604157;_hypernym;02554730;10.194066;1;10.2398;1;-1.847352753059607
02190632;_hypernym;02191106;02190188;_hypernym;02191106;11.449283;1;11.646247;1;-0.08553883622415533
01004072;_hypernym;00383606;01556921;_derivationally_related_form;00383606;10.759342;1;11.15849;1;-1.410713173295386
01083645;_hypernym;01083077;00087423;_hypernym;01083645;10.680485;1;10.734789;1;-4.921529941715684
05571341;_hypernym;13911151;02354287;_derivationally_related_form;13911151;12.617681;1;12.889937;1;-3.8750020512135643
13773725;_hypernym;13760316;13773361;_hypernym;13760316;10.606674;1;10.884575;1;-7.054531855889614
02371811;_hypernym;02367363;01350449;_hypernym;02367363;10.249365;1;10.801361;1;-4.1563127687891
00334509;_hypernym;00331950;00331950;_hyponym;00334509;10.211984;1;1.151371;527;-8.039801377730626
00471277;_hypernym;00557588;01079873;_derivationally_related_form;00557588;10.704985;1;11.737492;1;-1.1406011950147075
09778783;_hypernym;10731244;10463714;_hypernym;10731244;11.4254265;1;11.488863;1;-1.3244052623577516
00422551;_hypernym;00421437;00071178;_derivationally_related_form;00421437;11.947319;1;11.760404;1;-0.7710086113869185
11852255;_hypernym;11573660;11830570;_hypernym;11573660;10.50896;1;10.570728;1;-4.6511289654096375
12150969;_hypernym;12150028;12151365;_hypernym;12150028;11.753347;1;11.3151655;1;-5.9734821144041135
12112008;_hypernym;12102133;12110778;_hypernym;12102133;10.614456;1;10.392031;1;-2.643054414475923
01985128;_hypernym;01976146;01986806;_hypernym;01976146;10.710831;1;10.805748;1;-8.039397853367852
00119873;_hypernym;00109660;00238867;_hypernym;00109660;9.604102;1;9.396802;1;-22.76763021412227
00003826;_hypernym;00001740;04250850;_derivationally_related_form;00001740;10.443247;1;10.920222;1;-8.118726412988266
06284225;_hypernym;13809207;06286395;_hypernym;06284225;10.531738;1;10.331583;1;-5.59501765719516
01175316;_hypernym;01173038;00134780;_hypernym;01173038;10.77985;1;10.907373;1;-2.696282203864862
00467719;_hyponym;00476389;03132261;_synset_domain_topic_of;00476389;10.210213;1;9.9759245;1;-1.1609185168147844
05640433;_hyponym;05643190;05642175;_hypernym;05640433;10.320696;1;10.362797;1;-2.0127193160527233
10100761;_hyponym;09931165;10157744;_hypernym;10100761;9.960786;1;10.196759;1;-0.6859272457050267
01938850;_hyponym;01949684;01941670;_member_meronym;01949684;9.07908;1;9.142187;1;0.15177182956737212
09624980;_hyponym;10032524;00007846;_hyponym;09624980;10.166471;1;10.073216;1;-1.5603198429536844
10034201;_hyponym;10712690;01172114;_derivationally_related_form;10712690;9.490737;1;10.098984;1;-8.444347710732444
05418717;_hyponym;05371663;05380822;_hypernym;05418717;8.842766;1;8.810322;1;-5.546715041187184
13649268;_hyponym;13659943;13657691;_hypernym;13649268;9.743011;1;9.391351;1;-3.149502006738291
10770059;_hyponym;10092299;08210982;_member_meronym;10770059;9.873999;1;10.4552965;1;-2.1260118624014304
13100156;_hyponym;12766595;12766241;_member_meronym;12766595;10.32085;1;10.277273;1;-3.801730380084085
01887576;_hyponym;01936753;01948077;_hypernym;01887576;9.592257;1;9.95846;1;-16.165390199106977
12425281;_hyponym;12468243;12468081;_member_meronym;12468243;9.261596;1;9.399226;1;-17.350352349402957
05867413;_hyponym;15257692;15257692;_hypernym;05867413;9.479042;1;6.879511;1;-114.26087951639718
11579418;_hyponym;12670558;11980577;_hypernym;11579418;7.9728746;1;7.892797;1;-0.6326874114054913
01864707;_hyponym;02475821;02476219;_member_holonym;02475821;7.7411146;1;7.9741797;1;-1.684678569900239
01476483;_hyponym;01127215;01127215;_hypernym;01476483;8.947235;1;7.0722294;1;-555.844087755869
00996969;_hyponym;00998604;00647270;_hypernym;00996969;10.124905;1;9.770476;1;-2.9923894343789357
05945642;_hyponym;05837957;00648977;_derivationally_related_form;05837957;10.430794;1;10.045653;1;-3.4869249861504175
00646833;_hyponym;01116466;04394031;_synset_domain_topic_of;00646833;9.438121;1;9.949169;1;-13.337604227564178
01503061;_hyponym;01789386;01834918;_hypernym;01503061;8.5087595;1;8.554934;1;-27.57725876860933
00826509;_hyponym;00842772;05734018;_derivationally_related_form;00826509;9.277352;1;9.417606;1;-0.9867098622449548
14866889;_hyponym;12167075;15002959;_hypernym;14866889;9.288631;1;9.818045;1;-6.575468610752415
10024362;_hyponym;09622745;10323752;_hypernym;09622745;10.792115;1;10.47634;1;-2.646820698650414
10112591;_hyponym;09877951;09945905;_hypernym;10112591;10.033441;1;10.316324;1;-11.535325623519732
13108841;_hyponym;11653904;11659627;_hypernym;13108841;9.0658245;1;9.316338;1;-0.5402463161984556
10826352;_instance_hypernym;09989502;09990777;_hypernym;09989502;10.311988;1;10.694228;1;-1.951841666175698
08698379;_instance_hyponym;08777544;08716219;_instance_hypernym;08698379;7.9943166;1;8.163626;1;-288.73375538662344
10547145;_instance_hyponym;10938363;11156943;_instance_hypernym;10547145;8.311218;1;8.963335;1;-5.679243088424346
01936391;_member_holonym;01936219;08103777;_hyponym;01936219;11.62895;1;12.317995;1;-24.955168582697745
12052630;_member_holonym;12039743;11556857;_hyponym;12052630;11.067585;1;10.672875;1;-2.41433240491038
12060380;_member_holonym;12039743;12073410;_member_holonym;12039743;10.692755;1;11.080937;1;-1.340573797021579
08778061;_member_meronym;09705124;09333334;_part_of;08778061;11.518932;1;11.7098;1;-3.980698940955145
02170269;_member_meronym;02170400;02170400;_member_holonym;02170269;11.471907;1;4.4576077;156;0.6952913606919412
11708181;_member_meronym;11708442;11564258;_hyponym;11708181;11.021539;1;11.099383;1;-764.0900118776487
02454119;_member_meronym;02455310;02456147;_member_holonym;02454119;10.782124;1;10.528902;1;0.3606705742726756
02575766;_member_meronym;02580055;02576223;_member_holonym;02575766;10.566599;1;10.750017;1;-1.3089981250605662
11705921;_member_meronym;11706325;13112664;_hyponym;11706325;11.287824;1;11.404554;1;-2.1017819424273063
01643092;_member_meronym;01643255;01639765;_hyponym;01643255;12.015889;1;11.805124;1;-0.2269972285629501
01424607;_member_meronym;01425076;01388130;_hyponym;01425076;11.837526;1;11.852811;1;-3.886000452741195
02613960;_member_meronym;02614288;01432517;_hyponym;02614288;11.787937;1;11.701168;1;-1.596021140511001
06090869;_member_of_domain_topic;13590327;13892897;_synset_domain_topic_of;06090869;7.679204;1;7.808147;1;-4.902453804608921
00543233;_member_of_domain_topic;01728355;01730799;_synset_domain_topic_of;00543233;9.16376;1;9.175262;1;-0.20594165876617554
07006119;_member_of_domain_topic;01720491;02813315;_derivationally_related_form;07006119;8.859818;1;8.82882;1;-4.0391432142095
08199025;_member_of_domain_topic;00057306;08397255;_synset_domain_topic_of;08199025;6.882344;1;7.4761367;1;-2.628003884580674
03401721;_part_of;03791235;02670186;_part_of;03401721;9.689723;1;9.768615;1;-3.539535202981601
08025497;_synset_domain_region_of;09039411;08174398;_member_meronym;09039411;11.270494;1;10.988155;1;-3.0161955097605477
14832193;_synset_domain_topic_of;06079620;09854915;_derivationally_related_form;06079620;11.346678;1;11.670277;1;-143.178296360699
01920698;_synset_domain_topic_of;00523513;00523513;_member_of_domain_topic;01920698;9.898955;1;5.961167;1;-66.27563445481914
00456596;_verb_group;00456740;07369604;_derivationally_related_form;00456740;11.704952;1;11.78096;1;-1.4967489438438144
