m0bemfik;hasmetal;p13007855;predict head;[p15727;p125000;p111192;p124424;p118616;p1203082;p115865313;p124611;p124586;p1202253;p161372;p166207;p16327657;p14233003;p130154;p1131722987;p111378442;p111185;p123938;p124947;p16332635;p124809;p112864172;p111029823;p13007855]
m0bemfik;hasmetal;p13007855;predict tail;[p15727;p125000;p111192;p124424;p118616;p1203082;p115865313;p124611;p124586;p1202253;p161372;p166207;p16327657;p14233003;p130154;p1131722987;p111378442;p111185;p123938;p124947;p16332635;p124809;p112864172;p111029823;p13007855]
m0awosiq;hasmetal;p118616;predict head;[p118616]
m0awosiq;hasmetal;p118616;predict tail;[p118616]
m0daknag;hasmetal;p1516872;predict head;[p125154;p13007855;p124609;p164735;p156924536;p124962;p124014;p1203082;p125000;p1129630846;p124424;p124470;p124480;p1159865;p110986;p124947;p124809;p118616;p1154912;p166277;p124462;p176223;p161508;p116685035;p1516872]
m0daknag;hasmetal;p1516872;predict tail;[p125154;p13007855;p124609;p164735;p156924536;p124962;p124014;p1203082;p125000;p1129630846;p124424;p124470;p124480;p1159865;p110986;p124947;p124809;p118616;p1154912;p166277;p124462;p176223;p161508;p116685035;p1516872]
m0daknag;hasmetal;p116211595;predict head;[p125154;p13007855;p124609;p164735;p156924536;p124962;p124014;p1203082;p125000;p1129630846;p124424;p124470;p124480;p1159865;p110986;p124947;p124809;p118616;p1154912;p166277;p124462;p176223;p161508;p116685035;p116211478;p116683880;p1277692;p1161282;p111378442;p111192;p161458;p114802;p111034740;p124393;p1165397;p16537495;p124580;p124485;p166317;p19883512;p111363421;p134007;p123661960;p1139520;p15727;p124373;p162640;p162652;p161635;p124293;p174013;p123932;p18895;p111479047;p161520;p161678;p161424;p116211613;p1129628482;p111010;p122892188;p111430;p124463;p123676735;p115769463;p114797;p112955;p111957582;p1159373;p124924;p112846356;p171317310;p1159283;p1182616;p174345;p124567;p124459;p183684;p110964525;p1517045;p123938;p111029823;p166210;p16327657;p124380;p1517074;p116682959;p18551;p114016;p124458;p124850;p174197;p110112;p115865313;p183563;p1104957;p162674;p124012;p1104730;p14232365;p13028194;p110563;p161850;p16505921;p1150906;p166204;p123665649;p1516875;p125304;p14233003;p112540;p15049666;p114829;p161511;p123982;p1159722;p128211;p176299;p124821;p1167845;p112525;p162750;p110129889;p166207;p15462222;p111979704;p161671;p161482;p1202253;p1433294;p12724049;p124562;p124561;p111009;p1934;p127854;p125204;p114827;p111026;p114796;p1123105;p111431;p116684270;p12724193;p110198055;p113628823;p173963;p19905479;p114814;p161444;p111780020;p124965;p111591;p16332635;p123666338;p14875;p124931;p1643989;p112688;p125122;p111694431;p124375;p1131722987;p166209;p1253877;p15123419;p124586;p115337;p15377225;p1168937;p13482579;p16100873;p1105153;p14148882;p110313194;p124350;p124085;p16102075;p182050;p19837674;p161510;p182127;p124983;p14873;p116682925;p124290;p124612;p1104671;p116713320;p1158605;p16277;p116211595]
m0daknag;hasmetal;p116211595;predict tail;[p125154;p13007855;p124609;p164735;p156924536;p124962;p124014;p1203082;p125000;p1129630846;p124424;p124470;p124480;p1159865;p110986;p124947;p124809;p118616;p1154912;p166277;p124462;p176223;p161508;p116685035;p116211478;p116683880;p1277692;p1161282;p111378442;p111192;p161458;p114802;p111034740;p124393;p1165397;p16537495;p124580;p124485;p166317;p19883512;p111363421;p134007;p123661960;p1139520;p15727;p124373;p162640;p162652;p161635;p124293;p174013;p123932;p18895;p111479047;p161520;p161678;p161424;p116211613;p1129628482;p111010;p122892188;p111430;p124463;p123676735;p115769463;p114797;p112955;p111957582;p1159373;p124924;p112846356;p171317310;p1159283;p1182616;p174345;p124567;p124459;p183684;p110964525;p1517045;p123938;p111029823;p166210;p16327657;p124380;p1517074;p116682959;p18551;p114016;p124458;p124850;p174197;p110112;p115865313;p183563;p1104957;p162674;p124012;p1104730;p14232365;p13028194;p110563;p161850;p16505921;p1150906;p166204;p123665649;p1516875;p125304;p14233003;p112540;p15049666;p114829;p161511;p123982;p1159722;p128211;p176299;p124821;p1167845;p112525;p162750;p110129889;p166207;p15462222;p111979704;p161671;p161482;p1202253;p1433294;p12724049;p124562;p124561;p111009;p1934;p127854;p125204;p114827;p111026;p114796;p1123105;p111431;p116684270;p12724193;p110198055;p113628823;p173963;p19905479;p114814;p161444;p111780020;p124965;p111591;p16332635;p123666338;p14875;p124931;p1643989;p112688;p125122;p111694431;p124375;p1131722987;p166209;p1253877;p15123419;p124586;p115337;p15377225;p1168937;p13482579;p16100873;p1105153;p14148882;p110313194;p124350;p124085;p16102075;p182050;p19837674;p161510;p182127;p124983;p14873;p116682925;p124290;p124612;p1104671;p116713320;p1158605;p16277;p116211595]
m0awesif01;hasmetal;p125000;predict head;[p125000]
m0awesif01;hasmetal;p125000;predict tail;[p125000]
