m0bemfik;hasmetal;p13007855;25;25
m0awosiq;hasmetal;p118616;1;1
m0daknag;hasmetal;p1516872;25;25
m0daknag;hasmetal;p116211595;192;192
m0awesif01;hasmetal;p125000;1;1
m0bomgiv;hasmetal;p124470;1;1
m0daxmog;hasmetal;p110129889;1;1
m0bopvim;hasmetal;p116683880;1;1
m0alojoa;hasmetal;p13007855;2;2
m0dozquf;hasmetal;p118616;2;2
m0amebax;hasmetal;p116683880;1;1
m0avupox;hasmetal;p124373;1;1
m0burbia;hasmetal;p118616;3;3
m0comgiv;hasmetal;p1129628482;2;2
m0dafwen;hasmetal;p124014;2;2
m0coyqen;hasmetal;p124458;1;1
m0dawwuv;hasmetal;p125154;1;1
m0arihis;hasmetal;p125000;1;1
m0besxef;hasmetal;p124375;149;149
m0besxef;hasmetal;p13007855;1;1
m0besxef;hasmetal;p124424;1;1
m0cutbea;hasmetal;p124809;2;2
m0aguyeg;hasmetal;p161424;1;1
m0alihuy;hasmetal;p124459;33;33
m0damwew;hasmetal;p125154;1;1
m0alihuy;hasmetal;p110904204;47;47
m0dowdaw;hasmetal;p118616;2;2
m0bemfik;hasmetal;p125154;11;11
m0bivpuu;hasmetal;p18895;143;143
m0belvar;hasmetal;p124480;1;1
m0docgag;hasmetal;p124963;25;25
m0daxrax;hasmetal;p124385;1;1
m0doppuw;hasmetal;p124612;3;3
m0cufjaq;hasmetal;p125000;1;1
m0ajurig;hasmetal;p13007855;1;1
m0cujxow;hasmetal;p118616;18;18
m0cujxow;hasmetal;p1129630846;2;2
m0awayus;hasmetal;p124193;93;93
m0bangih;hasmetal;p161444;131;131
m0ahaxud;hasmetal;p114814;5;5
m0belcut;hasmetal;p124480;1;1
m0aqegej;hasmetal;p1129630846;1;1
m0acupia;hasmetal;p162652;216;216
m0barjov;hasmetal;p16277;149;149
m0asemoa;hasmetal;p125154;1;1
m0amofak;hasmetal;p124809;1;1
m0amofak;hasmetal;p161458;148;148
m0amofak;hasmetal;p114797;104;104
m0coqgex;hasmetal;p161458;252;252
m0aguheq;hasmetal;p15377225;1;1
m0ahakea;hasmetal;p19905479;189;189
m0adoviz;hasmetal;p13007855;2;2
m0cekvar;hasmetal;p124480;1;1
m0alifor02;hasmetal;p162652;8;8
m0cusdie;hasmetal;p1170058;3;3
m0apagij;hasmetal;p124470;2;2
m0disbal;hasmetal;p125154;8;8
m0danqeo;hasmetal;p1111042;34;34
m0cigxun;hasmetal;p114802;8;8
m0bawqib;hasmetal;p125000;6;6
m0cojvop;hasmetal;p116683880;1;1
m0cojvop;hasmetal;p125000;106;106
m0dabdui;hasmetal;p124462;7;7
m0dabdui;hasmetal;p111192;3;3
m0amozuy;hasmetal;p14233003;1;1
m0bohxaz;hasmetal;p124373;1;1
m0dihfad;hasmetal;p111281299;220;220
m0acoqit;hasmetal;p124290;117;117
m0cejbaw;hasmetal;p111192;2;2
m0afatad;hasmetal;p123665647;236;236
m0aroguj;hasmetal;p124014;1;1
m0anedaz;hasmetal;p124014;1;1
m0dedqaf;hasmetal;p111479047;196;196
m0devbiq;hasmetal;p124470;23;23
m0debkom;hasmetal;p124014;3;3
m0caghie;hasmetal;p124965;8;8
m0alonoe;hasmetal;p114814;1;1
m0cavrey;hasmetal;p111192;1;1
m0dalluy;hasmetal;p125000;1;1
m0aminep;hasmetal;p13939;2;2
m0aguyik;hasmetal;p134007;4;4
m0aguyik;hasmetal;p114814;1;1
m0dexyow;hasmetal;p124965;3;3
m0bowqek;hasmetal;p13007855;1;1
m0bahpim;hasmetal;p1203082;5;5
m0bahpim;hasmetal;p125154;1;1
m0aqegaf;hasmetal;p124470;3;3
m0aqegaf;hasmetal;p124014;1;1
m0aqegaf;hasmetal;p126052;3;3
m0cetkeu;hasmetal;p1159373;1;1
m0cutkim;hasmetal;p125154;1;1
m0cupyzp03;hasmetal;p118616;18;18
m0ajasou;hasmetal;p1167845;220;220
m0dewloj;hasmetal;p124470;1;1
m0cahnef;hasmetal;p1168464;4;4
m0cahnef;hasmetal;p13007855;20;20
m0bacmey;hasmetal;p124470;1;1
m0bosdiz;hasmetal;p1111042;1;1
m0biqdaj;hasmetal;p116683880;2;2
m0ahemeg;hasmetal;p162652;207;207
