billy_halop;actedin;hell's_kitchen_(1939_film);princess_alexandra_of_saxe-altenburg;actedin;hell's_kitchen_(1939_film);princess_alexandra_of_saxe-altenburg;actedin;crime_school;;;;;;;;;;1.7162211;7.152024;3190;1
billy_halop;actedin;hell's_kitchen_(1939_film);the_linguini_incident;actedin;hell's_kitchen_(1939_film);the_linguini_incident;actedin;crime_school;;;;;;;;;;1.6892961;6.07861;2728;2
billy_halop;actedin;hell's_kitchen_(1939_film);bretislaus_i_duke_of_bohemia;actedin;hell's_kitchen_(1939_film);bretislaus_i_duke_of_bohemia;actedin;crime_school;;;;;;;;;;1.2365248;7.9891825;2349;1
billy_halop;actedin;hell's_kitchen_(1939_film);brzeziny_county;actedin;hell's_kitchen_(1939_film);brzeziny_county;actedin;crime_school;;;;;;;;;;0.7680084;6.5310106;4429;1
billy_halop;actedin;hell's_kitchen_(1939_film);cd_teruel;actedin;hell's_kitchen_(1939_film);cd_teruel;actedin;crime_school;;;;;;;;;;2.1769762;6.4793897;186;1
billy_halop;actedin;hell's_kitchen_(1939_film);david_jackson_(footballer);actedin;hell's_kitchen_(1939_film);david_jackson_(footballer);actedin;crime_school;;;;;;;;;;0.8096645;5.438515;12413;1
billy_halop;actedin;hell's_kitchen_(1939_film);duarte_california;actedin;hell's_kitchen_(1939_film);duarte_california;actedin;crime_school;;;;;;;;;;0.79157764;6.6083145;8650;2
billy_halop;actedin;hell's_kitchen_(1939_film);axel_jüptner;actedin;hell's_kitchen_(1939_film);axel_jüptner;actedin;crime_school;;;;;;;;;;1.0514617;6.7747216;7344;1
billy_halop;actedin;hell's_kitchen_(1939_film);ica_province;actedin;hell's_kitchen_(1939_film);ica_province;actedin;crime_school;;;;;;;;;;0.7588734;7.4154797;11026;1
billy_halop;actedin;hell's_kitchen_(1939_film);massimo_paci;actedin;hell's_kitchen_(1939_film);massimo_paci;actedin;crime_school;;;;;;;;;;2.1424954;5.518916;156;1
laotian_civil_war;happenedin;north_vietnam;ricki_herbert;happenedin;north_vietnam;north_vietnam;participatedin;ricki_herbert;;;;;;;;;;-0.26973218;8.054086;6658;1
laotian_civil_war;happenedin;north_vietnam;mukarram_jah;happenedin;north_vietnam;north_vietnam;participatedin;mukarram_jah;;;;;;;;;;1.181983;8.499796;676;1
laotian_civil_war;happenedin;north_vietnam;god_of_war_(video_game);happenedin;north_vietnam;north_vietnam;participatedin;god_of_war_(video_game);;;;;;;;;;-0.799883;7.659229;4875;1
laotian_civil_war;happenedin;north_vietnam;bob_clampett;happenedin;north_vietnam;north_vietnam;participatedin;bob_clampett;;;;;;;;;;-0.69282436;8.311674;9616;1
laotian_civil_war;happenedin;north_vietnam;charilaos_pappas;happenedin;north_vietnam;north_vietnam;participatedin;charilaos_pappas;;;;;;;;;;-1.3443263;7.561453;49446;1
laotian_civil_war;happenedin;north_vietnam;hermes_rodrigues_júnior;happenedin;north_vietnam;north_vietnam;participatedin;hermes_rodrigues_júnior;;;;;;;;;;0.32439205;7.850112;2796;1
laotian_civil_war;happenedin;north_vietnam;christine_latham;happenedin;north_vietnam;north_vietnam;participatedin;christine_latham;;;;;;;;;;1.1363485;7.914443;333;1
laotian_civil_war;happenedin;north_vietnam;branko_baković;happenedin;north_vietnam;north_vietnam;participatedin;branko_baković;;;;;;;;;;1.1417557;8.319342;342;1
laotian_civil_war;happenedin;north_vietnam;cristiano_lucarelli;happenedin;north_vietnam;north_vietnam;participatedin;cristiano_lucarelli;;;;;;;;;;-1.3065783;7.925388;40182;1
laotian_civil_war;happenedin;north_vietnam;gianni_de_biasi;happenedin;north_vietnam;north_vietnam;participatedin;gianni_de_biasi;;;;;;;;;;-0.19570822;7.4640203;5058;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;stian_ohr;haswonprize;albert_lasker_award_for_basic_medical_research;stian_ohr;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.4004349;7.1204753;114;2
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;jonathan_mckain;haswonprize;albert_lasker_award_for_basic_medical_research;jonathan_mckain;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.08845498;6.4480557;1804;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;adrián_hernán_gonzález;haswonprize;albert_lasker_award_for_basic_medical_research;adrián_hernán_gonzález;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.90729266;6.84748;523;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;henry_cadbury;haswonprize;albert_lasker_award_for_basic_medical_research;henry_cadbury;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;3.5157866;8.80972;131;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;princess_milica_of_serbia;haswonprize;albert_lasker_award_for_basic_medical_research;princess_milica_of_serbia;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.9596606;7.456403;84;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;josef_hickersberger;haswonprize;albert_lasker_award_for_basic_medical_research;josef_hickersberger;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.0576191;6.466923;350;2
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;manuel_zúñiga;haswonprize;albert_lasker_award_for_basic_medical_research;manuel_zúñiga;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;1.137263;7.5118003;364;2
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;eduardo_iachetti;haswonprize;albert_lasker_award_for_basic_medical_research;eduardo_iachetti;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.96197444;7.323274;547;1
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;claudio_caniggia;haswonprize;albert_lasker_award_for_basic_medical_research;claudio_caniggia;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;2.4323573;6.1455827;30;3
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;batavia_new_york;haswonprize;albert_lasker_award_for_basic_medical_research;batavia_new_york;haswonprize;nobel_prize_in_physiology_or_medicine;;;;;;;;;;0.85244787;7.555486;203;1
rekha;haswonprize;filmfare_awards;pinellas_county_florida;haswonprize;filmfare_awards;pinellas_county_florida;actedin;jaani_dushman;;;;;;;;;;0.6203214;3.9235058;384;1
rekha;haswonprize;filmfare_awards;aurora_basket_jesi;haswonprize;filmfare_awards;aurora_basket_jesi;actedin;jaani_dushman;;;;;;;;;;2.127461;5.003481;4;1
rekha;haswonprize;filmfare_awards;jorge_daniel_martínez;haswonprize;filmfare_awards;jorge_daniel_martínez;actedin;jaani_dushman;;;;;;;;;;2.7467973;5.439939;9;2
rekha;haswonprize;filmfare_awards;hamilton_international_airport;haswonprize;filmfare_awards;hamilton_international_airport;actedin;jaani_dushman;;;;;;;;;;2.944641;4.5686965;3;1
rekha;haswonprize;filmfare_awards;danijel_aleksić;haswonprize;filmfare_awards;danijel_aleksić;actedin;jaani_dushman;;;;;;;;;;2.83822;3.36968;6;6
rekha;haswonprize;filmfare_awards;county_of_moira;haswonprize;filmfare_awards;county_of_moira;actedin;jaani_dushman;;;;;;;;;;3.153707;5.679738;8;1
rekha;haswonprize;filmfare_awards;bud_yorkin;haswonprize;filmfare_awards;bud_yorkin;actedin;jaani_dushman;;;;;;;;;;3.9421046;5.8303857;24;6
rekha;haswonprize;filmfare_awards;friendswood_texas;haswonprize;filmfare_awards;friendswood_texas;actedin;jaani_dushman;;;;;;;;;;2.231559;5.0231404;33;1
rekha;haswonprize;filmfare_awards;nelsinho_baptista;haswonprize;filmfare_awards;nelsinho_baptista;actedin;jaani_dushman;;;;;;;;;;2.2209136;4.6548195;32;2
rekha;haswonprize;filmfare_awards;sara_paretsky;haswonprize;filmfare_awards;sara_paretsky;actedin;jaani_dushman;;;;;;;;;;4.7498436;5.600429;54;28
juan_povedano_martínez;isaffiliatedto;umf_selfoss;a.c.d._asti;isaffiliatedto;umf_selfoss;a.c.d._asti;playsfor;umf_selfoss;;;;;;;;;;-2.3484592;8.07693;25127;1
juan_povedano_martínez;isaffiliatedto;umf_selfoss;snir_gueta;isaffiliatedto;umf_selfoss;snir_gueta;playsfor;umf_selfoss;;;;;;;;;;-2.453476;8.576808;63955;1
juan_povedano_martínez;isaffiliatedto;umf_selfoss;würzel;isaffiliatedto;umf_selfoss;würzel;playsfor;umf_selfoss;;;;;;;;;;-4.174277;8.453542;76920;1
juan_povedano_martínez;isaffiliatedto;umf_selfoss;maxim_kondratyev;isaffiliatedto;umf_selfoss;maxim_kondratyev;playsfor;umf_selfoss;;;;;;;;;;-1.5377709;7.9487143;20580;1
