00464962;_also_see;01430847;01430847;_also_see;00464962;06608977;_derivationally_related_form;00464962;;;;;;;10.202566;4.927921;1;2
01642437;_derivationally_related_form;00240184;01642437;_derivationally_related_form;10434725;00240184;_derivationally_related_form;01642437;;;;;;;9.890325;7.09262;1;2
00900070;_derivationally_related_form;00836236;00836236;_derivationally_related_form;00900070;;;;;;;;;;10.878998;0.43965206;1;5870
01015244;_derivationally_related_form;05823932;01015244;_derivationally_related_form;10703905;01015244;_derivationally_related_form;06643408;;;;;;;10.392115;10.580275;1;1
10466198;_derivationally_related_form;00901103;00901103;_derivationally_related_form;10466198;;;;;;;;;;10.532625;-0.0123874545;1;10478
01745536;_derivationally_related_form;00652659;01745536;_derivationally_related_form;07002992;;;;;;;;;;11.123821;11.358269;1;1
06756831;_derivationally_related_form;00835506;00835506;_derivationally_related_form;06756831;00834259;_derivationally_related_form;06756831;;;;;;;10.457862;7.3362627;1;1
14545045;_derivationally_related_form;03054551;14545045;_hypernym;14544672;03054551;_derivationally_related_form;14545045;;;;;;;11.203501;3.9930935;1;1
07367548;_derivationally_related_form;00334186;00334186;_derivationally_related_form;07367548;;;;;;;;;;10.465569;4.9847193;1;11
01939174;_derivationally_related_form;00447073;00447073;_derivationally_related_form;01939174;01939174;_derivationally_related_form;10610333;;;;;;;10.479172;0.9866056;1;2393
13478525;_derivationally_related_form;00229280;13478525;_hyponym;13516312;13460568;_hypernym;13478525;;;;;;;10.27309;10.543758;1;1
00486018;_derivationally_related_form;00211593;00211593;_derivationally_related_form;00486018;00486018;_derivationally_related_form;00455348;;;;;;;10.85548;4.4529195;1;11
10387196;_derivationally_related_form;04091839;04091839;_derivationally_related_form;10387196;;;;;;;;;;11.07373;2.8345227;1;6
00785690;_derivationally_related_form;00881441;00785690;_derivationally_related_form;10617193;00881441;_derivationally_related_form;00785690;;;;;;;10.961716;1.290188;1;2152
00966869;_derivationally_related_form;02344568;01565472;_derivationally_related_form;00966869;00966869;_derivationally_related_form;01565472;;;;;;;10.912781;10.986783;1;1
00775156;_derivationally_related_form;01170962;00775156;_derivationally_related_form;01170813;01170962;_derivationally_related_form;00775156;;;;;;;9.149775;5.1152515;1;13
06714976;_derivationally_related_form;02457825;06714976;_hyponym;06715927;06715927;_hypernym;06714976;;;;;;;10.86994;10.692356;1;1
08062623;_derivationally_related_form;00967625;08062623;_derivationally_related_form;01745722;;;;;;;;;;7.245381;7.492389;1;2
05891572;_derivationally_related_form;00708376;05898568;_hyponym;05891572;05891572;_derivationally_related_form;01632103;;;;;;;10.36472;10.861826;1;1
01031256;_derivationally_related_form;00318186;01031256;_derivationally_related_form;08463647;01031256;_derivationally_related_form;06796119;;;;;;;10.044481;10.628288;1;1
09069862;_has_part;09070363;09069862;_has_part;09264116;09070363;_part_of;09069862;;;;;;;10.656782;2.0297706;1;980
12658846;_has_part;07770180;07770180;_part_of;12658846;;;;;;;;;;11.294193;0.31403944;1;11111
09207288;_has_part;08848094;09207288;_has_part;08986905;09207288;_has_part;08906374;;;;;;;8.658908;8.748728;1;2
01834896;_hypernym;01834485;01834896;_derivationally_related_form;09355850;01835103;_verb_group;01834896;;;;;;;12.089091;12.269791;1;1
07907161;_hypernym;07906284;03003744;_derivationally_related_form;07907161;;;;;;;;;;11.156418;11.994719;1;1
02468617;_hypernym;05235879;02468617;_part_of;01896031;;;;;;;;;;11.633388;13.271332;1;1
00364297;_hypernym;02609764;02609764;_hyponym;00364297;00216038;_derivationally_related_form;00364297;;;;;;;10.9725895;2.625603;1;10
02573704;_hypernym;02554730;02573704;_member_holonym;02573563;;;;;;;;;;10.194061;11.165728;1;1
01004072;_hypernym;00383606;00383606;_hyponym;01004072;02032415;_derivationally_related_form;01004072;;;;;;;10.75935;1.0015237;1;711
01083645;_hypernym;01083077;01083077;_hyponym;01083645;01083645;_derivationally_related_form;02228698;;;;;;;10.680487;5.5531206;1;2
00471277;_hypernym;00557588;00470966;_has_part;00471277;;;;;;;;;;10.704984;11.332766;1;1
00422551;_hypernym;00421437;00071178;_derivationally_related_form;00422551;;;;;;;;;;11.947323;11.865387;1;1
11852255;_hypernym;11573660;11841529;_member_meronym;11852255;11852255;_member_meronym;11852531;;;;;;;10.508957;10.71211;1;1
12150969;_hypernym;12150028;12150028;_hyponym;12150969;;;;;;;;;;11.7533455;8.858086;1;1
12112008;_hypernym;12102133;12112008;_member_holonym;12111882;;;;;;;;;;10.614458;10.87361;1;1
01985128;_hypernym;01976146;01976146;_hyponym;01985128;01985797;_hypernym;01985128;;;;;;;10.71083;3.3962555;1;4
00119873;_hypernym;00109660;07425011;_derivationally_related_form;00119873;00119873;_derivationally_related_form;02987454;;;;;;;9.604105;9.874413;1;1
00003826;_hypernym;00001740;00001740;_hyponym;00003826;;;;;;;;;;10.443242;0.8296931;1;996
06284225;_hypernym;13809207;06284225;_hyponym;07111047;13809207;_hyponym;06284225;;;;;;;10.531737;1.0237494;1;2073
01175316;_hypernym;01173038;00331514;_derivationally_related_form;01175316;01175316;_derivationally_related_form;01414626;;;;;;;10.779848;10.814087;1;1
00467719;_hyponym;00476389;00467719;_hyponym;00471437;00467719;_hyponym;00468480;;;;;;;10.210217;10.344128;1;1
05640433;_hyponym;05643190;05640433;_hyponym;05642175;;;;;;;;;;10.320698;10.349459;1;2
10100761;_hyponym;09931165;10100761;_hyponym;10157744;10100761;_hyponym;10496393;;;;;;;9.960787;10.143715;1;1
01938850;_hyponym;01949684;01938850;_hyponym;01942601;01938850;_hyponym;01947275;;;;;;;9.079084;9.524838;1;1
09624980;_hyponym;10032524;09624980;_hyponym;10513623;09624980;_hyponym;10727256;;;;;;;10.166476;10.738224;1;1
10034201;_hyponym;10712690;10034201;_hyponym;10769321;10034201;_hyponym;10037080;;;;;;;9.490737;9.78858;1;3
05418717;_hyponym;05371663;05418717;_hyponym;05370918;05418717;_hyponym;05382729;;;;;;;8.842764;8.85532;1;1
13649268;_hyponym;13659943;13649268;_hyponym;13659162;13649268;_hyponym;13659419;;;;;;;9.743021;9.733394;1;1
10770059;_hyponym;10092299;10271216;_hypernym;10770059;10770059;_hyponym;10407552;;;;;;;9.873997;9.861175;1;2
13100156;_hyponym;12766595;13100156;_hyponym;12767648;13100156;_hyponym;11767354;;;;;;;10.320851;10.497955;1;1
01887576;_hyponym;01936753;01887576;_hyponym;01948077;01887576;_hyponym;01886728;;;;;;;9.592251;9.857672;1;2
12425281;_hyponym;12468243;12425281;_hyponym;12472024;12425281;_hyponym;12456845;;;;;;;9.261597;9.03817;1;3
