russ_meyer;hasgender;male;russ_meyer;wasbornin;san_leandro_california;russ_meyer;directed;motorpsycho_(film);;;;;;;6.941893;6.651498;1;1
jakob_poulsen;isaffiliatedto;denmark_national_under-21_football_team;jakob_poulsen;isaffiliatedto;fc_midtjylland;jakob_poulsen;isaffiliatedto;as_monaco_fc;jakob_poulsen;isaffiliatedto;a.s._monaco_f.c.;jakob_poulsen;isaffiliatedto;denmark_national_football_team;8.197617;7.1246753;1;4
steve_wicks;isaffiliatedto;queens_park_rangers_f.c.;steve_wicks;playsfor;queens_park_rangers_f.c.;steve_wicks;isaffiliatedto;chelsea_f.c.;steve_wicks;isaffiliatedto;crystal_palace_f.c.;steve_wicks;isaffiliatedto;derby_county_f.c.;10.172699;4.870585;1;5
macbeth_sibaya;playsfor;fc_rubin_kazan;macbeth_sibaya;isaffiliatedto;fc_rubin_kazan;macbeth_sibaya;playsfor;moroka_swallows_f.c.;;;;;;;10.420678;7.731786;1;4
joeri_dequevy;playsfor;k._sint-truidense_v.v.;joeri_dequevy;isaffiliatedto;k._sint-truidense_v.v.;;;;;;;;;;10.107402;5.3511386;1;19
admir_bilibani;isaffiliatedto;fc_lausanne-sport;admir_bilibani;playsfor;fc_lausanne-sport;admir_bilibani;isaffiliatedto;neuchâtel_xamax;admir_bilibani;isaffiliatedto;étoile_carouge_fc;admir_bilibani;isaffiliatedto;fc_aarau;10.349496;7.4442954;1;4
philippe_redon;playsfor;fc_girondins_de_bordeaux;philippe_redon;isaffiliatedto;fc_girondins_de_bordeaux;philippe_redon;isaffiliatedto;f.c._girondins_de_bordeaux;;;;;;;10.449211;5.278548;1;74
joseph_bologna;actedin;love_is_all_there_is;joseph_bologna;created;love_is_all_there_is;;;;;;;;;;10.289731;6.1185365;1;136
jeff_kenna;isaffiliatedto;republic_of_ireland_national_under-21_football_team;jeff_kenna;playsfor;republic_of_ireland_national_under-21_football_team;jeff_kenna;isaffiliatedto;birmingham_city_f.c.;jeff_kenna;isaffiliatedto;tranmere_rovers_f.c.;jeff_kenna;isaffiliatedto;wigan_athletic_f.c.;9.647261;8.538406;1;4
leonard_boot;isaffiliatedto;york_city_f.c.;leonard_boot;playsfor;york_city_f.c.;;;;;;;;;;10.047588;4.6118345;1;89
salif_diao;isaffiliatedto;as_monaco_fc;salif_diao;playsfor;as_monaco_fc;salif_diao;isaffiliatedto;portsmouth_f.c.;salif_diao;isaffiliatedto;birmingham_city_f.c.;salif_diao;isaffiliatedto;a.s._monaco_f.c.;9.992912;5.3785954;1;18
