08392137;_instance_hyponym;08013845;08392137;_instance_hyponym;08026539;08392137;_instance_hyponym;08022666;08392137;_instance_hyponym;08031020;08392137;_instance_hyponym;08018666;8.199635;8.561699;1;1
00983824;_hyponym;01043231;00983824;_hyponym;01054694;00983824;_hyponym;01045419;00983824;_hyponym;01053221;00983824;_hyponym;01052782;8.853716;8.651549;1;4
13456071;_derivationally_related_form;00573247;00573247;_derivationally_related_form;13456071;13456071;_hypernym;13446390;13446390;_hyponym;13456071;;;;11.213606;-3.080018;1;40182
10468750;_derivationally_related_form;02443609;02443609;_derivationally_related_form;10468750;10468750;_derivationally_related_form;02984104;15266265;_derivationally_related_form;10468750;10468750;_derivationally_related_form;00596807;9.785989;7.52182;1;3
00246217;_hypernym;00247390;00247390;_hyponym;00246217;00246217;_derivationally_related_form;05860200;00246217;_also_see;01139623;05860200;_derivationally_related_form;00246217;11.522066;-0.011147106;1;6763
08392137;_instance_hyponym;08028623;08392137;_instance_hyponym;08026539;08392137;_instance_hyponym;08022666;08392137;_instance_hyponym;08012028;08392137;_instance_hyponym;08033194;8.529819;8.269225;1;6
01412279;_member_holonym;01412085;01412085;_member_meronym;01412279;01412279;_member_meronym;01412479;01412279;_hypernym;01347199;01412479;_member_holonym;01412279;12.041469;5.036638;1;4
00039021;_hypernym;00037396;00037396;_hyponym;00039021;00039021;_derivationally_related_form;02376958;00039021;_hyponym;00039297;00039297;_hypernym;00039021;10.288422;-0.112975165;1;7958
03171356;_hypernym;04341686;04341686;_hyponym;03171356;04340935;_hypernym;03171356;03672638;_hypernym;03171356;03171356;_hyponym;03672638;9.601321;-0.13400723;1;14624
02616713;_derivationally_related_form;10681194;10681194;_derivationally_related_form;02616713;02616713;_derivationally_related_form;13962166;13962166;_derivationally_related_form;02616713;02616713;_derivationally_related_form;13962360;10.440086;0.615966;1;4346
02652668;_hyponym;02654425;02652668;_hyponym;02653145;02652668;_hyponym;02655523;02652668;_hyponym;02655020;02652668;_hyponym;02653786;10.085306;10.667869;1;2
08441203;_member_of_domain_topic;01191975;08441203;_member_of_domain_topic;01189929;08441203;_member_of_domain_topic;01188537;08441203;_member_of_domain_topic;01186192;08441203;_member_of_domain_topic;01189650;7.6588745;7.6010547;1;1
00752764;_hyponym;00754731;00752764;_hyponym;00765396;00752764;_hyponym;00754942;00752764;_hyponym;00752493;00752764;_hyponym;01469770;9.240059;8.968436;1;5
14770838;_hypernym;04528630;04528630;_hyponym;14770838;14770838;_hypernym;02716205;14770838;_hypernym;02720201;14770838;_hypernym;15052970;11.3525505;6.944723;1;4
07916970;_hypernym;07885223;07885223;_hyponym;07916970;;;;;;;;;;10.875371;0.7170337;1;784
06778925;_hypernym;06778102;06778102;_hyponym;06778925;06778925;_derivationally_related_form;00029836;00029836;_derivationally_related_form;06778925;;;;12.016781;-2.0590107;1;7118
08211290;_hyponym;08211475;08211475;_hypernym;08211290;08199025;_member_of_domain_topic;08211290;08211290;_member_meronym;10317500;10317500;_member_holonym;08211290;11.342457;2.1621566;1;322
02041678;_derivationally_related_form;01060198;01060198;_derivationally_related_form;02041678;02041678;_derivationally_related_form;01052782;01052782;_derivationally_related_form;02041678;02041678;_member_holonym;02041492;11.049003;-0.40906808;1;21956
01759326;_hyponym;01760552;01760552;_hypernym;01759326;01759326;_hyponym;01760945;01759326;_hyponym;01760143;01759326;_hyponym;01760300;9.38298;0.08717263;1;18772
02368563;_hypernym;01862557;01862557;_hyponym;02368563;02330582;_member_meronym;02368563;02368563;_member_holonym;02330582;;;;9.880691;3.2799506;1;97
02012344;_hypernym;01850315;01850315;_hyponym;02012344;02012344;_derivationally_related_form;10724699;02012344;_derivationally_related_form;00331655;00331655;_derivationally_related_form;02012344;10.2043705;5.1822777;1;1
01916925;_hyponym;01917611;01917611;_hypernym;01916925;01916738;_member_meronym;01916925;01916925;_member_holonym;01916738;01915811;_hyponym;01916925;11.586942;-1.1588134;1;38414
08594886;_synset_domain_topic_of;08199025;08199025;_member_of_domain_topic;08594886;08594714;_has_part;08594886;08594886;_part_of;08594714;;;;9.678168;1.5401111;1;59
06720371;_synset_domain_topic_of;08441203;08441203;_member_of_domain_topic;06720371;;;;;;;;;;9.423781;0.79716086;1;3486
02173571;_member_holonym;02171633;02171633;_member_meronym;02173571;02173571;_member_meronym;02173784;02173784;_member_holonym;02173571;;;;11.83412;5.212791;1;56
08860123;_member_of_domain_region;13249245;08860123;_member_of_domain_region;13252062;08860123;_member_of_domain_region;13753067;08860123;_member_of_domain_region;04539053;08860123;_member_of_domain_region;00593219;6.819442;7.2075024;1;2
08000304;_derivationally_related_form;02727039;02727039;_derivationally_related_form;08000304;;;;;;;;;;9.985951;0.7669535;1;1692
