billy_halop;actedin;hell's_kitchen_(1939_film);billy_halop;actedin;the_angels_wash_their_faces;;;;;;;;;;11.186904;10.911568;1;2
laotian_civil_war;happenedin;north_vietnam;pathet_lao;participatedin;laotian_civil_war;north_vietnam;participatedin;laotian_civil_war;laotian_civil_war;happenedin;south_vietnam;;;;9.956259;8.576042;1;5
rosalyn_sussman_yalow;haswonprize;albert_lasker_award_for_basic_medical_research;rosalyn_sussman_yalow;haswonprize;dickson_prize;;;;;;;;;;9.098929;8.846145;1;1
rekha;haswonprize;filmfare_awards;rekha;actedin;vijeta;rekha;actedin;umrao_jaan;rekha;hasgender;female;;;;9.715776;9.586742;1;1
anthony_charles;isaffiliatedto;barnet_f.c.;anthony_charles;playsfor;barnet_f.c.;;;;;;;;;;9.982344;6.153988;1;15
doug_gilmour;isaffiliatedto;toronto_maple_leafs;doug_gilmour;isaffiliatedto;st._louis_blues;;;;;;;;;;7.3466196;7.298415;1;1
davide_succi;isaffiliatedto;a.c._cesena;davide_succi;playsfor;a.c._cesena;;;;;;;;;;9.905565;6.3955927;1;14
petar_borota;isaffiliatedto;f.c._porto;petar_borota;isaffiliatedto;fk_partizan;;;;;;;;;;9.646544;9.751484;1;1
paulo_sérgio_betanin;isaffiliatedto;e.c._juventude;paulo_sérgio_betanin;playsfor;esporte_clube_juventude;;;;;;;;;;6.8070517;6.049283;1;1
lorgio_álvarez;isaffiliatedto;bolivia_national_football_team;lorgio_álvarez;isaffiliatedto;club_bolívar;lorgio_álvarez;isaffiliatedto;cerro_porteño;;;;;;;7.527174;7.631833;1;3
yaroslav_svorak;isaffiliatedto;fc_krymteplytsia_molodizhne;yaroslav_svorak;isaffiliatedto;fc_nyva_ternopil;;;;;;;;;;9.899039;9.561296;1;2
manfred_schwabl;isaffiliatedto;1._fc_nuremberg;manfred_schwabl;isaffiliatedto;bayern_munich_junior_team;manfred_schwabl;isaffiliatedto;1._fc_nürnberg;;;;;;;8.362648;8.718274;1;3
gábor_bardi;isaffiliatedto;zalaegerszegi_te;gábor_bardi;playsfor;zalaegerszegi_te;;;;;;;;;;9.410549;4.279586;1;35
imre_deme;isaffiliatedto;hungary_national_under-21_football_team;imre_deme;playsfor;hungary_national_under-21_football_team;imre_deme;wasbornin;zalaegerszeg;;;;;;;9.084066;7.5576706;1;1
