00464513;_also_see;01430111;01430111;_also_see;00464513;00464513;_also_see;01925372;00464513;_derivationally_related_form;04821277;04821277;_derivationally_related_form;00464513;9.611465;-0.42579854;1;30233
00583239;_also_see;00346991;00346991;_also_see;00583239;00583239;_also_see;02290998;00583239;_also_see;02505716;00583239;_also_see;00958880;9.626777;6.7866592;1;4
00644372;_also_see;01688271;01688271;_also_see;00644372;01866535;_also_see;00644372;00644372;_also_see;01866535;;;;10.0760565;-1.7505767;1;20476
01896478;_also_see;00921014;00921014;_also_see;01896478;01789514;_derivationally_related_form;01896478;01896478;_derivationally_related_form;01789514;00794079;_derivationally_related_form;01896478;9.713633;0.047227886;1;8992
02397637;_derivationally_related_form;00373544;00373544;_derivationally_related_form;02397637;02397637;_derivationally_related_form;13940456;02397637;_derivationally_related_form;07251984;02397637;_derivationally_related_form;00198451;9.241494;4.6359353;1;15
01158872;_derivationally_related_form;00949134;00949134;_derivationally_related_form;01158872;01158872;_derivationally_related_form;10743124;01158872;_derivationally_related_form;00947128;01158872;_derivationally_related_form;10741590;9.161069;5.766976;1;7
06880664;_derivationally_related_form;00135285;00135285;_derivationally_related_form;06880664;06880664;_derivationally_related_form;00624263;00624263;_derivationally_related_form;06880664;06882333;_hypernym;06880664;9.834575;0.78824145;1;595
06183899;_derivationally_related_form;10705615;10705615;_derivationally_related_form;06183899;06183899;_hypernym;05661996;06184270;_hypernym;06183899;;;;8.956778;3.0152597;1;22
01057034;_derivationally_related_form;01253379;01253379;_derivationally_related_form;01057034;01057034;_hypernym;00778275;;;;;;;10.7962675;-4.409116;1;30324
01602318;_derivationally_related_form;14002279;14002279;_derivationally_related_form;01602318;01602318;_derivationally_related_form;02152212;02673134;_verb_group;01602318;01602318;_verb_group;02673134;9.942368;5.5895705;1;3
03472232;_derivationally_related_form;00099721;00099721;_derivationally_related_form;03472232;03472232;_derivationally_related_form;00100551;00100551;_derivationally_related_form;03472232;03472232;_synset_domain_topic_of;00433802;9.993754;0.36882672;1;3235
01822724;_derivationally_related_form;13811900;13811900;_derivationally_related_form;01822724;10686073;_derivationally_related_form;01822724;01822724;_derivationally_related_form;10686073;01822724;_hypernym;01771535;10.322002;89.12317;1;323
07270179;_derivationally_related_form;00508032;00508032;_derivationally_related_form;07270179;07270179;_derivationally_related_form;01588493;01588493;_derivationally_related_form;07270179;07270179;_derivationally_related_form;00651991;9.2887335;3.3780415;1;24
05148699;_derivationally_related_form;02495922;02495922;_derivationally_related_form;05148699;05149695;_hypernym;05148699;05151088;_hypernym;05148699;05148699;_derivationally_related_form;01158872;9.436151;3.061622;1;58
01754105;_derivationally_related_form;00113113;00113113;_derivationally_related_form;01754105;01754105;_derivationally_related_form;03999992;03999992;_derivationally_related_form;01754105;;;;9.097686;-0.075960614;1;4686
01417451;_derivationally_related_form;00182406;00182406;_derivationally_related_form;01417451;;;;;;;;;;9.400383;1.1772054;1;311
04096848;_derivationally_related_form;01127075;01127075;_derivationally_related_form;04096848;01127215;_derivationally_related_form;04096848;04096848;_derivationally_related_form;01127215;04096848;_hypernym;02796623;9.830207;6.372548;1;3
01628197;_derivationally_related_form;03433877;03433877;_derivationally_related_form;01628197;01628197;_derivationally_related_form;00922144;01867295;_derivationally_related_form;01628197;01628197;_derivationally_related_form;01867295;9.991586;-0.09932432;1;8932
01031256;_derivationally_related_form;00318186;01031256;_derivationally_related_form;00122338;01031256;_derivationally_related_form;10282920;01031256;_derivationally_related_form;10578762;01031256;_derivationally_related_form;06796119;9.457264;9.605805;1;1
01687569;_derivationally_related_form;05844105;05844105;_derivationally_related_form;01687569;01687569;_derivationally_related_form;01159964;01687569;_derivationally_related_form;05750163;01687569;_derivationally_related_form;04928903;9.408194;7.228433;1;4
01432474;_derivationally_related_form;05301908;05301908;_derivationally_related_form;01432474;01432474;_derivationally_related_form;05302499;05302499;_derivationally_related_form;01432474;;;;9.727437;0.74509233;1;580
09790482;_derivationally_related_form;00644583;00644583;_derivationally_related_form;09790482;09790482;_derivationally_related_form;00643473;00643473;_derivationally_related_form;09790482;;;;9.472306;1.3815744;1;65
11447851;_derivationally_related_form;01874875;01874875;_derivationally_related_form;11447851;11447851;_derivationally_related_form;01902783;01902783;_derivationally_related_form;11447851;11447851;_hypernym;11458624;9.849248;-1.1644963;1;37342
00093327;_derivationally_related_form;00068617;00068617;_derivationally_related_form;00093327;00093327;_derivationally_related_form;00068333;00068333;_derivationally_related_form;00093327;00093327;_hypernym;00387310;9.900584;-4.685764;1;32107
03008207;_derivationally_related_form;14855724;14855724;_derivationally_related_form;03008207;;;;;;;;;;10.31653;-3.9782467;1;27122
06203758;_derivationally_related_form;10502950;10502950;_derivationally_related_form;06203758;06203758;_hypernym;06201908;;;;;;;10.707439;89.12072;1;168
01134781;_derivationally_related_form;00122954;00122954;_derivationally_related_form;01134781;10593115;_derivationally_related_form;01134781;01134781;_derivationally_related_form;10593115;01135501;_hypernym;01134781;9.763129;5.7132864;1;11
01024190;_derivationally_related_form;06763681;01024190;_derivationally_related_form;06613056;01024190;_derivationally_related_form;06766190;01024190;_derivationally_related_form;10309347;01024190;_derivationally_related_form;07180570;8.875243;9.007589;1;5
00007328;_derivationally_related_form;10803193;10803193;_derivationally_related_form;00007328;00007328;_derivationally_related_form;00837293;;;;;;;10.309784;-1.2879305;1;35853
