00464513;_also_see;01430111;11081828;_also_see;01430111;01430111;_also_see;11081828;;;;;;;;;;-0.029377025;9.327179;11325;1
00464513;_also_see;01430111;15122231;_also_see;01430111;01430111;_also_see;15122231;;;;;;;;;;-0.36956298;8.62922;27424;1
00464513;_also_see;01430111;01137138;_also_see;01430111;01430111;_also_see;01137138;;;;;;;;;;0.15665984;7.9186864;10655;1
00464513;_also_see;01430111;01498498;_also_see;01430111;01430111;_also_see;01498498;;;;;;;;;;-0.34052986;9.191193;18469;1
00464513;_also_see;01430111;03781787;_also_see;01430111;01430111;_also_see;03781787;;;;;;;;;;-0.05961884;9.050228;13667;1
00464513;_also_see;01430111;08139000;_also_see;01430111;01430111;_also_see;08139000;;;;;;;;;;-0.022900477;9.260643;15498;1
00464513;_also_see;01430111;01236173;_also_see;01430111;01430111;_also_see;01236173;;;;;;;;;;-0.2714751;9.281198;15993;1
00464513;_also_see;01430111;02614812;_also_see;01430111;01430111;_also_see;02614812;;;;;;;;;;0.13239832;9.3844185;9392;1
00464513;_also_see;01430111;01164273;_also_see;01430111;01430111;_also_see;01164273;;;;;;;;;;0.100003436;8.693123;11087;1
00464513;_also_see;01430111;08944818;_also_see;01430111;01430111;_also_see;08944818;;;;;;;;;;-0.27729362;9.023436;15191;1
00583239;_also_see;00346991;03792334;_also_see;00346991;00346991;_also_see;03792334;;;;;;;;;;-0.6396892;8.734736;31051;1
00583239;_also_see;00346991;06836822;_also_see;00346991;00346991;_also_see;06836822;;;;;;;;;;0.21755505;9.275518;3391;1
00583239;_also_see;00346991;07048000;_also_see;00346991;00346991;_also_see;07048000;;;;;;;;;;-0.23726524;8.148655;25313;1
00583239;_also_see;00346991;05557339;_also_see;00346991;00346991;_also_see;05557339;;;;;;;;;;-0.35268667;9.170122;22201;1
00583239;_also_see;00346991;07375214;_also_see;00346991;00346991;_also_see;07375214;;;;;;;;;;-0.3485736;8.692675;23850;1
00583239;_also_see;00346991;04847733;_also_see;00346991;00346991;_also_see;04847733;;;;;;;;;;0.5009818;9.267508;3123;1
00583239;_also_see;00346991;10406391;_also_see;00346991;00346991;_also_see;10406391;;;;;;;;;;-0.39005482;9.510959;16374;1
00583239;_also_see;00346991;00336831;_also_see;00346991;00346991;_also_see;00336831;;;;;;;;;;-1.0021211;8.718157;25203;1
00583239;_also_see;00346991;10515194;_also_see;00346991;00346991;_also_see;10515194;;;;;;;;;;-0.6257321;7.5805817;38212;1
00583239;_also_see;00346991;00346936;_also_see;00346991;00346991;_also_see;00346936;;;;;;;;;;0.20131098;9.462001;4101;1
00644372;_also_see;01688271;01908287;_also_see;01688271;01688271;_also_see;01908287;;;;;;;;;;-0.28870392;9.65643;18976;1
00644372;_also_see;01688271;02757810;_also_see;01688271;01688271;_also_see;02757810;;;;;;;;;;-0.80747044;9.829519;29585;1
00644372;_also_see;01688271;01307754;_also_see;01688271;01688271;_also_see;01307754;;;;;;;;;;-0.43084124;9.576776;20716;1
00644372;_also_see;01688271;00431552;_also_see;01688271;01688271;_also_see;00431552;;;;;;;;;;-0.9027315;9.099103;35858;1
00644372;_also_see;01688271;06250061;_also_see;01688271;01688271;_also_see;06250061;;;;;;;;;;0.19153172;9.5925255;5321;1
00644372;_also_see;01688271;05389939;_also_see;01688271;01688271;_also_see;05389939;;;;;;;;;;-0.3848446;9.605347;20366;1
00644372;_also_see;01688271;03093792;_also_see;01688271;01688271;_also_see;03093792;;;;;;;;;;-0.46217364;9.23009;31036;1
00644372;_also_see;01688271;05681117;_also_see;01688271;01688271;_also_see;05681117;;;;;;;;;;-0.33997488;9.5289135;23250;1
00644372;_also_see;01688271;13728499;_also_see;01688271;01688271;_also_see;13728499;;;;;;;;;;0.17335716;9.629422;7023;1
00644372;_also_see;01688271;11643684;_also_see;01688271;01688271;_also_see;11643684;;;;;;;;;;0.33282626;9.371262;3992;1
01896478;_also_see;00921014;03634723;_also_see;00921014;00921014;_also_see;03634723;;;;;;;;;;-0.7524762;9.4650755;31979;1
01896478;_also_see;00921014;14759722;_also_see;00921014;00921014;_also_see;14759722;;;;;;;;;;0.32575133;9.4359455;5228;1
01896478;_also_see;00921014;01491520;_also_see;00921014;00921014;_also_see;01491520;;;;;;;;;;1.0099468;9.299656;533;1
01896478;_also_see;00921014;00644503;_also_see;00921014;00921014;_also_see;00644503;;;;;;;;;;0.4765103;8.261371;3367;1
01896478;_also_see;00921014;05191486;_also_see;00921014;00921014;_also_see;05191486;;;;;;;;;;1.559012;9.518694;79;1
01896478;_also_see;00921014;00197772;_also_see;00921014;00921014;_also_see;00197772;;;;;;;;;;-0.8102251;8.797018;36923;1
01896478;_also_see;00921014;14060929;_also_see;00921014;00921014;_also_see;14060929;;;;;;;;;;0.110155225;9.486009;6241;1
01896478;_also_see;00921014;01486151;_also_see;00921014;00921014;_also_see;01486151;;;;;;;;;;-0.29862687;9.290765;20366;1
01896478;_also_see;00921014;04580493;_also_see;00921014;00921014;_also_see;04580493;;;;;;;;;;0.051157143;9.232161;10239;1
01896478;_also_see;00921014;10588182;_also_see;00921014;00921014;_also_see;10588182;;;;;;;;;;0.48444784;9.436642;1349;1
02397637;_derivationally_related_form;00373544;01294127;_derivationally_related_form;00373544;00373544;_derivationally_related_form;01294127;;;;;;;;;;-0.39676607;9.077655;14443;1
02397637;_derivationally_related_form;00373544;07159276;_derivationally_related_form;00373544;00373544;_derivationally_related_form;07159276;;;;;;;;;;-1.1814356;9.560817;30126;1
02397637;_derivationally_related_form;00373544;15273955;_derivationally_related_form;00373544;00373544;_derivationally_related_form;15273955;;;;;;;;;;-0.7081115;8.646528;23848;1
02397637;_derivationally_related_form;00373544;00351334;_derivationally_related_form;00373544;00373544;_derivationally_related_form;00351334;;;;;;;;;;0.6511418;8.663462;1676;1
02397637;_derivationally_related_form;00373544;11798978;_derivationally_related_form;00373544;00373544;_derivationally_related_form;11798978;;;;;;;;;;-1.1151084;9.389384;35914;1
02397637;_derivationally_related_form;00373544;08181930;_derivationally_related_form;00373544;00373544;_derivationally_related_form;08181930;;;;;;;;;;-0.6587869;9.508736;21580;1
02397637;_derivationally_related_form;00373544;13999663;_derivationally_related_form;00373544;00373544;_derivationally_related_form;13999663;;;;;;;;;;-0.18033288;8.725802;13344;1
02397637;_derivationally_related_form;00373544;07373602;_derivationally_related_form;00373544;00373544;_derivationally_related_form;07373602;;;;;;;;;;0.14810757;8.266901;7951;1
02397637;_derivationally_related_form;00373544;01383511;_derivationally_related_form;00373544;00373544;_derivationally_related_form;01383511;;;;;;;;;;-0.44948417;8.880297;25951;1
02397637;_derivationally_related_form;00373544;14289590;_derivationally_related_form;00373544;00373544;_derivationally_related_form;14289590;;;;;;;;;;-0.08668219;9.10312;10981;1
01158872;_derivationally_related_form;00949134;13275288;_derivationally_related_form;00949134;00949134;_derivationally_related_form;13275288;;;;;;;;;;-0.8424488;8.680159;33501;1
01158872;_derivationally_related_form;00949134;00564300;_derivationally_related_form;00949134;00949134;_derivationally_related_form;00564300;;;;;;;;;;0.23460552;9.389307;2701;1
