09051235;_has_part;09103943;09050730;_has_part;09051235;09051235;_has_part;09053185;09051235;_has_part;09137869;8.09009;1;9.700477;1;7.391152;3;2.909646371240635;1.268019199371338
09051235;_has_part;09103943;09051235;_has_part;09053185;09051235;_has_part;09137869;09051235;_has_part;09075842;8.09009;1;9.700477;1;6.7777214;26;25.948959914383472;1.266655683517456
01424456;_derivationally_related_form;05553486;05553486;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;9.985553;3;2.6480973409873685;1.247145175933838
01424456;_derivationally_related_form;05553486;01425511;_hypernym;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.721222;3;2.4687949014427106;1.2481257915496826
01424456;_derivationally_related_form;05553486;01606018;_hypernym;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.746626;3;2.4624739953926347;1.2478439807891846
01424456;_derivationally_related_form;05553486;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;01424456;_derivationally_related_form;10191001;9.927233;1;10.596239;1;10.764436;3;2.4580496821629296;1.2486350536346436
01424456;_derivationally_related_form;05553486;01424456;_hypernym;01216522;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.750138;3;2.4616009618747565;1.2470135688781738
01424456;_derivationally_related_form;05553486;00417859;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.760634;2;1.458993478268429;1.2474637031555176
01424456;_derivationally_related_form;05553486;01424456;_derivationally_related_form;00854000;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.825084;3;2.4430372170929253;1.2460169792175293
01424456;_derivationally_related_form;05553486;01424456;_derivationally_related_form;00417859;00854000;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.825352;3;2.4429710920204704;1.2466037273406982
01424456;_derivationally_related_form;05553486;00417397;_derivationally_related_form;01424456;01424456;_derivationally_related_form;00417859;01424456;_derivationally_related_form;00417397;9.927233;1;10.596239;1;10.824545;3;2.4431701793076326;1.246673822402954
